observation_1,observation_2,hypothesis_1,hypothesis_2,label
كان إيغور عطشانًا.,ملأه بالماء من الحوض وشرب ذلك.,حصل إيغور على كوب من الخزانة.,حصل إيغور على وعاء من الخزانة.,1
ذهبت تينا والفتيات في القيادة ليلاً على الشاطئ.,لحسن الحظ طلب منها الخروج,رأت كريس من المدرسة الذي كان لديها سحق كبير عليه. ذهبت إليه وقالت مرحباً ولم يتحدثا بعد ذلك.,رأت كريس من المدرسة الذي كان لديها سحق كبير عليه. ذهبت إليه وقالت مرحباً وبدؤوا بالحديث.,2
ذهبت تينا والفتيات في رحلة قيادة ليلاً على الشاطئ.,لحسن الحظ طلب منها الخروج,توقفوا عند المطعم وتحدثوا إلى فتاة جميلة.,توقفوا عند المطعم وتحدثوا إلى شاب وسيم.,2
كانت لدينا فضلات من الجراء الأسبوع الماضي.,بدء عيون الجراء في الانفتاح اليوم.,نحن نهتم بالجراء.,نحن نهتم بالقطط الصغيرة.,1
كان لدى جاك قلمه الخاص.,قرر جاك أنه يكره اللون الأزرق.,لم يستطع جاك استخدام قلمه على الورق الأزرق.,يمكن لجاك استخدام قلمه على أي ورق.,1
كان لجاك قلمه الخاص.,أخيرًا وجدها تحت السرير.,فقد جاك قلمه.,فقد قلم جاك.,1
رأيت بقعة ماء على سقف منزلي.,لم أستطع سوى أن أجعل المشكلة أسوأ فاستسلمت.,دفعت على البقعة الرطبة وخرج قطعة من فطيرة.,دفعت على البقعة الرطبة وانهارت قطعة من السقف.,2
رأيت بقعة ماء على سقف منزلي.,لقد جعلت المشكلة أسوأ فقط فاستسلمت.,حاولت إطلاق النار عليه بمسدسي.,حاولت إصلاحها بنفسي.,2
صنعت قائمة تشغيل موسيقية لصديقتي التي كانت تعاني من الاكتئاب.,سعدتها أن تعرف أنني قد فكرت بها عندما صنعتها.,رأت صديقتي جميع الأغاني التي تحبها.,رأت صديقتي جميع الأفلام التي تحبها.,1
صنعت قائمة تشغيل موسيقية لصديقتي التي كانت تعاني من الاكتئاب.,سعدتها أن تعرف أنني قد فكرت بها عندما صنعتها.,أحبت الموسيقى.,كرهت الموسيقى.,1
كان بيل يقضي يومًا جميلًا على الشاطئ.,كان لدى بيل يوم أفضل وأكثر جمالًا أثناء التحديق في المحيط في المطر.,بدأ المطر في الهطول وذهب إلى المنزل.,بدأ المطر في الهطول وقفز في الماء.,2
كان بيل يقضي يومًا جميلًا على الشاطئ.,كان بيل يقضي يومًا أفضل وأفضل وأفضل ينظر إلى المحيط في المطر.,كان بيل جالسًا تحت مظلة.,كان بيل جالسًا في المطر.,2
كانت جينا على وشك الاندماج في المسار.,على الرغم من عدم إصابة أحد ، إلا أن كلا السيارتين تعرضتا لأضرار كبيرة.,دخلت جينا في حادث سيارة.,تجنبت جينا حادث سيارة.,1
كانت جينا على وشك الاندماج في المسار.,على الرغم من عدم إصابة أحد ، إلا أن كلا السيارتين تعرضا لأضرار كبيرة.,اندمجت جينا في مسار مزدحم.,انتظرت جينا بصبر للاندماج عندما يكون الطريق واضحًا وآمنًا.,1
كان توم باردًا في الليل.,أحب توم قبعته الجديدة.,غطى توم رأسه وكان لا يزال باردًا في الليل.,كان توم متأكدًا من أن رأسه المكشوف هو سبب.,2
في صباح أحد الأيام استيقظت مبكرًا جدًا.,طارد الكلاب الذئب البري بعيدًا.,يمكنني سماع أصوات الكلاب تذمر باتجاه ذئب بري.,يمكنني سماع أصوات الكلاب تنبح باتجاه ذئب بري.,2
عندما كانت كينيا في طريقها إلى العمل، علقت في زحام مرور.,لم يكلف أفراد الأسرة أنفسهم عناء قول أي شيء لأنها بدت غاضبة.,كانت سعيدة جدًا عندما جاءت إلى المنزل.,لذلك كانت غاضبة عندما جاءت إلى المنزل.,2
كان ستيف قلقًا جدًا لطلب تينا للخروج في موعد.,قالت تينا نعم وسرعان ما بدأوا يتواعدون بعضهم البعض!,جمع ستيف الشجاعة لطلب تينا للخروج في موعد معه.,جمع ستيف الشجاعة لطلب تينا لضربه.,1
حدث أشيع شيء لجيمي.,شعر جيمي بالغثيان في معدته.,نظر طفل رضيع إلى جيمي على الحافلة.,رش طفل رضيع على جيمي على الحافلة.,2
حدث أشياء سيئة جدا لجيمي.,شعر جيمي بمرض في معدته.,جيمي أكل همبرغر في ماكدونالد.,جيمي رفض أكل همبرغر في ماكدونالد.,1
حدث شيء بشع لجيمی.,أكل جيمي شريحة أخرى من الكيس.,ولكن كان ذلك منذ فترة طويلة.,غضب جيمي ورمى كل رقائق البطاطس الخاصة به.,1
كان نيلسون يحب التنس كثيرًا، لدرجة أنه كان يلعب في أي وقت.,الآن لا يمكنه لعب التنس لمدة شهرين.,طور نيلسون فقاعة على قدمه.,طور نيلسون فقاعة على وجهه.,1
كان نيلسون يحب التنس كثيرًا، لذلك كان يلعب في أي وقت.,الآن لا يستطيع نيلسون لعب التنس لمدة شهرين.,وقع نيلسون في مشكلة مع والديه.,كان نيلسون لطيفًا مع والديه.,1
كبرت لورا في منزل في الغابة.,كان التأرجح قويًا، وشعرت لورا كما لو أنها تستطيع الطيران تقريبًا!,كرهت لورا أراجيح طفولتها.,استمتعت لورا بالتأرجح على أراجيح في الغابة.,2
كبرت لورا في منزل في الغابة.,كان التأرجح قويًا، وشعرت لورا وكأنها تستطيع الطيران تقريبًا!,لورا تحب التأرجح على الأراجيح الشجرة هناك.,لورا أحبت ركوب الأراجيح المتأرجحة هناك.,1
أصرت جدة لوسي على أن تنظف لوسي غرفتها.,لم تكن جدتها متحمسة وقامت بتنظيف الغرفة مرة أخرى.,نظفت لوسي غرفتها وقامت بعمل ممتاز.,نظفت لوسي غرفتها ولكنها لم تقم بعمل جيد.,2
كانت إيمي وأصدقاؤها يشاهدون الأفلام منذ ساعات.,لاحظت أم لين أن الفتيات يبدو عليهن كالنمل يحملن غنيمتهن.,كانت أم لين خارجة لتناول العشاء.,دخلت أم لين بينما كانت صديقة إيمي لين معها.,2
كان تيم وبيل أفضل الأصدقاء.,فاز تيم وكان سعيدًا جدًا بفوزه بالمال.,دخل تيم وبيل في رهان حول من هو الأقوى.,دخل تيم وبيل في رهان حول من هو الرجل الأكثر قبحًا.,1
كان تيم وبيل أفضل الأصدقاء.,فاز تيم وكان سعيدًا جدًا بفوزه بالمال.,كان تيم وبيل يلعبان اليانصيب معًا، لكن بيل سئم منه.,توقف تيم عن لعب اليانصيب بينما استمر بيل في ذلك.,1
أخذت والدة إيميها وبيث إلى المتاهة الذرة.,انتهى بهم الأمر بدوس الذرة للخروج من المتاهة.,اختارت إيمي وبيث عدم المشاركة في متاهة الذرة.,انتهى بهم الأمر بالضياع في المتاهة.,2
كان هارولد دائمًا رياضيًا طبيعيًا في المدرسة.,تدرب هارولد بجد بعد أن فشل في تشكيل الفريق.,كما استسلم هارولد خلال الأوقات الصعبة.,كما صبر هارولد على الأوقات الصعبة.,2
كان هارولد دائمًا رياضيًا طبيعيًا في المدرسة.,تدرب هارولد بجد بعد أن فشل في تشكيل الفريق.,هارولد لم يتدرب للاختبارات.,هارولد لم يجر اختبارًا للفريق.,1
زوج دريتا كان مسجونًا.,حالما وجد عملاً، طردته دريتا!,لم تسمح دريتا لزوجها بالبقاء معها عندما خرج.,كان على زوج دريتا أن يبقى معها عندما خرج.,2
زوج دريتا كان مسجونًا في السجن.,حالما وجد عملاً، دريتا طردته!,حصل زوج دريتا على وظيفة بعد خروجه.,حصلت دريتا على وظيفة بعد خروجها.,1
ذهب دينيس إلى متجر البقالة.,ترك دينيس الحليب في السيارة وتعرض للحموضة!,بيع دينيس مكونات طازجة وحليب.,اشترى دينيس مكونات طازجة وحليب.,2
ذهب دينيس إلى متجر البقالة.,ترك دينيس الحليب في السيارة وتعرض للحموضة!,كانت يومًا حارًا جدًا.,كانت يومًا باردًا جدًا.,1
كان إريك يتجول في حرم الجامعة.,رأى إريك الطالب يُجبر على ركوب سيارة الشرطة ويُأخذ بعيدًا.,رأى أن الشرطة أطلقت سراح شخص ما.,رأى أن الشرطة ألقت القبض على شخص ما.,2
كان إريك يتجول حول حرم الجامعة.,رأى إريك الطالب يُجبر على ركوب سيارة الشرطة ويُأخذ بعيدًا.,رأى إريك سمكة تُصطاد.,رأى إريك مجرمًا يُقبض عليه.,2
قررت كيلي أنها تريد الذهاب إلى السكة الحديدية.,كانت خائفة وتمنت أنها لم تذهب عليه.,بينما بدأت السكة الحديدية في تسلق التل الأول.,بينما توقفت السكة الحديدية قبل تسلق التل الأول.,1
قررت كيلي أنها تريد الذهاب إلى السكة الحديدية.,كانت خائفة وتمنت أنها لم تذهب عليه.,كانت الرحلة أكثر إثارة للخوف مما اعتقدت.,كانت الرحلة أكثر متعة مما اعتقدت.,1
يحب توم التزلج على الجليد.,أخيرًا حصل توم على فرصته للتزلج على الجليد!,أخيرًا تمكن من الهروب إلى الجبال.,لم يتمكن أبدًا من الهروب إلى الجبال.,1
يحب توم التزلج على الجليد.,أخيرًا يحصل توم على فرصته للتزلج على الجليد!,ذهب توم إلى كولورادو.,ذهب توم إلى أريزونا.,1
كانت AJ و والدته في متجر البقالة.,ثم بدأ AJ يشعر بالحزن.,قالت أم Aj إنه لا يمكنه الحصول على البسكويت.,اشترت أم Aj الكثير من البسكويت له.,1
كانت AJ و والدته في متجر البقالة.,ثم بدأ AJ يشعر بالحزن.,مشى مع أشخاص آخرين.,انفصل عن والدته.,2
كانت AJ و والدته في متجر البقالة.,AJ أطلق تنفسه الصعداء.,أخيرًا، وصلت أمه و AJ إلى ممر منتجات الألبان.,أخيرًا، وصلت أمه و AJ إلى رف الحبوب.,2
أردت بعض الجواكامولي.,أخيرًا، كان الجواكامولي لذيذًا!,حصلت على المكونات جاهزة وبدأت صلصة الباستا.,حصلت على المكونات جاهزة وبدأت الجواكامولي.,2
كان أليكس يمشي إلى المنزل من المدرسة.,قفز الرجل، وابتسم أليكس فقط وواصل المشي.,رأت شخصًا غارقًا في التفكير وقررت مفاجأته.,رأت شخصًا ضائعًا في التفكير وقررت مفاجأته.,2
كان تيد في متجر البقالة مع والدته في أحد الأيام.,ظهرت قريبًا، وارتاح تيد!,تمسك تيد ووالدته ببعضهما.,انفصل تيد ووالدته.,2
كان تيد في متجر البقالة مع أمه يومًا ما.,ظهرت قريبًا، وارتاح تيد!,ضاع تيد أثناء التسوق.,ضاعت أم تيد أثناء التسوق.,1
كره أن أكون عبئًا على الناس.,صدمت الممرضة لأن السوائل خلقت فقاعة في ذراعي.,لم أذهب إلى المستشفى أبدًا.,ذهبت أخيرًا إلى المستشفى بعد عام.,2
كان مورغان صانع شمع بالمهنة.,وكان العروسان بجانب أنفسهما من السعادة بهذا الأمر.,لقد نسي أن يعطي أصدقائه هدية زفاف.,وهبة لأصدقائه هدية زفاف من الشموع.,2
كان مورغان صانع شموع بالمهنة.,وكان العروسان بجانب أنفسهما من السعادة بهذا.,صنع مورغان لزوجين جديدين مجموعة جميلة من الشموع.,صنع مورغان لزوجين جديدين مجموعة جميلة من الإطارات.,1
كانت جودي حزينة لأنها سجلت نتائج ضعيفة في اختبار الرؤية الخاص بها.,كانت جودي سعيدة لأنها حصلت على نظارات.,تم تركيب النظارات لج Judy.,لم يتم تركيب النظارات لج Judy.,1
لم يعرف الشيف ماذا يصنع للطبق الخاص لهذا الأسبوع.,كثير من العملاء أحبوا سلطة السلمون ولكن ليس طبق المعكرونة.,لم يجد أي خيارات لتجربتها.,وجد خياران لتجربتهما.,2
لم يعرف الشيف ماذا يصنع للأكلة الخاصة بهذا الأسبوع.,كثير من العملاء أحبوا سلطة السلمون ولكن ليس طبق المعكرونة.,قررت أن تصنع أكثر من دجاجة واحدة لاستخدام العناصر القديمة في المطبخ.,قررت أن تصنع أكثر من واحد لاستخدام العناصر القديمة في المطبخ.,2
كان عيد ميلاد نيكول قريبًا.,لكنها ندمت على تنظيفها بعد مغادرة الجميع.,قررت نيكول دعوة الجميع إلى منزلها لحفلة.,قررت نيكول أن يجعل الجميع ينظفون بعد الحفلة.,1
كان عيد ميلاد نيكول قريبًا.,لكنها ندمت على تنظيفها بعد مغادرة الجميع.,لم يأتِ أحد لزيارتها للاحتفال.,جاء الجميع لزيارتها للاحتفال.,2
كان جون يريد شراء عجلة سباق لجهاز الكمبيوتر الخاص به.,عاد جون ليستبدله بعجلة سباق أكثر تكلفة.,لم تعمل كما كان يتوقع.,عملت بشكل رائع.,1
أراد جون شراء عجلة سباق لجهاز الكمبيوتر الخاص به.,عاد جون ليأخذ عجلة سباق أكثر تكلفة.,لم يستطع جون العثور على عجلة سباق.,لم يعجب جون بعجلته.,2
كان بيل يصعد الدرج ويرسل رسالة نصية في نفس الوقت.,في اليوم التالي اشترى بيل هاتفًا جديدًا.,كاد بيل يكسر هاتفه ولكنه أمسكه.,أسقط بيل هاتفه بعد أن تعثر على الدرج.,2
كان بيل يصعد الدرج ويرسل رسالة نصية في نفس الوقت.,في اليوم التالي اشترى بيل هاتفًا جديدًا.,تعثر بيل وتحطم هاتفه.,أمسك بيل بهاتفه بإحكام.,1
اشترت تينا كريم وجه لأختها.,ازداد حجمه.,تركت تينا الزجاجة في البرد الشتوي.,تركت تينا الزجاجة في حرارة الصيف.,2
اشترت تينا كريم وجه لأختها.,ازداد حجمه.,وضعت أخت تينا الكريم على الحذاء.,استخدمت أخت تينا الكريم على البثرة.,2
موريس يستعد للاحتفال بعشاء عيد الشكر في منزله.,موريس فخور لأنه استضاف عشاء عيد الشكر.,"""دعا ماريس فقط رئيسه إلى المنزل.",دعا ماريس عائلته إلى المنزل.,2
ذهبت جين إلى جنازة عمتها.,كانت مؤلمة عاطفيًا للغاية.,بكت جين كثيرًا.,أكلت جين كثيرًا في الحفل.,1
كانت سارة في مزاج جيد فغنت أغنيتها المفضلة.,نشرت سارة هذه الأغنية على فيسبوكها لتظهر لأصدقائها.,صنعت سارة فيديو لنفسها تصرخ فيه بصوت عال.,صنعت سارة فيديو لنفسها تغنّي الأغنية.,2
كانت سارة في مزاج جيد فغنت أغنيتها المفضلة.,نشرت سارة هذه الأغنية على فيسبوكها لتظهر لأصدقائها.,قررت سارة تسجيل الأغنية.,كانت سارة خجولة جدًا لدرجة أنها لم تستطع تسجيل نفسها تغني.,1
عملت في مدرسة ابتدائية في هاواي.,كان الأطفال جميعهم متحمسين وفخورين بثمار عملهم!,كنت أجعل الأطفال يبنون حديقة على مدار العام.,كنت أجعل الأطفال يدمرون حديقة على مدار العام.,1
كانت هناك فتاة تعرفها واسمها فرانشيسكا.,في النهاية قررنا أن يفترقنا ونتابع حياتنا بشكل منفصل.,ذهبت أنا وفرانشيسكا في علاقة أثناء المدرسة الثانوية.,ذهبت أنا وفرانشيسكا في علاقة خلال المدرسة الثانوية مرة واحدة.,1
كانت هناك فتاة تعرفها واسمها فرانشيسكا.,في النهاية قررنا أن يفترقنا ونتابع حياتنا بشكل منفصل,طلقنا بعد فترة.,كنا نتواعد لفترة.,2
خزانة بيكي كانت فوضوية جدا.,أخيرًا شعرت بتحسن.,نظفت بيكي خزانتها.,لم تنظف بيكي خزانتها أبدًا.,1
الجميع يعرف جيري، لكن لا أحد يحبه.,لسوء الحظ، لم أتلق المذكرة، لذا الآن أنا عالق معه.,الجميع يحبون أن يستهزئوا بجيري.,جيري يحب أن يستهزئ بكل شخص.,2
الجميع يعرف جيري، لكن لا أحد يحبه.,لسوء الحظ، لم أتلق المذكرة، لذا الآن أنا عالق معه.,يحب جيري أن يستهزئ بكل شخص.,يحب جيري أن يكون لطيفًا مع الجميع.,1
كانت سو تطبخ نودلز السباغيتي.,حرق سو النودلز.,سو أخذت قيلولة على المنضدة.,سو أخذت قيلولة على الأريكة.,2
كان إيرفين يشاهد أفلام بروس لي.,في النهاية، عرض عليه وكيل دورًا في فيلم فنون قتالية!,قرر إيرفين متابعة الرياضيات.,قرر إيرفين متابعة فنون القتال.,2
كان إيرفين يشاهد أفلام بروس لي.,في النهاية، عرض عليه وكيل دورًا في فيلم فنون قتالية!,لقد تم إلهامه للتدريب بسلاسة في فنون القتال.,لقد تم إلهامه للتدريب بجد في فنون القتال.,2
عملت كيم بجد إضافي لأسابيع.,كانت سعيدة للحصول على الترقية.,حصلت كيم على مهمة جديدة.,حصلت على ترقية.,2
عملت كيم بجد إضافي لأسابيع.,كانت سعيدة للحصول على الترقية.,لإثبات أنها ليست موثوقة.,لإثبات أنها موثوقة.,2
هذا العام كان بوبي وأخته يركبان قطارًا!,ولكنه تحرك ببطء، وصولاً إلى القمة.,بوبي لم يعتقد أنه يمكن أن يطير.,بوبي لم يعتقد أنه سيصعد كل الطريق.,2
هذا العام كان بوبي وأخته يركبان قطارًا!,ولكنه تحرك ببطء، وصولاً إلى القمة.,توقف القطار وتحطم.,بدا القطار وكأنه سيتعطل.,2
هذا العام كان بوبي وأخته يركبان قطارًا!,ولكنه تحرك ببطء، وصولاً إلى القمة.,كان القطار يتسلق تلة.,كان القطار يسافر على أرض مستوية.,1
كانت لينا لديها الكثير من الأشياء التي لا تحتاجها في منزلها.,كانت لينا سعيدة لأن لديها بعض المال الإضافي ومنزل أنظف.,قررت لينا بيع الأشياء التي لا تزال تحتاجها.,قررت لينا بيع الأشياء التي لم تعد تحتاجها.,2
ظن دان أنه سيكون رائعًا ركوب دراجة نارية.,تجمع دراجة دان النارية الجديدة الغبار في المرآب.,اشترى الأب دراجة نارية، لكنه لم يركبها أبدًا.,اشترى دان دراجة نارية وكان يركبها دائمًا.,1
ظن دان أنه سيكون رائعًا ركوب دراجة نارية.,تجمع دراجة دان النارية الجديدة الغبار في المرآب.,لم يشتر دان دراجة نارية.,كاد دان أن يتعرض لحادث.,2
كان آدم يبلغ من العمر ثماني سنوات فقط.,ولكنه لم يكن سعيدًا برؤية أنهم طبخوا سرطان البحر.,لم يكن مهتمًا بطهي والده.,راقب والده وهو يغلي سرطان البحر.,2
كان والدي يعتقد دائمًا أنه إذا لم تكن هناك فترات في الولايات المتحدة، فهذا يعني أن الأمر خطأ.,ولكن حتى يومنا هذا، لا يزال يؤمن بهذه القصة.,أخبر مسؤول حكومي والدي أن الأمر ليس خطأً.,أخبر مسؤول حكومي والدي أن الأمر ليس خطأً بشأن ألمانيا.,1
كان والدي يعتقد دائمًا أنه إذا لم تكن هناك فترات في الولايات المتحدة، فهذا خطأ.,ولكن حتى يومنا هذا، لا يزال يؤمن بهذه القصة.,أريته دليلاً على سوء تصرف الألمان.,أريته دليلاً بخلاف ذلك.,2
كان جيري يأكل وعاء من الآيس كريم في الخارج.,قام بتنظيف الآيس كريم الذائب بعد ذلك.,ذاب حساء جيري فوق جوانب الوعاء أثناء تناوله.,ذاب آيس كريم جيري فوق جوانب الوعاء أثناء تناوله.,2
كان جيري يأكل وعاء من الآيس كريم في الخارج.,قام بتنظيف الآيس كريم الذائب بعد ذلك.,بدأ الآيس كريم في الذوبان لكنه ظل نظيفًا.,بدأ الآيس كريم في الذوبان وسقط في كل مكان.,2
كان جيمي يرغب دائمًا في تعلم كيفية لعب ألعاب الورق.,كان جيمي سعيدًا جدًا لتعلم كيفية لعب أول لعبة ورق له.,وجد جيمي كتابًا عن الدين وتعلم بعض منه.,وجد جيمي كتابًا عن ألعاب الورق وتعلم واحدة.,2
كان جيمي يرغب دائمًا في تعلم كيفية لعب ألعاب الورق.,كان جيمي سعيدًا جدًا لتعلم كيفية لعب أول لعبة ورق له.,كان جيمي شديد القلق لدرجة أنه لم يستطع أن يطلب من صديقه تعليمه.,طلب جيمي من صديقه تعليمه.,2
أرادت آن تزيين شجرة عيد الميلاد.,تحطمت جميع الزخارف.,أطاحت آن بالشجرة.,أطاحت آن بالكنبة.,1
كانت ليزا وليكسي تتسوقان للملابس في المركز التجاري.,اعتقدت ليكسي أن ليزا غريبة جدًا لدرجة أنها لا تريد أن تتعامل معها بعد الآن.,كانت ليزا تتحدث عن الميول الجنسية.,كانت ليزا تتحدث عن ممارسة الجنس مع ليكسي.,1
جان متحمسة عندما تحصل على وظيفة جديدة كسكرتيرة.,في اليوم التالي، تقيل جان من قبل رئيسها المسيء.,جين نسيت أن تحصل على زهور لأمها.,جين نسيت أن تحصل على قهوة لرئيسها.,2
قاد توم أكثر من عشرين ألف ميل في السنة.,استمتع أصدقاء توم بقصص توم.,تعرف أصدقاء توم على العديد من الأشخاص الذين كانوا مثيرين للاهتمام.,التقى بالعديد من الأشخاص الذين كانوا مثيرين للاهتمام.,2
شاهدت للتو الحالمون.,أوصي بهذا الفيلم لأي عشاق السينما.,استمتعت بالفيلم كثيرًا.,لم أكن أحب ذلك الفيلم.,1
لقد شاهدت للتو الحالمون.,أوصي بهذا الفيلم لأي عشاق السينما.,سيكون الحالم فيلمًا رائعًا للحمقى.,كان الحالمون فيلمًا رائعًا.,2
كان مايك دائمًا واعيًا بمسائل الصحة.,بعد أسبوع واحد، تم فصل مايك.,بدأ مايك في التمرين أثناء العمل.,بدأ مايك في التمرين قبل العمل.,1
كان مايك دائمًا واعيًا بمسائل الصحة.,بعد أسبوع واحد، تم فصل مايك.,كان مايك يمكث في العمل متأخرًا بدلاً من الذهاب إلى صالة الألعاب الرياضية.,كان مايك يغادر العمل مبكرًا لكي يذهب إلى صالة الألعاب الرياضية.,2
ذهب بارني في أول رحلة صيد له.,تمكن بارني من القيام بأول قتل له على جانب الطريق.,رأى بارني غزالًا يعبر الطريق.,رأى بارني غزالًا يعبر النهر.,1
لم أستطع تصديق ما سمعت أنه أحدث صرعة مخدرات.,رأيت بعيني الخاصة الطائرات بدون طيار التي تسلم المخدرات.,كانت السيارات يتم تسليمها من باب إلى باب بواسطة الطائرات بدون طيار.,تم تسليم المخدرات من باب إلى باب بواسطة الطائرة بدون طيار.,2
احتاجت راشيل إلى استعارة قلم.,لقد نسيت أن تعيده.,سمح لها الجميع باقتراض واحد.,لم يرغب أحد في السماح لها باقتراض واحد.,2
احتاجت راشيل إلى استعارة قلم.,لقد نسيت أن تعيده.,شعر الشخص الذي أقرضها إياه بسعادة كبيرة.,شعر الشخص الذي أقرضها إياه بغضب شديد.,2
تأخذ مابل استراحتها في فترة ما بعد الظهر في ٢:٣٠ مساءً.,لم يعد مابل يذكر التدخين.,مابل تدخن.,كانت مابل تدخن.,2
كان أطفال بيل متحمسين عندما تساقط الثلج في عشية عيد الميلاد.,رأت بيل والأطفال قد بنوا مشهدًا للولادة في الثلج.,خرج بيل إلى الخارج في عشية عيد الميلاد.,خرجت زوجة بيل إلى الخارج في عشية عيد الميلاد.,2
زميل جين في العمل وافق على المساعدة في مشروع مهم.,وجدته جين في غرفة الاستراحة يشاهد التلفزيون.,حضرت جين إلى المشروع، لكن زميلها لم يكن هناك.,حضرت جين إلى المشروع، لكن زميلها لم يكن على قيد الحياة.,1
وافق زميل جين على المساعدة في مشروع مهم.,وجدته جين في غرفة الاستراحة يشاهد التلفزيون.,كانت زملاء جين عونا كبيرا.,لم يكن زميل جين يساعد.,2
خطبني وضعني مسؤولاً عن الموسيقى في حفل زفافنا.,صنعت قائمة تشغيل خاصة بي على جهاز الآي بود وإنها قائمة رائعة من الأغاني!,جمعت كل أغانيي المفضلة.,حذفت كل أغانيي المفضلة من أجل التوافق.,1
وضعت خطيبتي المسؤولية عن الموسيقى في زفافنا.,صنعت قائمة تشغيل خاصة بي على جهاز الآي بود وإنها قائمة عظيمة من الأغاني!,أردت اختيار الموسيقى بنفسي.,لم أرد اختيار الموسيقى بنفسي.,1
أخبرني صديقي عن بار جديد في المدينة.,اقترب الرجل من صديقي وقدم لها رقمه.,كان شخص ما يتفحص صديقي عندما ذهبنا.,كان شخص ما يتجنب صديقي عندما ذهبنا.,1
كانت سام تنظف منزلها.,غسلته لكن عينها بقيت حمراء.,رش سام عن طريق الخطأ مادة التبييض في عينها.,شربت سام عن طريق الخطأ مادة التبييض في فمها.,1
لا تعرف جاسمين كيفية العزف على الجيتار.,أصبحت جاسمين جيدة جدًا في العزف على الجيتار.,اشترت جاسمين كتبًا لتعلم العزف على البيانو ومارست كل يوم.,أخذت جاسمين دروسًا ومارست الجيتار كل يوم.,2
ياسمين لا تعرف كيفية العزف على الجيتار.,ياسمين أصبحت جيدة جدًا في العزف على الجيتار.,أخذت ياسمين دروس جيتار.,أخذت ياسمين صفر دروس جيتار.,1
كان جريج وزوجته معلمين.,أغلقت المدرسة لأن جريج كان شخصًا سيئًا.,أثنى جريج على جميع الأطفال.,شتم جريج جميع الأطفال.,2
تشاد أراد أن يحصل على قصة شعر.,تشاد كان غاضبًا جدًا لكن كان عليه أن يدفع.,تشاد لم يعجب به قصة الشعر.,لقد أعجب به كثيرًا لدرجة أنه ترك إكرامية كبيرة.,1
أراد تشاد أن يحصل على قصة شعر.,كان تشاد غاضبًا جدًا لكن كان عليه أن يدفع.,تبين أن قصة شعر تشاد كانت قصيرة جدًا.,تبين أن وصلات شعر تشاد كانت طويلة جدًا.,1
كانت فريق كرة القدم يخسر بفارق سبع نقاط في الربع الرابع.,للأسف، لم يمسك المستقبل بالكرة.,قام لاعب كرة القدم بتمرير الكرة إلى النهاية الواسعة.,قام لاعب كرة القدم بتمرير الكرة إلى المستقبل.,2
اكتشفت جينا للتو عجينة الكوكيز المبردة.,سيتعين عليها ببساطة الانتظار حتى تحصل على مصروفها.,قررت جينا شراء نكهتها المفضلة.,كانت جينا ستشتري العديد من النكهات المختلفة.,2
اكتشفت جينا للتو عجينة الكوكيز المبردة.,سيتعين عليها ببساطة الانتظار حتى تحصل على مصروفها.,أرادت جينا شراء بعضها ولكنها أنفقت كل أموالها.,كرهت جينا شراء بعضها ولكنها أنفقت كل أموالها.,1
سارة حصلت على سيارة في عيد ميلادها.,لذلك كانت سعيدة بقرارها.,أشارت سارة إلى سيارة أحبتها إلى والدَيها.,أشارت سارة إلى دراجة أحبتها إلى والدَيها.,1
صنع الأولاد نارًا خارج الخيمة.,احترق الأولاد بالنار.,بينما كان الأولاد يلعبون، نمت النار خارجة عن السيطرة.,بينما كان الأولاد يلعبون، نمت الفتيات خارجة عن السيطرة.,1
لم يكن لدى ماي ما يكفي من المال لشراء طفلها هدية عيد ميلاد.,انطبعت ماي بلطفها.,ماي كانت مزيفة المال من شخص غريب.,ماي حصلت على المال من شخص غريب.,2
لم يكن لدى ماي ما يكفي من المال لشراء هدية عيد ميلاد لطفلها.,انطبعت ماي بلطفها.,لذلك أعطت صديقة ماي بعض المال لمساعدتها.,لذلك أعطت ماي لصديقتها المال للمساعدة.,1
لم ينام جيم جيدًا الليلة الماضية.,أخذ جيم قيلولة.,كان جيم لا يزال متعبًا جدًا.,كان جيم لا يزال جائعًا جدًا.,1
أنا كرهت غسل الأطباق.,شعرت براحة كبيرة بعد أن انتهيت!,قررت آنا غسل الأطباق قبل أن تصبح الكومة رطبة جدًا.,قررت آنا غسل الأطباق قبل أن تصبح الكومة كبيرة جدًا.,2
كان مايك يتحدث إلى مولي.,كان مطمئنًا عندما اكتشف أن الأمر لا يتعلق به.,بدأ يعتقد أن مولي تشبهه.,بدأ يعتقد أن مولي شبح.,1
كان مايك يتحدث إلى مولي.,كان مطمئنًا عندما اكتشف أن الأمر لا يتعلق به.,رأى مايك دمًا.,شعر مايك برائحة غريبة.,2
كان مايك يتحدث إلى مولي.,كان مطمئنًا عندما اكتشف أن الأمر لا يتعلق به.,شم مايك رائحة كريهة.,تقيأت مولي على نفسها بالكامل.,1
كتبت آن رسالة إلى صديقتها بالمراسلة.,كانت لا تستطيع الانتظار للحصول على ردها!,أرسلت آن الخطاب متحمسة.,أرسلت آن الرسالة متحمسة.,2
كنت في عجلة من أمرى هذا الصباح.,كنت في مثل هذه العجلة لدرجة أنني نسيت ارتداء الجوارب المتطابقة.,تشغيل الضوء لكي ألبس ملابسي.,أمسكت بملابسي بسرعة، في الظلام حتى لا أوقظ أحداً.,2
