observation_1,observation_2,hypothesis_1,hypothesis_2,label
اشترت جولي قطة اليوم.,جولي متحمسة لوجود ليلي في حياتها.,تخلت عنها.,احتضنت القطة جولي.,2
عبد الله أيدل مایک تایسون.,حصل على الكثير من الاهتمام والشهرة.,قابل مايك تايسون يومًا ما في المركز التجاري. كان أصدقاؤه يعرفون أنه قابله.,مايك تايسون لاعب كرة قدم سابق.,1
جانيز وألما كانتا صديقتين ذهبتا لتناول الطعام يومًا ما.,في النهاية، ذهب الرجل وجلس معهما وكل الثلاثة تناولوا الطعام معًا.,لاحظت ألما رجلًا ينظر إلى جانيز.,أرادوا تناول الطعام بمفردهم، لذا تظاهرت جانيز وألما بأنهما لم يروا صديقهما الآخر.,1
ذهبنا إلى المركز التجاري لشراء هدايا عيد الميلاد.,فقط أطلقنا العنان لهم وحاولنا العثور على بقعة جديدة في المركز التجاري.,حاولنا الوقوف في مساحة كان شخص ما ينتظرها.,كان هناك 1 لعبة متبقية وشخص آخر يكرهها.,1
أنا وصديقتي أفسدنا السرير بشكل كبير.,انتهينا بوضع الوسائد بشكل زخرفي.,قررنا صنع السرير وشد البطانيات.,قررنا تنظيف السرير بعد العمل.,1
كانت والدة جينا ذاهبة إلى منزل أخيها الأصغر.,إذا كان إخوتها سيستمتعون، فإنها أيضا.,أحب الأطفال اللعب مع والدة جينا.,أرادت جينا الذهاب إلى منزل أخيها أيضا.,2
كان رجل يتعرض لنوبة هلع.,لم يتعرض الرجل لنوبة هلع مرة أخرى أبدًا.,جاءت جنية و نزلت ووقفت نوبة هلع الرجل.,فقرر الذهاب إلى طبيب والحصول على علاج لقلقه ولكنه فشل.,1
كان داني يحب خبز الدونات لأصدقائه وعائلته.,أصبح متجر داني واحدًا من أشهر الأماكن في المدينة!,افتتح متجرًا للأحياء المائية.,قرر داني افتتاح متجره الخاص بالدونات.,2
جيني كانت مصورة.,بعد أن انتهوا، وعد الزوجان بترك تعليق إيجابي.,جيني نسيت كاميرتها لالتقاط الصور.,التقطت صورًا للزوجين الفقراء مجانًا.,2
أرادت كايلا أن تبدو في أفضل حالاتها لموعدها.,أثنى موعدها عليها وقال إنها تبدو رائعة.,ذهبت كايلا إلى صالون الشعر وحصلت على تصفيفة شعر جديدة والمكياج.,أخذت كايلا libertites مع ملابسها ومكياجها.,1
مارتي أحب التقاط الصور.,تم عرض مجموعة صور مارتي في الصحيفة.,فقد مارتي كاميرته يومًا ما.,التقط وسلط الضوء على سلسلة مدروسة جيدًا حول تقدم الفصول.,2
كانت جينا في المتجر القريب من منزلها.,أطلقت جينا تنفسًا عميقًا، وهي تعلم أن هذا سيكون انتظارًا طويلًا.,كانت جينا الشخص الوحيد في الخط.,ذهبت جينا خلال وقت الذروة.,2
لاحظ فرانسيس أنه يعاني من ألم في الأسنان.,كان سعيدًا عندما قام طبيب الأسنان بإصلاح ألم الأسنان الخاص به.,قام فرانسيس بجدولة موعد وذهب إلى الطبيب لفحص الأسنان.,فقد فرانسيس سنًا في عيادة طبيب الأسنان.,2
كان غاري قلقًا بشأن درجاته.,وافق غاري ومدربه على أن نايك تصنع أحذية جيدة.,كافأ مدرب غاري على درجاته الجيدة بأحذية جديدة.,على الرغم من تحفظاته، أصبح غاري رئيسًا للطلاب & اختارته أديداس كراعي لها، وقدمت له سنوات من الأحذية.,1
كان ديفيد يعاني من مشكلة في النوم ليلاً.,في الليلة التالية، تناول الكثير منها، ولم يستيقظ مرة أخرى.,رفض ديفيد تناول حبوب النوم.,قرر أن يتناول بعض حبوب النوم.,2
أحببت بيتسي الهدايا.,أنها يجب أن تعطي قليلاً لتحصل على قليل.,غالبًا ما تعيد بيتسي الهدايا.,اشترت أحذية للجميع.,1
كان دان يعد العشاء لعائلته,السلطة جاهزة للأكل!,قام بتقطيع الكثير من الخضروات أثناء الطهي.,لم يشتر دان أي شيء للسلطة.,1
اكتشف عالم أن هناك مرضًا بدء في الانتشار.,هم يشعرون بالغبطة لفعلهم ذلك.,حذر العالم الجميع ثم أدرك أنه كان مخطئًا.,لقد تلوثوا بأنفسهم بالانتشار عن طريق الخطأ.,1
كانت تلك أول يوم لآيمي في الصف الأول.,شعرت آيمي كطفل كبير لأول مرة.,ذهبت آيمي إلى المدرسة مع والديها.,ذهبت آيمي إلى المدرسة مع أختها الصغيرة.,2
كانت سو متحمسة لزراعة حديقتها الأولى.,لم تعد حزم البذور تحمل علامات الصفوف ولكنها كانت مبعثرة في جميع أنحاء الفناء.,قضت سو ساعات لتحقيق الكمال.,تركت سو البذور في الخارج خلال عاصفة.,2
بيلي أراد أن يصبح طبيبًا.,لم يندم بيلي أبدًا على قراره.,درس بيلي بجد وأصبح طبيبًا.,أخيرًا أصبح والد بيلي طبيبًا وعمل بجد كل يوم.,1
قررت إيمي الانتقال من ويسكونسن إلى فلوريدا.,ولكنها اكتشفت أن ألاسكا كانت ممتعة للغاية.,لم تعتقد إيمي أن ألاسكا ستكون ممتعة وقررت عدم القيام برحلة هناك قبل الانتقال.,لم تعتقد إيمي أن ألاسكا ستكون ممتعة ولكنها قررت القيام برحلة هناك قبل الانتقال.,2
كانت نيل تحب المشي في الحقل خلف منزلها.,التفتت حولها لترى منزلها بعيدًا في المسافة.,مشَت مسافة طويلة جدًا وضاعت.,مشَت مسافة طويلة جدًا وتعطشت.,2
كان لاري يستخدم جهاز الكمبيوتر المحمول الخاص بزوجته,واجه لاري الأمر معها وهم يتقدمون بطلب الطلاق.,رأى لاري إعلانًا منبثقًا من موقعها المفضل على الإنترنت.,أثناء وجوده على جهاز الكمبيوتر المحمول، ظهرت رسالة بريد إلكتروني من رجل آخر، عشيقها السري.,2
راقب الباحث النمر من خلف شجيرة.,كان الباحث متحمسًا جدًا لتجربة مثل هذا المشهد!,يجدون النمر.,كان النمر يأكل جروًا.,1
كنت قلقًا جدًا قبل رقصتي الأولى في المدرسة الإعدادية.,قادتها إلى مطعم آي هوب لتناول البان كيك والمشروبات.,أرادت موعدي الحصول على شيء لتناوله قبل الرقص.,أرادت موعدي الحصول على شيء لتناوله قبل الرقص، لكننا كنا متأخرين.,1
كانت إيمي وأصدقاؤها يشاهدون فيلمًا في منزل لين.,غادر الرجل الخجل القناة بهدوء ، وخرج بهدوء.,حولت الفتيات التلفزيون بهدوء إلى بعض المواد الإباحية دون إدراك أن والدها جاء للتو إلى المنزل.,رأت إيمي مشهدًا جنسيًا في الفيلم.,1
كانت عائلتي في إجازة في إيطاليا.,بدت ميونخ جيدة في خلفية الصورة.,كما زرت ميونخ والتقطنا صورًا.,كما زرت باريس والتقطنا صورًا.,1
كان غاري قلقًا بشأن درجاته.,إذا لم يحسن غاري درجاته، فسيتم إبعاده عن الفريق.,قضى غاري كل وقته في لعب كرة القدم ولم يدرس.,قال مدرب غاري إن درجاته جيدة ويمكنه البقاء في الفريق.,1
أرادت ليزا رؤية حفل موسيقي لفريقها المفضل.,ذهبت ليزا إلى الحفل مع أصدقائها واستمتعت بالوقت.,ذهبت ليزا إلى الإنترنت، لكن التذاكر كانت منتهية.,دعت ليزا أيضًا أصدقائها إلى الحفل.,2
باري أحب أن يبحث عن الشجيرات الصغيرة في الغابة.,اشتروا كل آخر سلة من سلال باري!,باري صنع السلال، وبيعها في حدث.,استخدم باري الشجيرات لصنع التماثيل لبيعها للناس في سوق نهاية الأسبوع.,1
كان تيري يمشي عبر حديقة المدينة,درس تيري لعبة الشطرنج قريبًا وبدأ يلعبها بنفسه.,لاحظ تيري أشخاصًا يلعبون الشطرنج في الحديقة.,رأى تيري أشخاصًا يلعبون الجولف وكان مفتونًا باللعبة.,1
كانت سادي في رحلة مشي ضخمة.,لحسن الحظ، دفعت نفسها و تمكنت من الوصول إلى القمة.,كادت سادي أن تستسلم في منتصف الطريق.,كانت سادي تريد الذهاب إلى القمة.,2
لم تشعر أبريل جيدًا عندما استيقظت.,عملت الدواء وذهبت مرة أخرى إلى المدرسة في اليوم التالي.,ذهبت أبريل إلى الطبيب واصابتها بمرض ما.,تناولت أبريل دواء الليل.,2
كانت جين في متجر بقالة.,ولم تشتري سوى حليب اللوز من ذلك الحين فصاعدًا.,اكتشفت جين أن حليب اللوز كان أفضل لك.,انسكب حليب اللوز بينما كانت في المتجر.,1
أراد ماركوس الانضمام إلى فريق كرة القدم في مدرسته الثانوية.,في نهاية فترة التجارب، تمكن من الانضمام إلى الفريق وكان فخورًا جدًا.,ذهب ماركوس إلى يوم التجربة وقام بالتجربة.,ماركوس تدرب على الهوكي بجدية كبيرة.,1
أخذ والد جيمي إلى مشاهدة فريق كرة القاعدة المفضل له.,قفز جيمي وهو فرحان جدا للإمساك بالكرة بنجاح!,رأى جيمي كرة هوم ران تتجه نحوه.,رمى جيمي الكرة بالقرب من والده.,1
طفل ستان ألقى بشيء ما في المرحاض.,ثم استعاد لعبة ابن ستان من الأنابيب!,وصل سباك وأوقف الماء.,أدرك أن اللعبة هي لعبة ابنه وسد الأنابيب.,1
أثناء وجودي في الكلية ، التقيت برجل أكبر سناً.,لدي ذكريات سلبية عن تلك الفترة.,كان رجلاً غريب الأطوار ، وكنت سعيدًا لاستبعاده من حياتي.,أصبح الرجل الأصغر سناً قاسياً معي واضطررت إلى المغادرة.,1
لطالما أردت كلبًا، لكن أمي تعتقد أنني غير مسؤول.,في عيد ميلادي، حصلت على جرو ريتريفر ذهبي!,أظهرت لها أنني لست مسؤولاً.,فاجأت أمي أن أعطتني بالضبط ما أردته.,2
لن يتوقف والدوا جان عن إزعاجها بسبب كونها عزباء.,يشتري والداها الفكرة ويغادران سعيدين.,يتوقف والدوا جان عن الحديث عن ذلك.,تخبر جان والدتها أنها متزوجة.,2
شيري وابنتها الأكبر سناً لا يتفقان كثيرًا في وجهات النظر.,من الصعب تخيل شخصين أكثر اختلافًا من هذين.,شيري وابنها لا يتشابهان، لكنهما يتفكران بنفس الطريقة.,شيري وابنتها الأكبر سناً يختلفان كثيرًا حول العديد من المواضيع.,2
رمش جون بعينيه وقرأ اللافتة مرة أخرى.,استمتع المخادع الذي اخترق اللافتة بالفوضى التي تسببت فيها.,كانت اللافتة التي صنعها مختلفة تمامًا عن خلقته.,ترك شخص ما اللافتة كتوقف بدلاً من التخلي.,1
خرجت من صفي وذهبت إلى خزانتي.,أخذتني إلى ممرضة المدرسة.,أصبت يدي ووجدتني المعلمة.,اصطدمت سارة بي وسقطت بقوة.,1
كريسي أرادت رؤية الفيلم الجديد القادم.,كريسي لا تشاهد الفيلم أبدًا.,كانت قادرة على العثور على موقف للسيارات لأن المسرح كان فارغًا.,نسيت كريسي ذلك بعد توقف الإعلانات التجارية.,2
ذهبت الأسبوع الماضي للتسلق مع أصدقائي.,ولكن لحسن الحظ صعدت بأمان.,كانت لدينا حادثة.,كانت شديدة الانزلاق ومنخفضة.,1
حصلت ليزا على فرشاة أسنان جديدة.,اشترت ليزا دائمًا فرش أسنان ناعمة من ذلك الحين فصاعدًا.,كانت أول فرشاة أسنان ذات شعيرات ناعمة اشترتها ليزا على الإطلاق.,استخدمت ليزا فرشاة الأسنان وكانت قصيرة جدًا و خدشت لثتها.,1
خرج نيت من عيادة الطبيب.,نهض نيت على الفور وقام بتنظيف نفسه.,رأى نيت الطبيب يتعثر ويسقط على بقعة من العشب.,سقط نيت وأصبح متسخًا.,2
كانت لدينا قطط في مقر العمل.,مرضت وذهبت إلى المنزل.,واحد من الموظفين يعاني من حساسية من الفول السوداني.,لم تعرف كارين أنها تعاني من حساسية من القطط.,2
كان تيمي الصغير يحب صناعة الأفلام المنزلية.,كان والداه قلقين بعد قراءتهم نصه الجديد.,كتب تيمي نصًا رهيبًا.,كتب تيمي نصًا رائعًا.,1
ماثيو لا يُسمح له بتناول الطعام أو الشراب بالقرب من الكمبيوتر.,ماثيو يفقد امتيازات الكمبيوتر لمدة شهر.,ماثيو كان لديه كوب من الماء عند الكمبيوتر.,ماثيو كان لديه كوب فارغ عند الكمبيوتر.,1
كنت داخل محل كتب هزلية.,ذهبت إلى المنزل وقرأته، و استمتعت به حقًا.,وجدت سبايدر مان لم أره من قبل.,اشتريت مأساة.,1
عارض أحد أعضاء مجلس الشيوخ مشروع قانون.,تم تمريره، بنسبة تسعة وتسعين إلى واحد.,كانوا معروفين بأنهم على حق.,كان في الأقلية في هذا المشروع القانوني.,2
لوسي كان لديها اختبار غدًا في المدرسة ولم تدرس كثيرًا.,لوسي فشلت في الاختبار لأنها لم تدرس.,لوسي بقيت مستيقظة طوال الليل تدرس للاختبار.,لوسي اختارت عدم الدراسة.,2
ذهبت ليندا لشراء بعض اللبن المجمد.,كانت ليندا مخيبة للآمال جدا.,لم يكن لديهم نكهتها المفضلة هناك.,تم إغلاق المتجر في حي ليندا.,1
تم إخبار تيمي عدة مرات بعدم لعب الكرة في المنزل.,نظرًا لأن لا أحد يريد الاعتراف بذلك، تم إلغاء العطلة العائلية.,كسر تيمي المرآة لكنه لم يكن ليقر به.,ومع ذلك لا يزال تيمي يلعب ويكسر ظفرًا.,1
كان لتيري عيد ميلاد وذهب إلى مطعمه المفضل.,لم يغنّ النادل فغنى تيري لنفسه.,"كان تيري متحمسًا لسماع ""عيد ميلاد سعيد"" يُغنى له.",اعتقد تيري أن طاقم المطعم نسي عيد ميلاده.,1
كانت ماري آن تشعر بالوحدة وقررت تبني قطة.,أخذت القطة إلى المنزل معها.,وجدت ماري آن قطة عاطفية وجميلة.,رأت قطة بائسة المظهر في متجر الحيوانات الأليفة.,1
عملت سابقًا على Mechanical Turk,قررت أمازون حظري.,جمعت الكثير من الديون.,جمعت الكثير من المال.,2
انتقل بيل إلى بلدة جديدة، واحتاج إلى العثور على صالة ألعاب رياضية.,بعد الزيارة، أصبح بيل عضوًا فخورًا في صالة الألعاب الرياضية.,تحقق من هاتفه لمعرفة أقرب صالة ألعاب رياضية إليه.,تحقق من هاتفه لمعرفة أقرب مقهى إليه.,1
تركت العمل غاضبًا لأن اليوم كان طويلًا.,ساعدتني سيدة لطيفة واتصلت بسيارة إسعاف.,كنت متعبًا وسقطت على الأرض.,عندما كنت أسير إلى المنزل، تخطيت صخرة على الأرض.,1
دخلت كيت في المخاض صباح يوم الاثنين.,قام الطبيب بتسليم طفل كيت.,انفجر ماءها وكانت تعاني من الألم في طريقها إلى المستشفى.,أخبرت كيت الممرضة أن تحصل على قابلة.,1
كانت ظهري تؤلمني من العمل.,تحسنت ظهري كثيرًا بعد ذلك.,قررت أن أقف قليلاً.,ذهبت لأرى أخصائي تقويم العمود الفقري لتعديله.,2
جدة جوان اضطرت إلى الذهاب إلى دار رعاية المسنين.,وضعت الجرار في الصناديق، غسلتها، ووضعها على رف في المنزل.,جدة جوان تكبر في السن كثيرًا وكانت تفعل أشياء غير مرغوب فيها في المنزل.,أخذت جوان بعض الجرار التي لم تعد جدتها تستطيع تحملها.,1
ذهب نيد في إجازة إلى بيرو.,تمكن نيد من الوصول إلى القمة بمساعدة حامل الأمتعة.,كان لديه الكثير من الأمتعة لدرجة أنه لم يستطع حملها في الفندق.,كانت غرفة نيد في الطابق الأول لحسن الحظ لأن المصاعد لم تعمل.,1
حاول الجيراف أكل الأوراق.,أكل الجيراف جميع الأوراق على الشجرة.,لم يعد جائعًا وكان أخيرًا شبعانًا.,كان جائعًا ولم يكن ي شبع.,2
يحب فرانك الذهاب إلى هذا الجزارة المعينة بالقرب من شقته.,الآن فرانك يضطر إلى العثور على مكان جديد لتناول شطيرة.,افتتحت الجزارة المفضلة لفرانك.,كان فرانك حزينًا لمعرفته أن الجزارة أغلقت.,2
ظن توم أنه لاعب شطرنج مذهل.,كان توم مندهشًا ومتواضعًا في نفس الوقت أمام والده.,والد توم لم يستطع التغلب عليه في لعبة الشطرنج.,لعب توم مع والده وخسر مباراة الشطرنج.,2
إليزابيث امرأة مناسبة جدًا.,سقطت إليزابيث وارتطمت مباشرة في البركة، وتلطخت بالوحل.,غالبًا ما ترفع يديها في الهواء كما لو كانت على وشك رفع السقف.,ارتدت إليزابيث كعبًا عاليًا في يوم ممطر.,2
جيس كان لديها وظيفة كمنظف طائرات.,قال لها رئيسها أن توقف عن الاحتفاظ بالكتب!,جيس تحب جميع الكتب التي تجدها على الطائرات.,جيس لم تحتفظ بالكتب على الجانب وكانت متعبة جدًا.,1
لم يستطع سميث العثور على قطتهم.,قطة سميثز خرجت من الباب الأمامي.,هربت قطة سميثز من الباب الأمامي.,هربت قطعة سميث إلى الطابق السفلي.,1
اتبع جد التعليمات لتجميع نظام التشغيل Chromium OS.,أخيرًا استسلم، وتعلم أن يحب ويندوز.,وجد جد أنه من السهل جدًا تجميعه.,كان من الصعب للغاية على الرغم من ذلك.,2
كان آرثر مولعًا بابنة رئيسه، أنكا.,لم يكن هناك وقت طويل قبل أن يتعلم من خلال تجربة شخصية عن حساسية الفول السوداني لديها.,عبد آرثر لها من بعيد.,صنع آرثر لأنكا هشاشة فول سوداني رائعة.,2
في أبريل الماضي استيقظت على صوت صافرات الإعصار.,عندما انتهى كل شيء، نظرنا إلى الخارج إلى الدمار.,قضت أبريل الليل في الطابق السفلي.,اضطررت إلى الخروج إلى الخارج للانتظار خارج الإعصار.,1
كان لدى صديقي فريسبي ييربي الذي يذهب حقًا إلى أبعد من ذلك.,لم نر تلك الفريسبي مرة أخرى.,رمى صديقي الفريسبي قدم واحد.,جاء كلب و أخذه.,2
كانت آشلي ذاهبة إلى المقصف لتناول الغداء.,بعد ذلك كانت هي الشخص الوحيد في طابور الغداء!,اصطفت في طابور الغداء مع الجميع.,تعلم الناس أن برجر الجبن ليس في قائمة اليوم.,2
قرر مايك التطوع في مزرعة.,ولكنه حصل على الكثير من الخضروات مجانًا.,مايك لم يستمتع به كثيرًا.,كانت عملًا ممتعًا مقابل أجر كبير.,1
كنت أنا وأصدقائي نتسكع.,بعد ذلك، ذهبنا إلى مطعم و تناولنا الطعام.,شعرنا بالامتلاء عندما كنا نتسكع.,شعرنا بالملل وبدأنا بلعب لعبة فيديو. ثم شعرنا بالجوع.,2
كانت آنا تؤجل غسل الملابس.,استغرقت آنا عدة ساعات لتجفيف الأعشاب الطبية.,كان عليها أن تفعل أشياء أخرى أولاً مع ذلك.,كان عليها أن تفعل أشياء أخرى أولاً مع ذلك.,2
أظهر لي ليو خدعة في السينما الأسبوع الماضي.,كان له رائحة طازجة، وكنت سعيدًا لأن شخصًا ما كان مسرفًا في وقت سابق!,قال الناس يتركون الأشياء خلفهم. وجدنا معقمًا!.,أظهر لي ليو كيفية تسجيل الأفلام على هاتفي.,1
رأى توم كلبًا ودودًا أثناء سيره في المدينة.,أخذ توم إلى المنزل كلبًا عظيمًا وصنع صديقًا جديدًا.,كان الكلب مصابًا بسوء التغذية.,تحب توم الكلب وأخذه إلى ملجأ.,1
انكسرت دمية ليلي المفضلة.,أخيرًا، عادت الدمية كما كانت جديدة تمامًا.,أخذ والدوا ليلي الدمية إلى محل ألعاب.,كسرت جدة ليلي دميتها.,1
ريك عزف الساكسفون في الفرقة الموسيقية.,ريك الآن يعزف الترومبون.,ريك اشترى ترومبون.,ريك شعر بالملل، وأراد تجربة هواية جديدة.,1
ذهب جيم إلى الشاطئ.,جيم غاضب من أخته.,أخته جيم تخلى عنه.,أخته جيم صب الرمل في الدلو.,1
كان على شميت أن يأخذ الحافلة إلى العمل.,تم توثيق شميت في العمل.,كانت الحافلة مبكرة في التقاط شميت.,فات شميت محطته وكان متأخرًا عن العمل.,2
عندما تخرجت مارلين ذهبت للعمل مع عمها في كاليفورنيا.,الآن تعمل مارلين كخادمة في الفندق أسفل الشارع.,كان عم مارلين يملك فندقًا.,لم تكن على وفاق معه وبكت.,1
هز الناس رؤوسهم لأن ستو لم يشتري سيارة.,ركب ستو دراجته لزيارتهم في المقبرة بانتظام.,تعافى والديا ستو من حادث سيارة.,قُتل والديا ستو في حادث سيارة.,2
أتذكر الهواية الواحدة التي حصلت في دوري الناشئين,تمكنت من الوصول إلى القاعدة الأولى في الوقت المناسب، دون تصديق ما الذي فعلته أخيرًا.,ضربت كرة فاول مباشرة بين المدرجات والقاعدة الثالثة.,كنت متحمسًا جدًا للإنجاز.,2
كان لدى فرانكي بعض التسوق في عيد الميلاد ليفعله.,دفعت وأخذت أشيائها إلى المنزل.,ذهبت فرانكي للتسوق واختارت بعض الهدايا.,ذهبت فرانكي إلى متجر الأجهزة.,1
كان بيلي وروب غاضبين من بعضهما البعض بسبب صفقة مقترحة.,لا يريد أن يُعرف بأنه غشاش، بيلي يخرج لمواجهة روب.,انتهى روب بالغش.,قال روب للناس أن بيلي غشّه في الصفقة.,2
كانت لدي صديقة سابقاً وكانت شديدة الاحتياج.,بعد بضعة أشهر، انتهى بي الأمر إلى الانفصال عنها.,كانت صديقتي تريد أن تكون معي طوال الوقت ولم تكن تسمح لي بالخروج مع أصدقائي.,كان توسلها المستمر جذابًا.,1
طاردت القطة الفأر عبر المستودع الفارغ.,قررت القطة أن تستلقي و تأخذ قيلولة.,كان الفأر سريعًا جدًا على القطة.,طارد الفأر القطة عائدًا إلى جحره.,1
كانت عشب لوك في ساحته تنمو بسرعة.,الآن ساحة لوك دائمًا ما يتم صيانتها جيدًا.,لوك استأجر شركة لاقتلاع العشب.,لوك اشترى جزازة عشب جديدة لقص حديقته.,2
ركبت دراجتي النارية عبر الشارع.,غيرت كلمة مرور الواي فاي لتعزيز الأمان.,عبر الشارع كان هناك بار حيث شربت الكثير، وقلت لجميع الزبائن كلمة مرور الواي فاي الخاصة بي.,عبر الشارع كان هناك بار لم أشرب فيه مطلقًا ولم أخبر أحدًا بكلمة مرور الواي فاي الخاصة بي.,1
كان روبرت يخطط لقضاء عشاء لطيف مع صديقته كيت.,إلا أنها كذبت على روبرت وقالت له أنها تحبه.,كانت كيت تخطط لفسخ علاقتها مع ديفيد.,لم تكن حقًا تحبه.,2
كان جاستن ينهي بعناية لوحته المائية في فصل التربية الفنية.,كان جاستن حزينًا ولكن قرر أن يكون لطيفًا مع لورا.,لورا قالت تعليقًا قاسيًا عن لوحته.,جلبت صديقته لورا ألوانًا جديدة فأعطاها له.,1
تلاحظ مورين أنها تواجه مشكلة في رؤية الأشياء البعيدة.,مورين سعيدة لأنها تستطيع الرؤية جيدًا مرة أخرى.,قررت مورين أن تذهب إلى موعد لفحص نظرها والذي كان 20/20.,ذهبت إلى طبيب العيون وحصلت على نظارات.,2
كانت نشاي تحضر عشاء الدجاج الشهير لها لصديقها.,عندما انتهى، أخبرها أن هذا كان أفضل شيء أكلته على الإطلاق.,وأضاف بعض التوابل والأعشاب الأخرى للدجاج.,كان متحمسًا لتناول الطعام.,2
كنت أرغب دائمًا في جوارب فاخرة.,كنت أشعر بالعار مما قد فعلته.,اشتريت زوجًا من الجوارب اعتقدت أنها فاخرة حقًا ولكنها بدت قبيحة جدًا.,اشتريت زوجًا من الجوارب اعتقدت أنها فاخرة حقًا ولكنها بدت قبيحة جدًا، لذلك قمت بإعادتها.,1
نييل أحب الشرق الأوسط.,وجد أن البحرين كانت جميلة تمامًا كما كان يحلم!,نييل قرر السفر إلى الشرق الأقصى.,نييل وفر المال لقضاء أسبوعين في الإجازة وزار المنطقة بأكملها.,2
ذهبت لوسي وجدتها إلى وول مارت.,لم يكن ذلك ما تريده، لكنه كان أفضل من لا شيء على الإطلاق.,أرادت لوسي الحلوى، لكن جدتها اشترت لها تفاحة.,جعلت الجدة لوسي تؤدي حيلًا من أجل المال.,1
كانت رحلتي إلى كوريا اليوم.,أدركت أن هذا المكان مختلف قليلاً عن مسقط رأسي.,عندما وصلت هناك، لم أعرف أي شيء من اللغة.,وصلت هناك مبكرًا وقررت الإقامة في فندقي.,1
أرادت تيس أن تصنع بيتزا عائلية لتناول العشاء.,طلبت بيتزا للتوصيل، والتي أحبها أهلها!,لم تشعر تيس بالرغبة في إنفاق المال.,لكن فرنها كان مكسورًا.,2
لم يكن لدى كارين صديق لعيد الحب.,جعلها تفكير أخيها الحنون يومها في عيد الحب خاصًا!,قررت كارين شراء هدية لعيد الحب لأخيها.,سلم الأخ الصغير لكارين علبة شوكولاتة.,2
كان لدانا ابن عليه واجب مدرسي.,أكملوا ورقة العمل بسرعة.,كان ابن دانا يعمل على ورقة عمل مع أمه.,ساعد ابن دانا دانا على إنجازه.,1
ذهبت مريم إلى مقهى.,قرروا أنهم سيذهبون إلى الحديقة معًا يوم السبت.,في المقهى، التقى مايك بصديق قديم.,اصطدمت مريم بصديق قديم في المقهى.,2
كان روني يتنزه مع أصدقائه بعد المدرسة.,تم القبض على روني من قبل أمين الصندوق ووقع في مشكلة كبيرة بعد ذلك.,أخذ روني وأصدقاؤه الحلوى من المتجر دون دفع ثمنها.,ترك روني أصدقائه عندما قرروا سرقة شريط حلوى.,1
جينا قامت بإستعارة كتاب من المكتبة.,كانت تعرف أنها يجب أن تذهب إلى المنزل وتفتش منزلها للعثور عليه.,جينا حصلت على غرامة تأخير على الكتاب.,كان عليها أن تحصل على شيء تأكله.,1
تعلمت لوسي جدتها الخياطة.,وافقت لوسي أخيرًا على البدء وسادة.,أرادت لوسي تجربة شيء صعب ولكن جدتها قالت لها أن تفعل وسادة.,قررت لوسي عدم الخياطة.,1
كان يوليوس متعبًا من الاستيقاظ على أصوات جيرانه المزعجة.,ثم قرر يوليوس الانتقال وكان سعيدًا بقراره.,فكر يوليوس في البحث عن أماكن جديدة للعيش.,بدأ يوليوس عملية البحث عن منزل.,2
كان لدى جيسون شكوك حول بدء علاقة جديدة.,عندما استيقظ في صباح اليوم التالي، ظن أن ملاكًا كان بجانبه.,كان لدى جيسون صديقته الجديدة تقضي ليلة واحدة.,لم يلتق جيسون بأحد.,1
كانت إيمي 19 و كانت تحتاج إلى وظيفة.,كان أبعد مما تفضله، لكن إيمي كانت سعيدة لوجودها وظيفة.,حصلت إيمي على وظيفة في المركز التجاري.,حصلت إيمي على وظيفة بجانب البيت.,1
ذهب نيت إلى السينما!,ولكنه أكل كثيرًا لدرجة أنه انتهى به الأمر إلى تفويت الفيلم!,ذهب نيت إلى البوفية قبل ذلك.,لم يأكل الكثير من الطعام.,1
وايمن وعائلته كانوا يخيمون في الخيمة.,رأوا آثار أقدام الدب حول طاولة النزهة.,فحص وايمن وعائلته المنطقة ولم يجدوا شيئًا مخيفًا.,ظن وايمن أنه سمع هديرًا يأتي من منطقة النزهة.,2
كان جيري دائمًا محل سخرية في العمل.,الآن يحصل على أن يخبر زملاءه بما عليهم القيام به.,قرر أن يبذل كل طاقته للحصول على ترقية.,قرر أن يبذل كل طاقته للحصول على علاقة جنسية.,1
ذهب جيسون إلى مطبخ حساء للحصول على بعض الطعام.,بعد الأكل، أدرك جيسون أن المطبخ يحتاج إلى مزيد من الثقافة.,كان الحساء حارًا جدًا.,كان الحساء باهتًا جدًا.,2
كودي يعمل في مجال التجزئة، في تارجت.,لسوء الحظ، عليه أن يغلق مرة أخرى غدًا.,تحدث إلى رئيسه حول محاولة الحصول على ساعات عمل مبكرة.,كودي يكره العمل في النهارات ويفضل الوردية المتأخرة.,1
جو تعثر أثناء حمله علبة حليب.,بدوا غاضبين عندما مسح الانسكاب.,رأى جو موظفين ينظرون إليه.,لحسن الحظ، لم تنكسر العلبة.,1
كانت جينا فتاة جديدة في حرم كلية خاصة ومرموقة.,لقد تم خداعها، لأنها لم تكن حفلة تنكرية!,انضمت إلى جمعية طلابية على الحرم الجامعي.,انضمت إلى عصابة في الحرم الجامعي.,1
قررت كيلي صنع بعض الجرانولا في المنزل.,رأت الشوفان محترقًا وقامت بإطفاء الفرن على الفور.,انشغلت كيلي ولكنها تذكرت الشوفان في الفرن.,تركت كيلي المطبخ لتنتقل إلى الحمام وعادت مباشرة إلى المطبخ.,2
