observation_1,observation_2,hypothesis_1,hypothesis_2,label
خرج نيت من عيادة الطبيب.,نهض نيت على الفور وقام بتنظيف نفسه.,سقط نيت وأصبح متسخًا.,رأى نيت الطبيب يتعثر ويسقط على بقعة من العشب.,1
كانت لدينا قطط في مقر العمل.,مرضت وذهبت إلى المنزل.,لم تعرف كارين أنها تعاني من حساسية من القطط.,واحد من الموظفين يعاني من حساسية من الفول السوداني.,1
كان تيمي الصغير يحب صناعة الأفلام المنزلية.,كان والداه قلقين بعد قراءتهم نصه الجديد.,كتب تيمي نصًا رائعًا.,كتب تيمي نصًا رهيبًا.,2
ماثيو لا يُسمح له بتناول الطعام أو الشراب بالقرب من الكمبيوتر.,ماثيو يفقد امتيازات الكمبيوتر لمدة شهر.,ماثيو كان لديه كوب فارغ عند الكمبيوتر.,ماثيو كان لديه كوب من الماء عند الكمبيوتر.,2
كنت داخل محل كتب هزلية.,ذهبت إلى المنزل وقرأته، و استمتعت به حقًا.,اشتريت مأساة.,وجدت سبايدر مان لم أره من قبل.,2
عارض أحد أعضاء مجلس الشيوخ مشروع قانون.,تم تمريره، بنسبة تسعة وتسعين إلى واحد.,كان في الأقلية في هذا المشروع القانوني.,كانوا معروفين بأنهم على حق.,1
لوسي كان لديها اختبار غدًا في المدرسة ولم تدرس كثيرًا.,لوسي فشلت في الاختبار لأنها لم تدرس.,لوسي اختارت عدم الدراسة.,لوسي بقيت مستيقظة طوال الليل تدرس للاختبار.,1
ذهبت ليندا لشراء بعض اللبن المجمد.,كانت ليندا مخيبة للآمال جدا.,تم إغلاق المتجر في حي ليندا.,لم يكن لديهم نكهتها المفضلة هناك.,2
تم إخبار تيمي عدة مرات بعدم لعب الكرة في المنزل.,نظرًا لأن لا أحد يريد الاعتراف بذلك، تم إلغاء العطلة العائلية.,ومع ذلك لا يزال تيمي يلعب ويكسر ظفرًا.,كسر تيمي المرآة لكنه لم يكن ليقر به.,2
كان لتيري عيد ميلاد وذهب إلى مطعمه المفضل.,لم يغنّ النادل فغنى تيري لنفسه.,اعتقد تيري أن طاقم المطعم نسي عيد ميلاده.,"كان تيري متحمسًا لسماع ""عيد ميلاد سعيد"" يُغنى له.",2
كانت ماري آن تشعر بالوحدة وقررت تبني قطة.,أخذت القطة إلى المنزل معها.,رأت قطة بائسة المظهر في متجر الحيوانات الأليفة.,وجدت ماري آن قطة عاطفية وجميلة.,2
عملت سابقًا على Mechanical Turk,قررت أمازون حظري.,جمعت الكثير من المال.,جمعت الكثير من الديون.,1
انتقل بيل إلى بلدة جديدة، واحتاج إلى العثور على صالة ألعاب رياضية.,بعد الزيارة، أصبح بيل عضوًا فخورًا في صالة الألعاب الرياضية.,تحقق من هاتفه لمعرفة أقرب مقهى إليه.,تحقق من هاتفه لمعرفة أقرب صالة ألعاب رياضية إليه.,2
تركت العمل غاضبًا لأن اليوم كان طويلًا.,ساعدتني سيدة لطيفة واتصلت بسيارة إسعاف.,عندما كنت أسير إلى المنزل، تخطيت صخرة على الأرض.,كنت متعبًا وسقطت على الأرض.,2
دخلت كيت في المخاض صباح يوم الاثنين.,قام الطبيب بتسليم طفل كيت.,أخبرت كيت الممرضة أن تحصل على قابلة.,انفجر ماءها وكانت تعاني من الألم في طريقها إلى المستشفى.,2
كانت ظهري تؤلمني من العمل.,تحسنت ظهري كثيرًا بعد ذلك.,ذهبت لأرى أخصائي تقويم العمود الفقري لتعديله.,قررت أن أقف قليلاً.,1
جدة جوان اضطرت إلى الذهاب إلى دار رعاية المسنين.,وضعت الجرار في الصناديق، غسلتها، ووضعها على رف في المنزل.,أخذت جوان بعض الجرار التي لم تعد جدتها تستطيع تحملها.,جدة جوان تكبر في السن كثيرًا وكانت تفعل أشياء غير مرغوب فيها في المنزل.,2
ذهب نيد في إجازة إلى بيرو.,تمكن نيد من الوصول إلى القمة بمساعدة حامل الأمتعة.,كانت غرفة نيد في الطابق الأول لحسن الحظ لأن المصاعد لم تعمل.,كان لديه الكثير من الأمتعة لدرجة أنه لم يستطع حملها في الفندق.,2
حاول الجيراف أكل الأوراق.,أكل الجيراف جميع الأوراق على الشجرة.,كان جائعًا ولم يكن ي شبع.,لم يعد جائعًا وكان أخيرًا شبعانًا.,1
يحب فرانك الذهاب إلى هذا الجزارة المعينة بالقرب من شقته.,الآن فرانك يضطر إلى العثور على مكان جديد لتناول شطيرة.,كان فرانك حزينًا لمعرفته أن الجزارة أغلقت.,افتتحت الجزارة المفضلة لفرانك.,1
ظن توم أنه لاعب شطرنج مذهل.,كان توم مندهشًا ومتواضعًا في نفس الوقت أمام والده.,لعب توم مع والده وخسر مباراة الشطرنج.,والد توم لم يستطع التغلب عليه في لعبة الشطرنج.,1
إليزابيث امرأة مناسبة جدًا.,سقطت إليزابيث وارتطمت مباشرة في البركة، وتلطخت بالوحل.,ارتدت إليزابيث كعبًا عاليًا في يوم ممطر.,غالبًا ما ترفع يديها في الهواء كما لو كانت على وشك رفع السقف.,1
جيس كان لديها وظيفة كمنظف طائرات.,قال لها رئيسها أن توقف عن الاحتفاظ بالكتب!,جيس لم تحتفظ بالكتب على الجانب وكانت متعبة جدًا.,جيس تحب جميع الكتب التي تجدها على الطائرات.,2
لم يستطع سميث العثور على قطتهم.,قطة سميثز خرجت من الباب الأمامي.,هربت قطعة سميث إلى الطابق السفلي.,هربت قطة سميثز من الباب الأمامي.,2
اتبع جد التعليمات لتجميع نظام التشغيل Chromium OS.,أخيرًا استسلم، وتعلم أن يحب ويندوز.,كان من الصعب للغاية على الرغم من ذلك.,وجد جد أنه من السهل جدًا تجميعه.,1
كان آرثر مولعًا بابنة رئيسه، أنكا.,لم يكن هناك وقت طويل قبل أن يتعلم من خلال تجربة شخصية عن حساسية الفول السوداني لديها.,صنع آرثر لأنكا هشاشة فول سوداني رائعة.,عبد آرثر لها من بعيد.,1
في أبريل الماضي استيقظت على صوت صافرات الإعصار.,عندما انتهى كل شيء، نظرنا إلى الخارج إلى الدمار.,اضطررت إلى الخروج إلى الخارج للانتظار خارج الإعصار.,قضت أبريل الليل في الطابق السفلي.,2
كان لدى صديقي فريسبي ييربي الذي يذهب حقًا إلى أبعد من ذلك.,لم نر تلك الفريسبي مرة أخرى.,جاء كلب و أخذه.,رمى صديقي الفريسبي قدم واحد.,1
كانت آشلي ذاهبة إلى المقصف لتناول الغداء.,بعد ذلك كانت هي الشخص الوحيد في طابور الغداء!,تعلم الناس أن برجر الجبن ليس في قائمة اليوم.,اصطفت في طابور الغداء مع الجميع.,1
قرر مايك التطوع في مزرعة.,ولكنه حصل على الكثير من الخضروات مجانًا.,كانت عملًا ممتعًا مقابل أجر كبير.,مايك لم يستمتع به كثيرًا.,2
كنت أنا وأصدقائي نتسكع.,بعد ذلك، ذهبنا إلى مطعم و تناولنا الطعام.,شعرنا بالملل وبدأنا بلعب لعبة فيديو. ثم شعرنا بالجوع.,شعرنا بالامتلاء عندما كنا نتسكع.,1
كانت آنا تؤجل غسل الملابس.,استغرقت آنا عدة ساعات لتجفيف الأعشاب الطبية.,كان عليها أن تفعل أشياء أخرى أولاً مع ذلك.,كان عليها أن تفعل أشياء أخرى أولاً مع ذلك.,1
أظهر لي ليو خدعة في السينما الأسبوع الماضي.,كان له رائحة طازجة، وكنت سعيدًا لأن شخصًا ما كان مسرفًا في وقت سابق!,أظهر لي ليو كيفية تسجيل الأفلام على هاتفي.,قال الناس يتركون الأشياء خلفهم. وجدنا معقمًا!.,2
رأى توم كلبًا ودودًا أثناء سيره في المدينة.,أخذ توم إلى المنزل كلبًا عظيمًا وصنع صديقًا جديدًا.,تحب توم الكلب وأخذه إلى ملجأ.,كان الكلب مصابًا بسوء التغذية.,2
انكسرت دمية ليلي المفضلة.,أخيرًا، عادت الدمية كما كانت جديدة تمامًا.,كسرت جدة ليلي دميتها.,أخذ والدوا ليلي الدمية إلى محل ألعاب.,2
ريك عزف الساكسفون في الفرقة الموسيقية.,ريك الآن يعزف الترومبون.,ريك شعر بالملل، وأراد تجربة هواية جديدة.,ريك اشترى ترومبون.,2
ذهب جيم إلى الشاطئ.,جيم غاضب من أخته.,أخته جيم صب الرمل في الدلو.,أخته جيم تخلى عنه.,2
كان على شميت أن يأخذ الحافلة إلى العمل.,تم توثيق شميت في العمل.,فات شميت محطته وكان متأخرًا عن العمل.,كانت الحافلة مبكرة في التقاط شميت.,1
عندما تخرجت مارلين ذهبت للعمل مع عمها في كاليفورنيا.,الآن تعمل مارلين كخادمة في الفندق أسفل الشارع.,لم تكن على وفاق معه وبكت.,كان عم مارلين يملك فندقًا.,2
هز الناس رؤوسهم لأن ستو لم يشتري سيارة.,ركب ستو دراجته لزيارتهم في المقبرة بانتظام.,قُتل والديا ستو في حادث سيارة.,تعافى والديا ستو من حادث سيارة.,1
أتذكر الهواية الواحدة التي حصلت في دوري الناشئين,تمكنت من الوصول إلى القاعدة الأولى في الوقت المناسب، دون تصديق ما الذي فعلته أخيرًا.,كنت متحمسًا جدًا للإنجاز.,ضربت كرة فاول مباشرة بين المدرجات والقاعدة الثالثة.,1
كان لدى فرانكي بعض التسوق في عيد الميلاد ليفعله.,دفعت وأخذت أشيائها إلى المنزل.,ذهبت فرانكي إلى متجر الأجهزة.,ذهبت فرانكي للتسوق واختارت بعض الهدايا.,2
كان بيلي وروب غاضبين من بعضهما البعض بسبب صفقة مقترحة.,لا يريد أن يُعرف بأنه غشاش، بيلي يخرج لمواجهة روب.,قال روب للناس أن بيلي غشّه في الصفقة.,انتهى روب بالغش.,1
كانت لدي صديقة سابقاً وكانت شديدة الاحتياج.,بعد بضعة أشهر، انتهى بي الأمر إلى الانفصال عنها.,كان توسلها المستمر جذابًا.,كانت صديقتي تريد أن تكون معي طوال الوقت ولم تكن تسمح لي بالخروج مع أصدقائي.,2
طاردت القطة الفأر عبر المستودع الفارغ.,قررت القطة أن تستلقي و تأخذ قيلولة.,طارد الفأر القطة عائدًا إلى جحره.,كان الفأر سريعًا جدًا على القطة.,2
كانت عشب لوك في ساحته تنمو بسرعة.,الآن ساحة لوك دائمًا ما يتم صيانتها جيدًا.,لوك اشترى جزازة عشب جديدة لقص حديقته.,لوك استأجر شركة لاقتلاع العشب.,1
ركبت دراجتي النارية عبر الشارع.,غيرت كلمة مرور الواي فاي لتعزيز الأمان.,عبر الشارع كان هناك بار لم أشرب فيه مطلقًا ولم أخبر أحدًا بكلمة مرور الواي فاي الخاصة بي.,عبر الشارع كان هناك بار حيث شربت الكثير، وقلت لجميع الزبائن كلمة مرور الواي فاي الخاصة بي.,2
كان روبرت يخطط لقضاء عشاء لطيف مع صديقته كيت.,إلا أنها كذبت على روبرت وقالت له أنها تحبه.,لم تكن حقًا تحبه.,كانت كيت تخطط لفسخ علاقتها مع ديفيد.,1
كان جاستن ينهي بعناية لوحته المائية في فصل التربية الفنية.,كان جاستن حزينًا ولكن قرر أن يكون لطيفًا مع لورا.,جلبت صديقته لورا ألوانًا جديدة فأعطاها له.,لورا قالت تعليقًا قاسيًا عن لوحته.,2
تلاحظ مورين أنها تواجه مشكلة في رؤية الأشياء البعيدة.,مورين سعيدة لأنها تستطيع الرؤية جيدًا مرة أخرى.,ذهبت إلى طبيب العيون وحصلت على نظارات.,قررت مورين أن تذهب إلى موعد لفحص نظرها والذي كان 20/20.,1
كانت نشاي تحضر عشاء الدجاج الشهير لها لصديقها.,عندما انتهى، أخبرها أن هذا كان أفضل شيء أكلته على الإطلاق.,كان متحمسًا لتناول الطعام.,وأضاف بعض التوابل والأعشاب الأخرى للدجاج.,1
كنت أرغب دائمًا في جوارب فاخرة.,كنت أشعر بالعار مما قد فعلته.,اشتريت زوجًا من الجوارب اعتقدت أنها فاخرة حقًا ولكنها بدت قبيحة جدًا، لذلك قمت بإعادتها.,اشتريت زوجًا من الجوارب اعتقدت أنها فاخرة حقًا ولكنها بدت قبيحة جدًا.,2
نييل أحب الشرق الأوسط.,وجد أن البحرين كانت جميلة تمامًا كما كان يحلم!,نييل وفر المال لقضاء أسبوعين في الإجازة وزار المنطقة بأكملها.,نييل قرر السفر إلى الشرق الأقصى.,1
ذهبت لوسي وجدتها إلى وول مارت.,لم يكن ذلك ما تريده، لكنه كان أفضل من لا شيء على الإطلاق.,جعلت الجدة لوسي تؤدي حيلًا من أجل المال.,أرادت لوسي الحلوى، لكن جدتها اشترت لها تفاحة.,2
كانت رحلتي إلى كوريا اليوم.,أدركت أن هذا المكان مختلف قليلاً عن مسقط رأسي.,وصلت هناك مبكرًا وقررت الإقامة في فندقي.,عندما وصلت هناك، لم أعرف أي شيء من اللغة.,2
أرادت تيس أن تصنع بيتزا عائلية لتناول العشاء.,طلبت بيتزا للتوصيل، والتي أحبها أهلها!,لكن فرنها كان مكسورًا.,لم تشعر تيس بالرغبة في إنفاق المال.,1
لم يكن لدى كارين صديق لعيد الحب.,جعلها تفكير أخيها الحنون يومها في عيد الحب خاصًا!,سلم الأخ الصغير لكارين علبة شوكولاتة.,قررت كارين شراء هدية لعيد الحب لأخيها.,1
كان لدانا ابن عليه واجب مدرسي.,أكملوا ورقة العمل بسرعة.,ساعد ابن دانا دانا على إنجازه.,كان ابن دانا يعمل على ورقة عمل مع أمه.,2
ذهبت مريم إلى مقهى.,قرروا أنهم سيذهبون إلى الحديقة معًا يوم السبت.,اصطدمت مريم بصديق قديم في المقهى.,في المقهى، التقى مايك بصديق قديم.,1
كان روني يتنزه مع أصدقائه بعد المدرسة.,تم القبض على روني من قبل أمين الصندوق ووقع في مشكلة كبيرة بعد ذلك.,ترك روني أصدقائه عندما قرروا سرقة شريط حلوى.,أخذ روني وأصدقاؤه الحلوى من المتجر دون دفع ثمنها.,2
جينا قامت بإستعارة كتاب من المكتبة.,كانت تعرف أنها يجب أن تذهب إلى المنزل وتفتش منزلها للعثور عليه.,كان عليها أن تحصل على شيء تأكله.,جينا حصلت على غرامة تأخير على الكتاب.,2
تعلمت لوسي جدتها الخياطة.,وافقت لوسي أخيرًا على البدء وسادة.,قررت لوسي عدم الخياطة.,أرادت لوسي تجربة شيء صعب ولكن جدتها قالت لها أن تفعل وسادة.,2
كان يوليوس متعبًا من الاستيقاظ على أصوات جيرانه المزعجة.,ثم قرر يوليوس الانتقال وكان سعيدًا بقراره.,بدأ يوليوس عملية البحث عن منزل.,فكر يوليوس في البحث عن أماكن جديدة للعيش.,1
كان لدى جيسون شكوك حول بدء علاقة جديدة.,عندما استيقظ في صباح اليوم التالي، ظن أن ملاكًا كان بجانبه.,لم يلتق جيسون بأحد.,كان لدى جيسون صديقته الجديدة تقضي ليلة واحدة.,2
كانت إيمي 19 و كانت تحتاج إلى وظيفة.,كان أبعد مما تفضله، لكن إيمي كانت سعيدة لوجودها وظيفة.,حصلت إيمي على وظيفة بجانب البيت.,حصلت إيمي على وظيفة في المركز التجاري.,2
ذهب نيت إلى السينما!,ولكنه أكل كثيرًا لدرجة أنه انتهى به الأمر إلى تفويت الفيلم!,لم يأكل الكثير من الطعام.,ذهب نيت إلى البوفية قبل ذلك.,2
وايمن وعائلته كانوا يخيمون في الخيمة.,رأوا آثار أقدام الدب حول طاولة النزهة.,ظن وايمن أنه سمع هديرًا يأتي من منطقة النزهة.,فحص وايمن وعائلته المنطقة ولم يجدوا شيئًا مخيفًا.,1
كان جيري دائمًا محل سخرية في العمل.,الآن يحصل على أن يخبر زملاءه بما عليهم القيام به.,قرر أن يبذل كل طاقته للحصول على علاقة جنسية.,قرر أن يبذل كل طاقته للحصول على ترقية.,2
ذهب جيسون إلى مطبخ حساء للحصول على بعض الطعام.,بعد الأكل، أدرك جيسون أن المطبخ يحتاج إلى مزيد من الثقافة.,كان الحساء باهتًا جدًا.,كان الحساء حارًا جدًا.,1
كودي يعمل في مجال التجزئة، في تارجت.,لسوء الحظ، عليه أن يغلق مرة أخرى غدًا.,كودي يكره العمل في النهارات ويفضل الوردية المتأخرة.,تحدث إلى رئيسه حول محاولة الحصول على ساعات عمل مبكرة.,2
جو تعثر أثناء حمله علبة حليب.,بدوا غاضبين عندما مسح الانسكاب.,لحسن الحظ، لم تنكسر العلبة.,رأى جو موظفين ينظرون إليه.,2
كانت جينا فتاة جديدة في حرم كلية خاصة ومرموقة.,لقد تم خداعها، لأنها لم تكن حفلة تنكرية!,انضمت إلى عصابة في الحرم الجامعي.,انضمت إلى جمعية طلابية على الحرم الجامعي.,2
قررت كيلي صنع بعض الجرانولا في المنزل.,رأت الشوفان محترقًا وقامت بإطفاء الفرن على الفور.,تركت كيلي المطبخ لتنتقل إلى الحمام وعادت مباشرة إلى المطبخ.,انشغلت كيلي ولكنها تذكرت الشوفان في الفرن.,1
كان بيلي يمشي في سنترال بارك.,انتهى بيلي مبللا جدا من مشيته في الحديقة.,بدأ المطر يهطل بعد أن عاد بيلي إلى المنزل.,بدأ المطر يهطل خلال مشي بيلي.,2
كانت لينيت تكره كونها الطفل الأكبر.,لينيت لا تزال تعمل كخادمة للأطفال لمساعدة العائلة.,كانت لينيت مضطرة للعمل كخادمة للأطفال لرعاية إخوتها.,شعرت لينيت أن على والدَيها العاملين أن يدفعا مقابل جليسة الأطفال.,1
كانت أختي راسبة في مادة العلوم في المدرسة.,انتهى بها الأمر إلى اجتياز فصلها بمساعدتي!,طلبت منهم المساعدة.,ساعدت أختي على الدراسة.,2
كان راي يبحث عن هدية عيد ميلاد لأمه.,كانت والدة راي مندهشة وسعيدة حقًا بجهاز Fitbit الذي اشتراه لها راي.,بدأت والدة راي مؤخرًا المشي لإنقاص الوزن.,لكنه اشترى لها ساعة آبل التي كانت تريدها دائمًا.,1
كان جون طالبًا في المرحلة الابتدائية.,ذهب جون إلى أن يصبح موسيقيًا مشهورًا.,لم يكن جون جيدًا جدًا في الموسيقى في المدرسة الابتدائية.,كان جون جيدًا جدًا في الموسيقى لكنه تجاوزها.,1
كانت سالي خارجة طوال الليل.,أخيرًا، وصلت إلى غرفتها.,كانت سالي مخمورة، وكانت تواجه مشكلة في العثور على طريقها.,كانت سالي مستيقظة وتريد العودة إلى المسبح.,1
كان تود متحمسًا لكونه في فريق كرة السلة بالمدرسة الإعدادية.,انضم تود في النهاية إلى الفريق، غاضبًا لأنه لم يحصل على فرصة للعب.,دائمًا ما كان مدرب تود يضعه على مقاعد البدلاء لأنه كان جديدًا في الفريق.,كان تود في قائمة اللاعبين خلال كل مباراة.,1
لم يدخن تيم من قبل.,عوقب لكن كان الوقت متأخرًا.,حثه صديقه على تجربة سيجارة واحدة ولكنه أحبها.,قرر أن يكون الأمر فظيعًا إذا جربه.,1
كنت في العمل عندما بدأت الثلوج تتساقط.,كانت لدينا يوم عطلة ثلجية كسولة.,استمر رئيسي في منعه من العودة إلى المنزل.,بحلول بعد الظهر، تم إغلاق المكتب بسبب الطقس.,2
في سن27 كنت أزن300 رطل.,بعد عام ، فقدت100 رطل واكتملت ماراثون!,عملت بجد مع طبيبي لاستعادة وزنى.,كان علي أن أتبع نظامًا غذائيًا وأتمرن أو أموت صغيرًا.,2
كانت آنا تؤجل غسل الملابس.,قررت آنا ألا تنتظر طويلاً مرة أخرى.,كانت لدى آنا عدة حمولات لغسلها.,كان لديها الكثير لتعمله لدرجة أن الأمر استغرق ساعة واحدة لإنهائه.,1
واييت وأصدقائه كانوا في الصف.,في النهاية، قرر عدم القيام بذلك ووقف دفاعًا عن الفتاة بدلاً من ذلك.,أصدقاء واييت كانوا يسخرون من فتاة.,واييت كان يسخر من فتاة.,1
كان إيلي متعبًا جدًا عندما عاد إلى المنزل.,جلس إيلي أمام التلفزيون مع عشاء ميكروويف.,كانت التعب شديدًا لدرجة أن إيلي لم يكن يريد الطهي، لذا قام بتسخين عشاء مجمد.,لم يكن لدى إيلي الطاقة لصنع نفسه وجبة مطهية.,1
قبل بضع سنوات، كان الجميع حولي يتعلمون التزلج على لوح.,لم أتعلم أبدًا التزلج بشكل صحيح.,حاولت الانضمام مرة واحدة، لكني لم أستطع التوازن على اللوح.,قررت أن أجربها، لكنني لم أكن أهتم.,2
وجدت جزءًا من عربة في القمامة بالقرب من كشك السيارات.,ذهبت مرة أخرى إلى كشك السيارات لكني لم أجد أي شيء آخر.,أردت أن أرى إذا كان بإمكاني إعادته.,ظننت أنه قد يكون هناك المزيد من الأجزاء في الجوار.,2
قرر بيل الذهاب إلى صالة الألعاب الرياضية للتمرين.,توقف على طول الطريق لشراء سموثي.,أراد بيل أن يأكل شيئًا قبل الذهاب إلى صالة الألعاب الرياضية.,أدرك بيل أنه لم يأكل منذ عقد كامل.,1
اشترى رود قلادة لأمه بمناسبة عيد ميلادها.,أعطاها إياها في قلادتها الجديدة.,التقط صورًا لأبنائه.,ثم التقط رود صورًا لأمه وزوجته لإكمال الهدية.,1
سام تحب الطهي، لكن مدرستها لم يكن بها نادي طهي.,الآن سام تطبخ، تساعد - وتبدو رائعة في نماذجها الجامعية!,لذلك بدلاً من ذلك، حصلت سام على وظيفة في مطبخ مطعم.,لحسن الحظ، في الفصل الدراسي التالي، قدموا بعض النوادي الجيدة الأخرى.,1
كان سام وتوم يتقاتلان على بطانية.,سحب سام بقوة أكبر وفاز في القتال.,أكلا كل ما يستطيعان.,كانوا يسحبونها ذهابًا وإيابًا.,2
كانت إيلين تحلم بالفوز بجوائز لورودها.,اضطرت إيلين إلى دفع رسوم استبدال لبطاقة المكتبة الخاصة بها.,قررت الذهاب إلى المكتبة للقيام ببعض الأبحاث، ولكنها لم تستطع العثور على بطاقة المكتبة الخاصة بها.,أرسلت بطاقتها الائتمانية عن طريق الخطأ عندما دخلت المسابقة.,1
دان لم يكن جيدًا في الرياضيات.,كان الأمر سهلاً بالنسبة له، وشعر بتحسن كبير فيما يتعلق بمهاراته الرياضية.,درس دان وحصل على درجة د في اختبار الرياضيات.,وجد معلمًا خاصًا علّمه طريقة مختلفة للتفكير في الرياضيات.,2
ذهب حافلتان فقط بالقرب من شارع لورا.,كانت لورا مضطرة للنزول والمشي مسافة ميلين إلى المنزل.,توقفت الحافلة بجانب منزلها أمام محل.,لورا فاتتها الحافلتان بالفعل.,2
أراد دان أن يجد الهدية المثالية لعيد ميلاد والدته.,شرح دان الوضع وكانت والدته غير مستاءة.,اشترى لها مجموعة من الورود ولكن أسقطها في طريقه إلى داخل المنزل.,فقد دان سرواله.,1
كنت أرغب دائمًا في جوارب فاخرة.,أحببت جواربي الجديدة.,لم أستطع توفير المال لشراء زوج جديد من الجوارب.,اشتريت زوجًا في المتجر.,2
كان جوليان غاضبًا بعد فصله من مطعم.,عرفوه وكانوه قد حظروه.,جوليان قرر كسر نافذة والمطعم.,جوليان كان يسرق طعامًا إلى المطبخ.,1
كان جوني خائفًا من إمساك الألعاب النارية.,كان يأمل أن يكون شجاعًا كفاية في المرة القادمة.,رفض جوني إمساك الألعاب النارية.,مسك جوني الألعاب النارية بتوتر.,1
تعيش جاسمين وأختها بالقرب من منطقة غابة.,قضت كلتا الفتاتين وقتًا رائعًا بالجري حول الأشجار.,كان الجو ممطرًا لذا خرجن للعب فيه.,تحب جاسمين وأختها اللعب في الغابة.,2
وجدنا النمل في ماء الكيوريج الخاص بنا.,لقد اختفت أخيرًا، على الرغم من أننا لا نعرف السبب.,تركناها وشاهدناها ولم تنظف.,غسلنا الكيوريج جيدًا حقًا.,2
كان جيمز يبحث عن النفط في داكوتا الشمالية.,بيع جيمز النفط بربح كبير جدًا!,فقد جيمز بعض النفط على أرض خاصة.,جيمز اشترى أرضًا بها نفط تحتها.,2
شكلت الفتيات في المدينة فريقًا جديدًا لكرة القدم.,بسبب عملهم الجاد، فازوا في مباراتهم الأولى.,مارست الفتيات العديد من الساعات في الأسبوع.,عملت الفتيات بجد و مارستن يوميًا.,1
سارة أحبت الطهي.,سارة تأثرت وتشجعت على الطهي أكثر.,حصلت سارة على سجل كهدية.,أحب أصدقاء سارة طعامها.,2
انتقل كريستوفر إلى جزء جديد من المدينة بسبب وظيفة جديدة.,سيحتفظ كريستوفر بخريطة في سيارته من الآن فصاعدًا.,ضل كريستوفر طريقه إلى الوظيفة الجديدة.,كان يعرف بالضبط أين يذهب إلى الوظيفة الجديدة.,1
حلمت إلين بفوزها بجوائز لورودها.,انتهى الأمر بفوز إلين بالجائزة.,كانت ورود إلين جميلة جدًا!.,اعتنت إلين بورودها جيدًا.,2
لعب جيران نيك الموسيقى بأعلى صوت ممكن.,لم يتم حل الوضع، لكن نيك شعر بتحسن.,طلب نيك منهم خفض الصوت.,لم يتصل نيك بأحد للإبلاغ عن الضجيج.,1
جين تحب الموسيقى.,اندفعت جين إلى المكتب وكانت متأخرة عشرين دقيقة عن الحفل.,كانت جين ستشاهد عرضًا عبر الفيديو لكن كان عليها التوقف في العمل أولاً.,كانت جين تملك تذاكر حفل تركتها في العمل.,2
قرر مايلز الانضمام إلى نادي قراءة في بلدته لمقابلة أشخاص.,كان مايلز سعيدًا جدًا لأنه انضم إلى نادي القراءة.,صنع مايلز أصدقاء جدد في النادي.,التقى مايلز بالكثير من الأشخاص في عمره.,1
كانت كيت تجري في يوم ما.,ثم أرجعت الهاتف إلى مالكه الذي يشكره!,فقدت كيت هاتفًا على المسار.,وجدت كيت آيفون أثناء الجري.,2
كان فريدي يمر بمرحلة من الشلل أثناء النوم.,بدأ جسده يتحرك مرة أخرى.,ركز بشدة على إيقاظ نفسه.,ركض فريدي في الشوارع طوال الليل.,1
كان تيم يلوّن في المنزل.,قضى تيم اليوم التالي في دهان الطريق الأبيض.,كان تيم حذرًا جدًا في التلوين لدرجة أن أباه قاده لمساعدته في دهان الممر.,دهن تيم على الجدران والأرضية.,1
دخلت جينا فصلها وذهبت إلى مكتبها.,جعلت حقيقة أن تامي كانت لا تزال تتحدث معهم جينا تشعر بعد الراحة.,بدأت تتحدث إلى بعض الأصدقاء، لكن البلطجي المسمى تامي تدخل.,طلبت تامي من جينا عدم التحدث مع فتيات القيل والقال.,1
ذهب سام من باب إلى باب لمحاولة بيع المجلات.,لوّح الرجل العجوز بيد سام وأخبره أن يذهب.,طرق سام على باب رجل عجوز.,حاول سام إقناع رجل عجوز بشراء المجلات.,2
كانت ماري آن تشعر بالوحدة وقررت تبني قطة.,قررت أنه ليس القطة المناسبة.,كانت ماري آن قاسية جدًا مع القطة.,مزقت القطة الأريكة الجديدة.,2
رالف كان كلبًا عاملاً.,لم يكونوا غاضبين بعد الآن عندما انفجرت القنبلة أمامهم.,بحث رالف عن القنبلة بقلق ، لكنه لم يستطع العثور عليها.,كان أصحاب رالف غاضبين عندما كان يصنع الكثير من الأصدقاء.,1
كانت شانون تتكلم كل صباح لعدة أسابيع.,بعد ثلاثة أسابيع من السجائر الإلكترونية، خفت سعالها.,كانت شانون قد توقفت عن التدخين.,كانت شانون تدخن السجائر كثيرًا.,2
كايلي وأصدقاؤها ذهبوا إلى محل آيس كريم جديد.,كايلي كانت سعيدة لأنها جربت نكهات جديدة.,كايلي قررت الحصول على شيء آخر غير نكهتها المعتادة.,أصدقاء كايلي أقنعوها بالبقاء مع نكهتها المعتادة.,1
كان جو يساعد والده في تنظيف الغابة في الجزء الخلفي من فناء منزلهم.,كان جو غاضبًا لأنه أصيب.,سقط جو فوق جذع شجرة وألحق أذى بنفسه.,سقط جو فوق جذع شجرة وضحك بشأن ذلك.,1
ذهبت كيلي وأصدقاؤها إلى محل آيس كريم جديد.,ألقت كيلي حمام الفوؤد.,جربت كيلي نكهة جديدة و أحبتها.,جربت كيلي نكهة التوت الأزرق دون أن تعرف أنها كانت تعاني من حساسية ضد الصبغة.,2
كانت مريم متحمسة جدًا لرؤية فرقتها الموسيقية المفضلة.,عندما وصلوا هناك، أدركت مريم أنها نسيت التذاكر في المنزل.,كانت مريم عصبية جدًا.,كانت مريم متحمسة جدًا.,2
