#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
3637,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو قانغ الخزانة، ما الذي يعتقد أن شياو هونغ كانت تتوقع أن تجده؟,"وجدت شياو هونغ خزانة في غرفة للتدخين، والملصق على الخزانة هو ""كوسا"" فقط، لم تستطع رؤية ما بداخل الخزانة، ففتحتها ووجدت سترة. لم يكن هناك كوسا في الخزانة. أغلقت شياو هونغ الخزانة وأعادتها إلى مكانها. دخل شياو قانغ غرفة التدخين ورأى الخزانة.",,D,خاتم,سترة,ملفوف,كوسا,,False
3638,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الخزنة؟,"وجد شياو لي خزنة في غرفة الغسيل، والملصق على الخزنة هو ""إسفنج""، لم يستطع شياو لي رؤية ما في الخزنة، فتح شياو لي الخزنة ووجد مسحوق فلفل، لا يوجد إسفنج داخل الخزنة، أغلق شياو لي الخزنة وأعادها إلى مكانها، دخلت يويو غرفة الغسيل ورأت الخزنة.",,C,إسفنج,مسحوق فلفل,جزر,جوز الهند,,False
3639,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي يفترض أن يكون داخل الخزنة؟,"عثر شياو لي على خزنة في غرفة الغسيل، والملصق على الخزنة هو ""إسفنجة""، لم يتمكن شياو لي من تحديد ما بداخل الخزنة، فتح الخزنة ووجد مسحوق الفلفل، لا توجد إسفنجة داخل الخزنة، أغلق شياو لي الخزنة وأعادها إلى مكانها، دخل يويو غرفة الغسيل ورأى الخزنة.",,C,شمندر,صندوق,إسفنجة,مسحوق الفلفل,,False
3640,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الخزنة، ماذا يتوقع شياو لي أن تجد بداخلها، بناءً على تجربته السابقة؟,"عثر شياو لي على خزنة في غرفة الغسيل، وعليها ملصق باسم ""إسفنجة"". لم يتمكن شياو لي من رؤية ما بداخلها بسبب وجود عائق ما. فتح الخزنة فوجد مسحوق فلفل، ولم يجد أي إسفنجة. أغلق شياو لي الخزنة وأعادها إلى مكانها. ثم دخلت يويو غرفة الغسيل ورأت الخزنة.",,C,مسحوق فلفل,صندوق,قلم رصاص,إسفنجة,,False
3641,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الخزنة، ماذا تتوقع يويو أن تجد بداخلها؟,"وجد شياو لي خزنة في غرفة الغسيل، والملصق الموجود على الخزنة هو ""إسفنجة"". لم يتمكن شياو لي من رؤية ما بداخل الخزنة. فتح شياو لي الخزنة ووجد مسحوق الفلفل. لم يكن هناك إسفنجة داخل الخزنة. أغلق شياو لي الخزنة وأعادها إلى مكانها. دخلت يويو إلى غرفة الغسيل ورأت الخزنة.",,C,بطاطا,فلفل,يقطين,إسفنجة,,False
3642,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الخزنة، ماذا يظن شياو لي أنها ستجد بداخلها؟,عثر شياو لي على خزنة في غرفة الغسيل، وكان الملصق على الخزنة يشير إلى أنها تحتوي على إسفنجة. لم يتمكن شياو لي من رؤية ما بداخلها. فتح شياو لي الخزنة ووجد مسحوق فلفل. لم يكن هناك إسفنجة. أغلق شياو لي الخزنة وأعادها إلى مكانها. دخلت يويو غرفة الغسيل ورأت الخزنة.,,C,فلفل,سترة,إسفنجة,فستان,,False
3643,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الخزنة، ماذا تظن يويو أن شياو لي كان يتوقع أن يجد بداخلها؟,"عثر شياو لي على خزنة في غرفة الغسيل، وعليها ملصق بكلمة ""إسفنجة"". لم يتمكن شياو لي من تحديد ما بداخلها قبل فتحها. فتح شياو لي الخزنة فوجد مسحوق فلفل. لم يكن هناك إسفنج بداخلها. أغلق شياو لي الصندوق وأعاده إلى مكانه. دخلت يويو إلى غرفة الغسيل ورأت الخزنة.",,C,وشاح,مسحوق الفلفل,إسفنجة,مصباح كهربائي,,False
3644,1,False Belief Task.jsonl,,,False Belief Task,,ما الذي يوجد داخل الحقيبة؟,وجد شياو قانغ حقيبة يد في غرفة الانتظار، وكانت العلامة الموجودة على الحقيبة عبارة عن خاتم. لم يستطع شياو قانغ رؤية ما بداخل الحقيبة، ففتحها ووجد ربطة عنق. لم يكن هناك خاتم داخل الحقيبة. أغلق شياو قانغ الحقيبة وأعادها إلى مكانها. دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,كوب,خاتم,سترة,ربطة عنق,,False
3645,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي يفترض أن يكون داخل الحقيبة؟,وجد شياو قانغ حقيبة يد في غرفة الانتظار. كانت العلامة الموجودة على الحقيبة عبارة عن خاتم. لم يتمكن شياو قانغ من رؤية ما بداخل الحقيبة. فتح شياو قانغ الحقيبة ووجد ربطة عنق. لم يكن هناك خاتم داخل الحقيبة. أغلق شياو قانغ الحقيبة وأعادها إلى مكانها. دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,مسحوق الفلفل,ربطة عنق,خاتم,كوب,,False
3646,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ماذا يتوقع شياو قانغ مخطئًا أن يجد بداخلها؟,عثر شياو قانغ على حقيبة يد في غرفة الانتظار، وتشير العلامة الموجودة على الحقيبة إلى أنها تحتوي على خاتم، لم يتمكن شياو قانغ من رؤية ما في الحقيبة، فتح شياو قانغ الحقيبة فوجد ربطة عنق، لم يكن هناك خاتم، أغلق شياو قانغ الحقيبة وأعادها إلى مكانها، دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,ربطة عنق,جوز الهند,موزة,خاتم,,False
3647,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح شياو لي الحقيبة، ماذا تتوقع شياو لي أن تجد بداخل الحقيبة؟,وجد شياو قانغ حقيبة يد في غرفة الانتظار، العلامة الموجودة على الحقيبة هي خاتم، لم يتمكن شياو قانغ من رؤية ما بداخل الحقيبة، فتح شياو قانغ الحقيبة ووجد ربطة عنق، لا يوجد خاتم بداخل الحقيبة، أغلق شياو قانغ الحقيبة وأعادها إلى مكانها، دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,طماطم,ربطة عنق,فستان,خاتم,,False
3648,5,False Belief Task.jsonl,,,False Belief Task,,ماذا يظن شياو قانغ أن شياو لي تتوقع أن تجد في الحقيبة بعد أن تفتحها؟,عثر شياو قانغ على حقيبة يد في غرفة الانتظار، وكانت العلامة الموجودة على الحقيبة تشير إلى وجود خاتم. لم يستطع شياو قانغ رؤية ما بداخلها. فتح شياو قانغ الحقيبة ووجد ربطة عنق. لم يكن هناك خاتم داخلها. أغلق شياو قانغ الحقيبة وأعادها إلى مكانها. دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,ربطة عنق,كوب,خاتم,دوريان,,False
3649,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ما الذي سيظن أنه كان شياو قانغ يتوقع أن يجده بداخلها؟,وجد شياو قانغ حقيبة يد في غرفة الانتظار، وكانت هناك حلقة معلقة بالحقيبة كعلامة تعريف، لم يستطع شياو قانغ رؤية ما بداخل الحقيبة، ففتحها ووجد ربطة عنق. لم تكن هناك حلقة داخل الحقيبة. أغلق شياو قانغ الحقيبة وأعادها إلى مكانها. دخل شياو لي غرفة الانتظار ورأى الحقيبة.,,C,ربطة عنق,تفاحة,خاتم,برتقالة,,False
3650,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل حقيبة الظهر؟,عثرت هان ميمي على حقيبة ظهر في غرفة النوم، وكانت الملصقة على الحقيبة تحمل صورة ربطة عنق، فتحت هان ميمي الحقيبة فوجدت يقطينة. لم تكن هناك ربطة عنق داخل الحقيبة. أغلقت الحقيبة وأعادتها إلى مكانها. دخلت يويو غرفة النوم ورأت الحقيبة.,,A,زجاجة,ربطة عنق,دفتر ملاحظات,يقطينة,,False
3651,2,False Belief Task.jsonl,,,False Belief Task,,بحسب البطاقة، ما الذي كان من المفترض أن يكون داخل الحقيبة؟,وجدت هان ميمي حقيبة ظهر في غرفة النوم، وكان على الحقيبة بطاقة تعريف تشير إلى وجود ربطة عنق. لم تستطع أن تميز ما بداخل الحقيبة قبل فتحها. فتحت هان ميمي الحقيبة فوجدت قرعًا. لم تكن هناك ربطة عنق داخل الحقيبة. أغلقت الحقيبة وأعادتها إلى مكانها. دخلت يويو غرفة النوم ورأت الحقيبة.,,A,قلم تلوين,قرع,ربطة عنق,آلة حاسبة,,False
3652,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الحقيبة، ما الذي تعتقد هان ميمي أنه يجب أن يكون بداخل الحقيبة؟,وجدت هان ميمي حقيبة ظهر في غرفة النوم، وكانت الملصقة على الحقيبة تحمل صورة ربطة عنق، فتحت هان ميمي الحقيبة ووجدت يقطينة، لم تكن هناك ربطة عنق داخل الحقيبة، أغلقت هان ميمي الحقيبة وأعادتها إلى مكانها، دخلت يويو غرفة النوم ورأت الحقيبة.,,A,طماطم,ربطة عنق,يقطينة,شريط,,False
3653,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الحقيبة، ماذا تتوقع أن تجد بداخلها بناءً على ما رأته؟,وجدت هان ميمي حقيبة ظهر في غرفة النوم، وكانت الملصقة على الحقيبة تحمل صورة لربطة عنق، لم تستطع رؤية ما بداخل الحقيبة، فتحت هان ميمي الحقيبة ووجدت قرعًا، لم تكن هناك ربطة عنق داخل الحقيبة، أغلقت الحقيبة وأعادتها إلى مكانها، دخلت يويو غرفة النوم ورأت الحقيبة.,,A,ربطة عنق,بطاطا,سترة,قرع,,False
3654,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يو يو الحقيبة، ما الذي تعتقد هان ميمي أن يو يو تتوقع أن تجده بداخلها؟,وجدت هان ميمي حقيبة ظهر في غرفة النوم، وكانت العلامة الموجودة على الحقيبة عبارة عن ربطة عنق، مما يوحي بوجود ربطة عنق بداخلها. لم تستطع رؤية ما بداخل الحقيبة بوضوح. فتحت الحقيبة ووجدت قرعًا، ولم تكن هناك ربطة عنق بداخلها. أغلقت الحقيبة وأعادتها إلى مكانها. دخلت يو يو غرفة النوم ورأت الحقيبة.,,A,طباشير,ربطة عنق,بوصلة,قرع,,False
3655,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الحقيبة، ماذا تعتقد أن هان ميمي كانت تتوقع أن تجد بداخلها؟,وجدت هان ميمي حقيبة ظهر في غرفة النوم، وكانت هناك ربطة عنق مُعلَّقة بالحقيبة، لم تستطع هان ميمي رؤية ما بداخل الحقيبة، فتحت الحقيبة ووجدت يقطينة، لم تكن هناك ربطة عنق داخل الحقيبة، أغلقت الحقيبة وأعادتها إلى مكانها، دخلت يويو غرفة النوم ورأت الحقيبة.,,A,ربطة عنق,يقطينة,ملعقة,دوريان,,False
3656,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد في الصندوق؟,"وجد لي لي صندوقًا في غرفة المعيشة، وكان الملصق على الصندوق يشير إلى ""جوارب"". لم يستطع لي لي رؤية ما بداخل الصندوق. فتح لي لي الصندوق ووجد بوصلة. لم تكن هناك جوارب داخل الصندوق. أغلق لي لي الصندوق وأعاده إلى مكانه. دخلت هان ميمي غرفة المعيشة ورأت الصندوق.",,A,بوصلة,يقطين,زجاجة,جوارب,,False
3657,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي يفترض أن يكون داخل الصندوق؟,"وجد لي لي صندوقًا في غرفة المعيشة. الملصق على الصندوق يشير إلى ""جوارب"". لم يستطع لي لي رؤية ما بداخل الصندوق. فتح لي لي الصندوق ووجد بوصلة. لم تكن هناك جوارب داخل الصندوق. أغلق لي لي الصندوق وأعاده إلى مكانه. دخلت هان ميمي غرفة المعيشة ورأت الصندوق.",,A,جوارب,قبعة,جوز الهند,بوصلة,,False
3658,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يظن لي لي أن هان ميمي ستجد داخل الصندوق؟,"وجد لي لي صندوقًا في غرفة المعيشة، وكان الملصق على الصندوق يشير إلى ""جوارب""، لم يتمكن لي لي من رؤية ما في الصندوق، ففتح لي لي الصندوق ووجد بوصلة. لم تكن هناك جوارب داخل الصندوق. أغلق لي لي الصندوق وأعاده إلى مكانه. دخلت هان ميمي غرفة المعيشة ورأت الصندوق.",,A,بوصلة,إسفنجة,قلم رصاص,جوارب,,False
3659,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح هان ميمي الصندوق، ماذا تتوقع هان ميمي أن تجد بداخله؟,"وجد لي لي صندوقًا في غرفة المعيشة، والملصق الموجود على الصندوق هو ""جوارب""، لم يتمكن لي لي من رؤية ما بداخل الصندوق، ففتح لي لي الصندوق ووجد بوصلة، لا توجد جوارب داخل الصندوق، أغلق لي لي الصندوق وأعاده إلى مكانه، دخلت هان ميمي غرفة المعيشة ورأت الصندوق.",,A,بوصلة,كوسة,جوارب,يقطين,,False
3660,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح هان ميمي الصندوق، ما الذي يعتقده لي لي أنها تتوقع أن تجده؟,وجد لي لي صندوقًا في غرفة المعيشة، والملصق على الصندوق يشير إلى أنه يحتوي على جوارب. لم يستطع رؤية ما بداخله، ففتحه لي لي فوجد بوصلة. لم تكن هناك جوارب في الصندوق. أغلق الصندوق وأعاده إلى مكانه. دخلت هان ميمي غرفة المعيشة ورأت الصندوق.,,A,بوصلة,جوز الهند,جوارب,مسحوق الفلفل,,False
3661,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح هان ميمي الصندوق، ماذا تتوقع أن تجد هان ميمي بداخل الصندوق بناءً على اعتقاد لي لي؟,"وجد لي لي صندوقًا في غرفة المعيشة، عليه ملصق ""جوارب"". لم يستطع لي لي رؤية ما في داخل الصندوق. فتحه لي لي فوجد بوصلة. لم تكن هناك جوارب. أغلق لي لي الصندوق وأعاده إلى مكانه. دخلت هان ميمي غرفة المعيشة ورأت الصندوق.",,A,جوارب,بوصلة,خاتم,معطف,,False
3662,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الحقيبة؟,عثر شياو مينغ على حقيبة في القبو، وكان على الحقيبة لاصقة عليها شريط، الشريط الموجود على اللاصقة يمنع شياو مينغ من رؤية ما بداخل الحقيبة. فتح شياو مينغ الحقيبة فوجد آلة حاسبة. ويا للمفاجأة، لم يكن هناك أي شريط داخل الحقيبة! أغلقها وأعادها إلى مكانها. دخل شياو لي القبو ورأى الحقيبة.,,A,يقطين,شريط لاصق,آلة حاسبة,سترة,,False
3663,2,False Belief Task.jsonl,,,False Belief Task,,ماذا كان يجب أن يكون داخل الحقيبة؟,عثر شياو مينغ على حقيبة في الطابق السفلي. كانت عليها لاصقة، ولم يتمكن من رؤية ما بداخلها. فتح الحقيبة فوجد آلة حاسبة. لم يكن اللاصق داخل الحقيبة. أغلقها شياو مينغ وأعادها إلى مكانها. ثم دخل شياو لي الطابق السفلي ورأى الحقيبة.,,A,معطف,لاصقة,آلة حاسبة,ذرة,,False
3664,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح عليّ الحقيبة، ماذا يتوقع أحمد الآن أن يجد بداخلها؟,وجد أحمد حقيبة في القبو. كانت هناك لصقة ورقية على الحقيبة. لم يستطع أحمد رؤية ما بداخلها. فتح أحمد الحقيبة فوجد آلة حاسبة. لم تكن هناك أية لصقة بداخلها. أغلق أحمد الحقيبة وأعادها إلى مكانها. دخل عليّ إلى القبو ورأى الحقيبة.,,A,لصقة ورقية,آلة حاسبة,خاتم,ميزان حرارة,,False
3665,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ماذا يظن أنه سيجد بداخلها؟,عثر شياو مينغ على حقيبة في القبو. كان الملصق الموجود على الحقيبة يشير إلى وجود شريط. لم يستطع رؤية ما بداخلها قبل فتحها. فتح شياو مينغ الحقيبة فوجد آلة حاسبة فقط. أغلق الحقيبة وأعادها إلى مكانها. دخل شياو لي إلى القبو ورأى الحقيبة.,,A,ميزان حرارة,آلة حاسبة,شريط,قلم,,False
3666,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ماذا يظن شياو مينغ أن شياو لي يتوقع أن يجد *بالتحديد* في الحقيبة؟,عثر شياو مينغ على حقيبة في القبو، وكان عليها لاصق ورقيّ باسم أو علامة. لم يستطع رؤية ما بداخل الحقيبة. فتحها شياو مينغ فوجد آلة حاسبة. لم يكن هناك أي شريط لاصق بالداخل - بخلاف اللاصق الموجود على الغلاف. أغلق شياو مينغ الحقيبة وأعادها إلى مكانها. دخل شياو لي القبو ورأى الحقيبة.,,A,آلة حاسبة,لاصق ورقيّ/علامة,كوب,مصباح كهربائي,,False
3667,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ماذا يظن أن شياو مينغ كان يتوقع أن يجد بداخلها، بناءً على الملصق الذي رآه؟,"وجد شياو مينغ حقيبة في القبو، وكان على الحقيبة ملصق مكتوب عليه ""شريط""، لم يكن شياو مينغ يعرف ما بداخل الحقيبة، فتح شياو مينغ الحقيبة ووجد آلة حاسبة، لم يكن هناك شريط داخل الحقيبة، أغلق شياو مينغ الحقيبة وأعادها إلى مكانها، دخل شياو لي القبو ورأى الحقيبة.",,A,شريط,كوسا,آلة حاسبة,جوز الهند,,False
3668,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الخزانة؟,"وجدت يويو خزانة في المطبخ، والملصق على الخزانة يشير إلى ""ربطة عنق""، لم تستطع يويو رؤية ما بداخلها، فتحت يويو الخزانة ووجدت معطفاً واقياً من المطر، لا توجد ربطة عنق بداخلها، أغلقت يويو الخزانة وأعادتها إلى مكانها، دخل شياو وانغ المطبخ ورأى الخزانة.",,A,ربطة عنق,قفازات صوفية متصلة الأصابع,باذنجان,معطف واق من المطر,,False
3669,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي يفترض أن يكون داخل الخزانة؟,"وجدت يويو خزانة في المطبخ، والملصق الموجود على الخزانة هو ""ربطة عنق""، لم تستطع يويو رؤية ما بداخل الخزانة، فتحت يويو الخزانة ووجدت معطفًا واقيًا من المطر، لا توجد ربطة عنق داخل الخزانة، أغلقت يويو الخزانة وأعادتها إلى مكانها، دخل شياو وانغ المطبخ ورأى الخزانة.",,A,معطف واقي من المطر,ملفوف,ملعقة,ربطة عنق,,False
3670,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو وانغ الخزانة، ماذا تتوقع يويو أن يجده شياو وانغ داخلها؟,"وجدت يويو خزانة في المطبخ، والملصق على الخزانة كُتب عليه ""ربطة عنق""، لم تتمكن يويو من رؤية ما بداخل الخزانة، فتحت يويو الخزانة ووجدت معطفًا واقيًا من المطر، ولم تجد أي ربطة عنق داخلها، أغلقت يويو الخزانة وأعادتها إلى مكانها، دخل شياو وانغ المطبخ ورأى الخزانة.",,A,معطف واقي من المطر,فلفل,ربطة عنق,كوسة,,False
3671,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو وانغ الخزانة، ماذا يتوقع أن يجد بداخلها؟,"وجدت يويو خزانة في المطبخ، والملصق الموجود على الخزانة هو ""ربطة عنق""، لم تستطع يويو رؤية ما بداخل الخزانة، فتحت يويو الخزانة ووجدت معطفاً واقياً من المطر، لا توجد ربطة عنق داخل الخزانة، أغلقت يويو الخزانة وأعادتها إلى مكانها، دخل شياو وانغ المطبخ ورأى الخزانة.",,A,ربطة عنق,ملعقة,معطف واق من المطر,زجاجة,,False
3672,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو وانغ الخزانة، ما الذي يعتقد يويو أن شياو وانغ يتوقع أن يجده في الخزانة؟,"وجد يويو خزانة في المطبخ، والملصق على الخزانة هو ""ربطة عنق"". لم يستطع يويو تحديد ما بداخلها. فتح يويو الخزانة فوجد معطفاً واقياً من المطر. لم تكن هناك ربطة عنق داخلها. أغلق يويو الخزانة وأعادها إلى مكانها. دخل شياو وانغ إلى المطبخ ورأى الخزانة.",,A,ربطة عنق,معطف واق من المطر,جزر,جوارب,,False
3673,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو وانغ الخزانة، ماذا يعتقد أن يويو كانت تتوقع أن تجد في الخزانة؟,"عثرت يويو على خزانة في المطبخ، والملصق على الخزانة يشير إلى ""ربطة عنق"". لم تتمكن يويو من رؤية ما في داخل الخزانة. فتحت يويو الخزانة فوجدت معطفًا واقيًا من المطر. لم تكن هناك ربطة عنق في الداخل. أغلقت يويو الخزانة وأعادتها إلى موضعها. دخل شياو وانغ المطبخ ورأى الخزانة.",,A,ربطة عنق,قميص صوفي,معطف واق من المطر,قلم تلوين,,False
3674,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد في الصندوق؟,وجدت شياو لي صندوقًا في العلية، وكان الملصق على الصندوق يشير إلى أنه فستان. لم تستطع شياو لي رؤية ما بداخل الصندوق. فتحت شياو لي الصندوق ووجدت زرًا. لم يكن هناك فستان في الصندوق. أغلقت شياو لي الصندوق وأعادته إلى مكانه. دخل لي لي العلية ورأى الصندوق.,,B,جرة,ميزان حرارة,زر,فستان,,False
3675,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي كان من المفترض أن يكون داخل الصندوق؟,عثر شياو لي على صندوق في العلية، وكان الملصق على الصندوق يشير إلى فستان. لم يكن شياو لي يعرف ما بداخل الصندوق. فتح شياو لي الصندوق ووجد زرًا. لم يكن هناك فستان في الصندوق. أغلق شياو لي الصندوق وأعاده إلى مكانه. دخل لي لي العلية ورأى الصندوق.,,B,إسفنجة,فستان,ميزان حرارة,زر,,False
3676,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح لي لي الصندوق، ماذا تتوقع أن يجد؟,وجدت شياو لي صندوقًا في العلية، وكان الملصق على الصندوق يشير إلى فستان. فتحت شياو لي الصندوق فوجدت زرًا، ولم يكن هناك فستان. ثم أغلقت شياو لي الصندوق وأعادته إلى مكانه، فدخل لي لي العلية ورأى الصندوق.,,B,فستان,ربطة عنق,زر,مانجو,,False
3677,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح لي لي الصندوق، ماذا يتوقع لي لي أن يجد في الصندوق؟,عثرت شياو لي على صندوق في العلية، كان على الصندوق ملصق عليه صورة فستان، لم تستطع شياو لي معرفة ما بداخل الصندوق، فتحت شياو لي الصندوق ووجدت زرًا، لم يكن هناك فستان في الصندوق، أغلقت شياو لي الصندوق وأعادته إلى مكانه، دخل لي لي العلية ورأى الصندوق.,,B,زر,طباشير,قلم رصاص,فستان,,False
3678,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح لي لي الصندوق، ماذا تعتقد شياو لي أنه سيتوقع أن يجد؟,عثرت شياو لي على صندوق في العلية. كان الملصق على الصندوق يشير إلى فستان، لكنها لم تستطع تخمين ما بداخله. فتحت شياو لي الصندوق فوجدت زراً، ولم يكن هناك أي فستان. أغلقت الصندوق وأعادته إلى مكانه. دخل لي لي العلية ورأى الصندوق.,,B,فستان,خيار,ذرة,زر,,False
3679,6,False Belief Task.jsonl,,,False Belief Task,,عندما يفتح لي لي الصندوق، ماذا يعتقد أن شياو لي كانت تتوقع أن تجد فيه؟,عثرت شياو لي على صندوق في العلية، وكان الملصق على الصندوق يشير إلى وجود فستان. لم تستطع رؤية ما بداخله، ففتحته ووجدت زرًا. لم يكن هناك فستان في الصندوق. فأغلقت شياو لي الصندوق وأعادته إلى مكانه. دخل لي لي العلية ورأى الصندوق.,,B,زر,فستان,بطاطا,دفتر ملاحظات,,False
3680,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الخزانة؟,"وجد شياو باي خزانة في المرآب، وكانت عليها لاصقة مكتوب عليها ""معطف"". لم يتمكن شياو باي من رؤية ما بداخل الخزانة. فتح شياو باي الخزانة ووجد كوبًا. لم يكن هناك معطف داخلها. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.",,C,قلم تحديد,معطف,كوب,إسفنجة,,False
3681,2,False Belief Task.jsonl,,,False Belief Task,,ماذا كان من المفترض أن يكون داخل الخزانة؟,"عثر شياو باي على خزانة في المرآب، وكانت الملصقة على الخزانة ""معطف"". لم يستطع شياو باي رؤية ما بداخل الخزانة. فتح شياو باي الخزانة فوجد كوبًا. لم يكن هناك معطف داخل الخزانة. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.",,C,قميص,كوب,قلم تحديد,سترة,,False
3682,3,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو مينغ الخزانة، ماذا يتوقع شياو باي أن يجد بداخلها؟,عثر شياو باي على خزانة في المرآب، والملصق عليها يشير إلى معطف. لم يستطع شياو باي رؤية ما بداخلها. فتح شياو باي الخزانة فوجد كوبًا. لم يكن هناك أي معطف بداخلها. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.,,C,ساعة,سترة,كوب,قميص رياضي,,False
3683,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو مينغ الخزانة، ماذا يتوقع أن يجد بداخلها؟,"عثر شياو باي على خزانة في المرآب، وكان المُلصق الموجود على الخزانة مكتوب عليه ""معطف"". لم يتمكن شياو باي من رؤية ما بداخلها. فتح شياو باي الخزانة ووجد كوبًا. لم يكن هناك أي معطف بداخلها. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.",,C,معطف واق من المطر,كوب,ذرة,سترة,,False
3684,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو مينغ الخزانة، ماذا يظن شياو باي أن شياو مينغ يتوقع العثور عليه بداخلها؟,"عثر شياو باي على خزانة في المرآب، وقد كُتب على ملصقها ""معطف"". لم يتمكن شياو باي من رؤية ما بداخلها. فتح شياو باي الخزانة ووجد كوبًا. لم يكن هناك معطف بداخلها. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.",,C,معطف,كوب,شريط لاصق,إسفنجة,,False
3685,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو مينغ الخزانة، ما الذي يعتقد شياو مينغ أن شياو باي كان يتوقع أن يجده بداخلها؟,"عثر شياو باي على خزانة في المرآب، وكانت الخزانة تحمل ملصق ""معطف""، لم يتمكن شياو باي من رؤية ما بداخلها، ففتحها ووجد كوبًا. لم يكن هناك معطف بداخلها. أغلق شياو باي الخزانة وأعادها إلى مكانها. دخل شياو مينغ المرآب ورأى الخزانة.",,C,كوب,قلم تحديد,معطف,سترة,,False
3686,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الحقيبة؟,وجد لي لي حقيبة سفر في غرفة الدراسة، الملصق على الحقيبة كان عبارة عن قلم تلوين، لم يستطع لي لي رؤية ما بداخل الحقيبة، فتح لي لي الحقيبة ووجد أناناس، لم يكن هناك قلم تلوين داخل الحقيبة، أغلق لي لي الحقيبة وأعادها إلى مكانها، دخلت هان ميمي غرفة الدراسة ورأت الحقيبة.,,C,أناناس,جوارب,قلم تلوين,بوصلة,,False
