observation_1,observation_2,hypothesis_1,hypothesis_2,label
أخذ والد جيمي ابنه لرؤية فريق البيسبول المفضل لديه.,قفز جيمي إلى الأعلى وكان في غاية السعادة لأنه نجح في التقاط الكرة!,رأى جيمي كرة هوم ران متجهة نحوه.,جيمي رمى الكرة بالقرب من والده.,1
ألقى طفل ستان شيئًا ما في المرحاض.,ثم استعاد لعبة ابن ستان من الأنابيب!,وصل سباك وأغلق المياه.,أدرك أنها لعبة ابنه، فتسببت في سد الأنابيب.,1
أثناء دراستي في الكلية، التقيت برجل أكبر سناً.,لدي ذكريات سلبية عن تلك الفترة.,لقد كان مخيفًا جدًا، وسعدت بإخراجه من حياتي.,لقد أصبح الشاب سيئًا معي واضطررت إلى المغادرة.,1
لقد أردت دائمًا أن أحصل على كلب، لكن أمي تعتقد أنني غير مسؤول.,في عيد ميلادي، حصلت على جرو جولدن ريتريفر!,لقد أظهرت لها أنني لست مسؤولاً.,لقد فاجأتني أمي بالضبط بما أردته.,2
لن يتوقف والدا جان عن مضايقتها بشأن كونها عازبة.,والديها يشتريان هذا الفعل ويغادران سعداء.,توقف والدا جان عن الحديث عن هذا الأمر.,جان تخبر والديها أنها متزوجة.,2
شيري وابنتها الكبرى لا تتفقان في كثير من الأحيان في وجهات النظر.,من الصعب أن نتخيل شخصين مختلفين أكثر.,شيري وابنها لا يتشابهان في الشكل، لكنهما يفكران على نحو مماثل.,غالبًا ما تختلف شيري وابنتها الكبرى حول العديد من الموضوعات.,2
رمش جون بعينيه وقرأ العلامة مرة أخرى.,لقد استمتع المخادع الذي اخترق اللافتة بالفوضى التي أحدثها.,لقد تغيرت العلامة التي خلقها كليا عن خلقه.,لقد ترك شخص ما علامة التوقف بدلاً من الإشارة إلى الخضوع.,1
خرجت من صفي وتوجهت إلى خزانتي.,أخذتني إلى ممرضة المدرسة.,لقد أذيت يدي ووجدني المعلم.,سارة اصطدمت بي عن طريق الخطأ وسقطت بقوة.,1
أرادت كريسي رؤية الفيلم الجديد الذي سيصدر.,كريسي لم يشاهد الفيلم أبدًا.,تمكنت من العثور على موقف للسيارة حيث كان المسرح فارغًا.,لقد نسيت كريسي الأمر بعد توقف الإعلانات.,2
في الأسبوع الماضي ذهبت للتزلج على الجليد مع أصدقائي.,لكن لحسن الحظ تمكنت من صدها بأمان.,لقد تعرضنا لحادث.,لقد كان زلقًا ومنخفضًا للغاية.,1
حصلت ليزا على فرشاة أسنان جديدة.,ومنذ ذلك الحين، أصبحت ليزا تشتري دائمًا فرشاة أسنان ناعمة.,كانت هذه أول فرشاة أسنان ذات شعيرات ناعمة اشترتها ليزا على الإطلاق.,استخدمت ليزا فرشاة الأسنان وكانت قصيرة جدًا وتسببت في خدش لثتها.,1
خرج نيت من عيادة الطبيب.,نهض نيت على الفور ونظف نفسه.,رأى نيت الطبيب يتعثر ويسقط على قطعة من العشب.,سقط نيت وأصبح متسخًا.,2
كان لدينا قطط في مكان عملنا.,لقد مرضت وذهبت إلى المنزل.,أحد الموظفين يعاني من حساسية الفول السوداني.,لم تكن كارين تعلم أنها تعاني من حساسية تجاه القطط.,2
كان تيمي الصغير يحب صنع الأفلام المنزلية.,كان والداه قلقين بعد أن قرأوا نصه الجديد.,تيمي كتب نصًا فظيعًا.,كتب تيمي نصًا رائعًا.,1
لا يُسمح لماثيو بتناول الطعام أو الشراب بالقرب من الكمبيوتر.,يفقد ماثيو امتيازات الكمبيوتر لمدة شهر.,كان ماثيو يشرب كوبًا من الماء أمام الكمبيوتر.,كان لدى ماثيو كوب فارغ أمام الكمبيوتر.,1
كنت داخل متجر للقصص المصورة.,ذهبت إلى المنزل وقرأته، وأعجبني حقًا.,لقد وجدت الرجل العنكبوت الذي لم أره من قبل.,لقد اشتريت مسرحية مأساوية.,1
عارض أحد أعضاء مجلس الشيوخ مشروع قانون.,لقد نجحت، تسعة وتسعون إلى واحد.,لقد كانوا معروفين بأنهم على حق.,لقد كان في الأقلية في هذا المشروع.,2
كان لدى لوسي اختبارًا غدًا في المدرسة وبالكاد درست.,فشلت لوسي في الاختبار لأنها لم تدرس.,بقيت لوسي مستيقظة طوال الليل تدرس للاختبار.,اختارت لوسي عدم الدراسة.,2
ذهبت ليندا لشراء بعض الزبادي المجمد.,لقد شعرت ليندا بخيبة أمل كبيرة.,لم تكن لديها نكهتها المفضلة هناك.,كان المتجر في حي ليندا مغلقًا.,1
لقد قيل لتيمي عدة مرات ألا يلعب الكرة في المنزل.,وبما أن لا أحد سيعترف بذلك، تم إلغاء الإجازة العائلية.,لقد كسر تيمي المرآة لكنه لم يعترف بذلك.,تيمي لا يزال يلعب وكسر ظفره.,1
احتفل تيري بعيد ميلاده وذهب إلى مطعمه المفضل.,لم يغني النادل، لذا غنى تيري لنفسه.,كان تيري متحمسًا لغناء أغنية عيد ميلاد سعيد له.,اعتقد تيري أن العاملين في المطعم نسوا عيد ميلاده.,1
شعرت ماري آن بالوحدة وقررت تبني قطة.,أخذت القطة معها إلى المنزل.,وجدت ماري آن قطة حنونة ولطيفة.,رأت قطة ذات مظهر مثير للشفقة في متجر الحيوانات الأليفة.,1
كنت أعمل في Mechanical Turk,قررت أمازون حظري.,لقد تراكمت علي ديون كثيرة.,لقد كسبت الكثير من المال.,2
انتقل بيل إلى مدينة جديدة، وكان بحاجة إلى العثور على صالة ألعاب رياضية.,بعد الزيارة، أصبح بيل عضوًا فخورًا في صالة الألعاب الرياضية.,قام بالتحقق من هاتفه لمعرفة أقرب صالة ألعاب رياضية إليه.,قام بالتحقق من هاتفه لمعرفة أقرب مقهى له.,1
لقد غادرت العمل غاضبًا لأنه كان يومًا طويلًا.,لقد ساعدتني سيدة لطيفة على النهوض واستدعت سيارة الإسعاف.,كنت متعبًا وسقطت.,عندما كنت عائدا إلى المنزل، خطوت فوق صخرة على الأرض.,1
دخلت كيت في المخاض يوم الاثنين صباحًا.,قام الطبيب بتوليد طفل كيت.,انكسرت مياهها وكانت تعاني من الألم في طريقها إلى المستشفى.,طلبت كيت من الممرضة أن تحضر قابلة.,1
كان ظهري يؤلمني من العمل.,لقد شعرت بتحسن كبير في ظهري بعد ذلك.,قررت أن أقف قليلاً.,ذهبت لرؤية طبيب العظام لإجراء التعديل.,2
اضطرت جدة جوان إلى الذهاب إلى دار رعاية المسنين.,قامت بتعبئة البرطمانات، ونفضت الغبار عنها، ووضعتها على الرف في المنزل.,جدة جوان أصبحت كبيرة في السن وكانت تفعل أشياء غير مرغوب فيها في المنزل.,أخذت جوان بعض الجرار التي لم تعد جدتها قادرة على تحملها.,1
ذهب نيد في إجازة إلى بيرو.,تمكن نيد من الوصول إلى القمة بمساعدة الحمال.,كان لديه الكثير من الأمتعة التي يجب أن يحملها إلى الفندق.,لحسن الحظ كانت غرفة نيد في الفندق في الطابق الأول لأن المصاعد لم تكن تعمل.,1
حاولت الزرافة أن تأكل الأوراق.,أكلت الزرافة كل الأوراق الموجودة على الشجرة.,لم يعد جائعًا وأخيرًا أصبح ممتلئًا.,لقد كان جائعًا ولم يكن يشبع.,2
فرانك يحب الذهاب إلى هذا المقهى الموجود بجوار شقته.,يتعين على فرانك الآن أن يجد مكانًا جديدًا لتناول الساندويتش.,تم افتتاح محل الأطعمة المفضل لدى فرانك.,حزن فرانك عندما علم أن المقهى قد أغلق.,2
اعتقد توم أنه لاعب شطرنج مذهل.,لقد اندهش توم وتواضع أمام والده.,لم يتمكن والد توم من التغلب عليه في لعبة الشطرنج.,لقد لعب توم مع والده وخسر لعبة الشطرنج.,2
إليزابيث امرأة لائقة جدًا.,سقطت إليزابيث وهبطت مباشرة في البركة، وأصبحت موحلة.,إنها غالبًا ما ترفع يديها في الهواء كما لو كانت تريد رفع السقف.,ارتدت إليزابيث الكعب العالي في يوم ممطر.,2
كان لدى جيس وظيفة في تنظيف الطائرات.,رئيسها طلب منها التوقف عن الاحتفاظ بالكتب!,جيس تحب جميع الكتب التي تجدها في الطائرات.,لم تحتفظ جيس بالكتب على الجانب أبدًا وكانت متعبة للغاية.,1
لم يتمكن آل سميث من العثور على قطتهم.,مواء قطة سميث عند الباب الأمامي.,هربت قطة سميث من الباب الأمامي.,هربت قطة سميث إلى الطابق السفلي.,1
اتبع جيد التعليمات لتجميع نظام التشغيل Chromium OS.,وأخيرًا استسلم، وتعلم أن يحب الويندوز.,وجد جيد أنه من السهل جدًا تجميعه.,لقد كان الأمر صعبًا جدًا على الرغم من ذلك.,2
كان آرثر معجبًا بابنة رئيسه، أنكا.,ولم يمض وقت طويل قبل أن يعرف عن كثب حساسيتها تجاه الفول السوداني.,كان آرثر يعبدها من بعيد.,قام آرثر بتحضير الفول السوداني الرائع لأنكا.,2
في أبريل الماضي استيقظت على صوت صفارات الإنذار من الأعاصير.,وعندما انتهى الأمر نظرنا إلى الخارج حيث الدمار.,قضت إبريل الليل في الطابق السفلي.,لقد كان علي أن أخرج للانتظار حتى ينتهي الإعصار.,1
كان لدى صديقي قرص Yerbie Frisbee الذي يذهب إلى مسافة بعيدة حقًا.,لم نرى هذا الفريسبي مرة أخرى.,رمى صديقي القرص الطائر على بعد قدم واحدة.,لقد جاء كلب وأخذه.,2
كانت أشلي ذاهبة إلى الكافتيريا لتناول الغداء.,وبعد ذلك أصبحت الوحيدة في طابور الغداء!,لقد دخلت في طابور الغداء مع الجميع.,لقد علم الناس أن برجر الجبن ليس موجودًا في قائمة الطعام اليوم.,2
قرر مايك أن يتطوع في المزرعة.,ولكنه حصل على الكثير من الخضروات مجانًا.,في الواقع مايك لم يعجبه الأمر كثيراً.,لقد كان عملاً ممتعًا مقابل أجر كبير.,1
أنا وأصدقائي كنا نستمتع بوقتنا.,وبعد ذلك ذهبنا إلى مطعم وتناولنا الطعام.,لقد شعرنا بالشبع عندما كنا نستمتع بوقتنا.,سئمنا وبدأنا نلعب لعبة فيديو. ثم شعرنا بالجوع.,2
لقد كانت آنا تؤجل غسل الملابس.,استغرقت آنا عدة ساعات في تجفيف الأعشاب الطبية.,كان عليها أن تفعل أشياء أخرى أولاً.,لكن كان عليها أن تفعل أشياء أخرى أولاً.,2
لقد أراني ليو خدعة في دور السينما الأسبوع الماضي.,لقد كانت رائحتها منعشة، وكنت سعيدًا لأن شخصًا ما كان مسرفًا جدًا في وقت سابق!,قال إن الناس يتركون الأشياء خلفهم. وجدنا مُعقّمًا!,لقد أظهر لي ليو كيفية تسجيل الأفلام على هاتفي.,1
رأى توم كلبًا ودودًا أثناء سيره في المدينة.,لقد أخذ إلى منزله كلبًا رائعًا وأصبح له صديقًا جديدًا.,وكان الكلب يعاني من سوء التغذية.,أصبح توم صديقًا للكلب وأخذه إلى ملجأ.,1
انكسرت دمية ليلي المفضلة.,وأخيرا، عادت الدمية في حالة ممتازة.,أخذ والدا ليلي الدمية إلى متجر الألعاب.,كسرت جدة ليلي دميتها.,1
كان ريك يعزف على الساكسفون في الفرقة الموسيقية.,ريك يلعب الآن الترومبون.,اشترى ريك ترومبون.,لقد شعر ريك بالملل وأراد تجربة هواية جديدة.,1
ذهب جيم إلى الشاطئ.,كان جيم غاضبًا من أخته.,لقد تخلت عنه أخت جيم.,سكبت أخت جيم الرمل في الدلو.,1
كان على شميدت أن يستقل الحافلة للذهاب إلى العمل.,لقد تم تسجيله في العمل.,وصلت الحافلة مبكرًا لالتقاط شميدت.,لقد تأخر شميدت عن العمل لأنه فاته التوقف.,2
عندما تخرجت مارلين ذهبت للعمل لدى عمها في كاليفورنيا.,تعمل مارلين الآن كخادمة في الفندق الموجود أسفل الشارع.,عمها كان يملك فندقًا.,لم تتوافق معه وبكت.,1
هز الناس رؤوسهم لأن ستو لم يرغب في شراء سيارة.,كان ستو يركب دراجته لزيارة الجثث في المقبرة بانتظام.,تعافى والدا ستو من حادث سيارة.,لقد قُتل والدا ستو في حادث سيارة.,2
أتذكر الضربة الوحيدة التي حصلت عليها في دوري الصغار,لقد وصلت إلى المركز الأول في الوقت المناسب، ولم أصدق ما فعلته في النهاية.,ضربت كرة خاطئة بين المدرجات والقاعدة الثالثة.,لقد كنت متحمسًا جدًا لهذا الإنجاز.,2
كان على فرانكي التسوق لشراء هدايا عيد الميلاد.,دفعت وأخذت أغراضها إلى منزلها.,ذهب فرانكي للتسوق واختار بعض الهدايا.,ذهب فرانكي إلى متجر الأجهزة.,1
كان بيلي وروبرت غاضبين من بعضهما البعض بسبب التجارة المقترحة.,لأنه لا يريد أن يُعرف بأنه غشاش، قرر بيلي مواجهة روب.,انتهى الأمر بروب إلى الغش.,أخبر روب الناس أن بيلي خدعه في التجارة.,2
لقد كانت لدي صديقة كانت تحتاجني بشدة.,وبعد بضعة أشهر انتهى بي الأمر إلى الانفصال عنها.,كانت صديقتي تريد أن تكون معي طوال الوقت ولم تسمح لي أبدًا بالخروج مع أصدقائي.,كان توسلاتها المستمر مثيرًا.,1
طاردت القطة الفأر عبر المستودع الفارغ.,قررت القطة الاستلقاء والنوم.,كان الفأر سريعًا جدًا بالنسبة للقط.,طارد الفأر القطة إلى جحرها.,1
كان العشب في فناء منزل لوك ينمو بسرعة.,الآن ساحة لوك يتم صيانتها دائمًا بشكل جيد.,لقد استأجر لوك شركة لإزالة العشب.,اشترى لوك جزازة عشب جديدة لقص العشب الخاص به.,2
لقد قمت بقيادة دراجتي النارية عبر الشارع.,لقد قمت بتغيير كلمة مرور الواي فاي لتعزيز الأمان.,عبر الشارع كان هناك بار حيث شربت كثيرًا، وأخبرت جميع زبائنه بكلمة مرور شبكة الواي فاي الخاصة بي.,عبر الشارع كان هناك بار كنت أشرب فيه دائمًا ولم أخبر أحدًا بكلمة مرور شبكة الواي فاي الخاصة بي.,1
كان روبرت يخطط لتناول عشاء لطيف مع صديقته كيت.,ولكنها كذبت على روبرت وأخبرته أنها تحبه.,كانت كيت تخطط للانفصال عن ديفيد.,لم يعجبها ذلك حقًا.,2
كان جوستين ينهي بعناية لوحته المائية في درس الفن.,كان جوستين حزينًا لكنه قرر أن يكون لطيفًا مع لورا.,أدلت لورا بتعليق وقح حول لوحته.,لقد أحضرت صديقته لورا دهانات جديدة فأعطاها دهاناته.,1
تلاحظ مورين أنها تواجه صعوبة في رؤية الأشياء البعيدة.,مورين سعيدة لأنها تستطيع الرؤية بشكل جيد مرة أخرى.,قررت مورين تحديد موعد لفحص بصرها والذي كان 20/20.,ذهبت إلى طبيب العيون وحصلت على نظارات.,2
كانت نيشاي تقوم بإعداد عشاء الدجاج الشهير لصديقها.,عندما انتهى أخبرها أن هذا أفضل ما أكله على الإطلاق.,أضاف بعض التوابل والأعشاب إلى الدجاج.,لقد كان متحمسًا لتناوله.,2
لقد أردت دائمًا جوارب فاخرة.,لقد شعرت بالخجل مما فعلت.,اشتريت زوجًا من الجوارب التي اعتقدت أنها كانت أنيقة حقًا ولكنها بدت قبيحة للغاية.,لقد اشتريت زوجًا من الجوارب التي اعتقدت أنها كانت أنيقة حقًا ولكنها كانت تبدو قبيحة للغاية، لذلك قمت بإعادتها.,1
كان نيل يحب الشرق الأوسط.,لقد وجد أن البحرين جميلة تمامًا كما كان يحلم بها!,قرر نيل السفر إلى الشرق الأقصى.,قام نيل بتوفير المال لقضاء إجازة لمدة أسبوعين وقام بزيارة المنطقة بأكملها.,2
ذهبت لوسي وجدتها إلى وول مارت.,لم يكن هذا ما أرادته، لكنه كان أفضل من لا شيء على الإطلاق.,أرادت لوسي الحلوى، لكن جدتها اشترت لها تفاحة.,جعلت الجدة لوسي تقوم بالحيل للحصول على المال.,1
كانت رحلتي إلى كوريا اليوم.,لقد أدركت أن هذا المكان يختلف قليلاً عن مدينتي.,عندما وصلت هناك، لم أكن أعرف شيئا من اللغة.,وصلت هناك مبكرا وقررت البقاء في فندقي.,1
أرادت تيس أن تصنع البيتزا لعائلتها لتناول العشاء.,لقد طلبت بيتزا جاهزة، وقد أحبتها عائلتها!,لم تكن تيس تشعر بالرغبة في إنفاق المال.,ولكن فرنها كان مكسورًا.,2
لم يكن لدى كارين صديق في عيد الحب.,تفكير شقيقها جعل عيد الحب بالنسبة لها مميزًا!,قررت كارين شراء هدية عيد الحب لأخيها.,أعطاها شقيق كارين الصغير صندوقًا من الشوكولاتة.,2
كان لدى ابن دانا بعض الواجبات المنزلية.,لقد انتهوا من ورقة العمل بسرعة.,كان ابن دانا يعمل على ورقة عمل مع أمه.,ساعد ابن دانا دانا في إنهاء الأمر.,1
ذهبت ماري إلى المقهى.,لقد قرروا أن يذهبوا إلى الحديقة معًا يوم السبت.,في المقهى، التقى مايك بصديق قديم.,التقت ماري بصديقها السابق في المقهى.,2
كان روني يقضي وقته مع أصدقائه بعد المدرسة.,تم القبض على روني من قبل أمين الصندوق ووقع في مشكلة كبيرة بعد ذلك.,قام روني وأصدقاؤه بأخذ الحلوى من المتجر دون أن يدفعوا ثمنها.,ترك روني أصدقائه عندما قرروا سرقة لوح حلويات.,1
لقد استعارت جينا كتابًا من المكتبة.,عرفت أنها يجب أن تذهب إلى منزلها وتبحث عنه للعثور عليه.,حصلت جينا على رسوم تأخير على الكتاب.,كان عليها أن تحصل على شيء لتأكله.,1
كانت جدة لوسي تعلمها الخياطة.,وافقت لوسي أخيرًا على البدء بالوسادة.,أرادت لوسي تجربة شيء صعب لكن جدتها طلبت منها أن تصنع وسادة.,قررت لوسي عدم الخياطة.,1
لقد سئم يوليوس من الاستيقاظ على أصوات جيرانه الصاخبة.,ثم قرر يوليوس الانتقال وكان سعيدًا بهذا القرار.,فكر يوليوس في البحث عن أماكن جديدة للعيش فيها.,بدأ يوليوس عملية البحث عن منزل.,2
كان لدى جيسون شكوك حول بدء علاقة جديدة.,عندما استيقظ في الصباح التالي، اعتقد أن هناك ملاكًا بجانبه.,قام جيسون بدعوة صديقته الجديدة للبقاء ليلة واحدة.,لم يلتقي جيسون بأحد.,1
كانت إيمي تبلغ من العمر 19 عامًا وكانت بحاجة إلى وظيفة.,لقد كان الأمر أبعد مما ترغب، لكن إيمي كانت سعيدة بالحصول على وظيفة.,حصلت إيمي على وظيفة في المركز التجاري.,حصلت إيمي على وظيفة في المنزل المجاور.,1
نيت ذهب إلى السينما!,ولكنه أكل كثيرًا لدرجة أنه انتهى به الأمر إلى تفويت الفيلم!,ذهب نيت إلى البوفيه مسبقًا.,لم يأكل الكثير من الطعام.,1
وكان وايمان وعائلته يخيمون في خيمة.,لقد رأوا آثار الدببة حول طاولة النزهة.,قام وايمان وعائلته بفحص المنطقة ولم يجدوا شيئا مخيفا.,ظن وايمان أنه سمع هديرًا قادمًا من منطقة النزهة.,2
كان جيري دائمًا موضع سخرية في العمل.,الآن أصبح عليه أن يخبر زملاءه في العمل بما يجب عليهم فعله.,قرر أن يبذل كل طاقته للحصول على ترقية.,قرر أن يضع كل طاقته في ممارسة الجنس.,1
ذهب جيسون إلى مطبخ الحساء للحصول على بعض الطعام.,بعد تناول الطعام، أدرك جيسون أن المطبخ يحتاج إلى المزيد من الثقافة.,وكان الحساء حارا جدا.,كان الحساء بلا طعم.,2
كودي يعمل في مجال البيع بالتجزئة في شركة Target.,لسوء الحظ، عليه أن يغلق مرة أخرى غدًا.,تحدث مع مديره حول محاولة الحصول على ساعات عمل مبكرة.,كان كودي يكره أيام العمل ويفضل العمل في وقت متأخر.,1
تعثر جو وهو يحمل كرتونة حليب.,لقد بدوا غاضبين عندما مسح الانسكاب.,رأى جو الموظفين ينظرون إليه.,لحسن الحظ، لم ينكسر الكرتون.,1
كانت جينا فتاة جديدة في حرم جامعي خاص ونخبوي.,لقد تعرضت لمقلب، لأنه لم يكن حفلًا تنكريًا!,انضمت إلى مجموعة في الحرم الجامعي.,انضمت إلى عصابة في الحرم الجامعي.,1
قررت كيلي صنع بعض الجرانولا في المنزل.,رأت الشوفان يحترق فأغلقت الفرن على الفور.,تشتت انتباه كيلي ولكنها تذكرت الشوفان في الفرن.,غادرت كيلي المطبخ للذهاب إلى الحمام وعادت مباشرة إلى المطبخ.,2
كان بيلي يمشي في سنترال بارك.,انتهى الأمر ببيلي مبللاً للغاية من نزهته في الحديقة.,بدأ المطر بالهطول أثناء مشي بيلي.,بدأ المطر بالهطول بعد عودة بيلي إلى المنزل.,1
لقد كرهت لينيت كونها الطفل الأكبر.,لا تزال لينيت تقوم برعاية الأطفال لمساعدة العائلة.,شعرت لينيت أن والديها العاملين يجب أن يدفعوا أجرة مربية الأطفال.,كان على لينيت أن تتولى رعاية أشقائها.,2
كانت أختي تفشل في مادة العلوم بالمدرسة.,لقد انتهى بها الأمر إلى اجتياز فصلها الدراسي بمساعدتي!,لقد ساعدت أختي في الدراسة.,طلبت منهم المساعدة.,1
كان راي يبحث عن هدية عيد ميلاد لأمه.,كانت والدة راي متفاجئة وسعيدة للغاية بجهاز Fitbit Ray الذي اشترته.,لقد اشترى لها ساعة أبل التي كانت تريدها دائمًا.,بدأت والدة راي مؤخرًا في المشي لإنقاص وزنها.,2
كان جون طالبًا في المدرسة الابتدائية.,أصبح جون موسيقيًا مشهورًا.,كان جون جيدًا جدًا في الموسيقى لكنه كبر ولم يعد قادرًا على ذلك.,لم يكن جون جيدًا جدًا في الموسيقى في المدرسة الابتدائية.,2
لقد كانت سالي بالخارج طوال الليل.,وأخيرا وصلت إلى غرفتها.,كانت سالي مستيقظة وأرادت العودة إلى المسبح.,كانت سالي في حالة سكر، وكانت تواجه صعوبة في العثور على طريقها.,2
كان تود متحمسًا لكونه ضمن فريق كرة السلة في مدرسته الإعدادية.,في النهاية، انسحب تود من الفريق، غاضبًا لأنه لم يتمكن من اللعب أبدًا.,كان تود موجودًا على قائمة اللاعبين المشاركين في كل مباراة.,كان مدرب تود يستبعده دائمًا من الفريق لأنه كان جديدًا فيه.,2
تيم لم يدخن من قبل.,لقد تم معاقبته ولكن بعد فوات الأوان.,قرر أن الأمر سيكون فظيعًا لمحاولة ذلك.,أقنعه صديقه بتجربة سيجارة وأعجبته.,2
كنت في العمل عندما بدأ الثلج يتساقط.,لقد قضينا يومًا ثلجيًا كسولًا.,بحلول فترة ما بعد الظهر كان المكتب مغلقا بسبب الطقس.,لقد تأخر رئيسي عن الذهاب إلى المنزل.,1
في سن الـ27 كان وزني 300 رطل.,بعد مرور عام، فقدت 100 رطل وأكملت الماراثون!,كان علي أن أتبع نظامًا غذائيًا وأمارس الرياضة أو أموت شابًا.,لقد عملت بجد مع طبيبي لزيادة وزني.,1
لقد كانت آنا تؤجل غسل الملابس.,قررت آنا عدم الانتظار لفترة طويلة مرة أخرى.,كان لديها الكثير لتفعله واستغرق الأمر ساعة واحدة لإنهائه.,كان لدى آنا أحمال متعددة للغسيل.,2
وكان وايت وأصدقائه في الفصل.,وفي النهاية قرر عدم فعل ذلك وبدلا من ذلك دافع عن الفتاة.,وكان وايت يسخر من فتاة.,وكان أصدقاء وايت يسخرون من فتاة.,2
كان إيلي متعبًا جدًا عندما عاد إلى المنزل.,جلس أمام التلفاز مع عشاء الميكروويف.,لم يكن لدى إيلي الطاقة لطهي وجبة طعام لنفسه.,كان إيلي متعبًا جدًا بحيث لا يستطيع الطهي، لذا قام بتسخين عشاء مجمد.,2
منذ بضع سنوات، كان الجميع من حولي يتعلمون التزلج على الألواح.,لم أتعلم التزلج بشكل صحيح أبدًا.,قررت أن أجربه، لكني لم أهتم أبدًا.,لقد حاولت الانضمام مرة واحدة، ولكن لم أتمكن من تحقيق التوازن على اللوحة.,1
لقد وجدت قطعة من عربة التسوق في سلة المهملات بالقرب من موقف السيارات.,عدت إلى موقف السيارات ولكن لم أجد شيئا آخر.,اعتقدت أنه قد يكون هناك المزيد من الأجزاء حولها.,أردت أن أرى إذا كان بإمكاني إرجاعه.,1
قرر بيل الذهاب إلى صالة الألعاب الرياضية لممارسة التمارين الرياضية.,توقف في الطريق لشراء عصير.,أدرك بيل أنه لم يأكل طيلة العقد.,أراد بيل أن يأكل شيئًا قبل الذهاب إلى صالة الألعاب الرياضية.,2
اشترى رود لوالدته قلادة بمناسبة عيد ميلادها.,وأعطاهم لأمه في قلادتها الجديدة.,ثم قام رود بالتقاط صور لأمه وزوجته لإكمال الهدية.,لقد التقط صورًا لأطفاله.,2
كانت سام تحب الطبخ، لكن مدرستها لم يكن بها نادي للطبخ.,الآن سام تطبخ، وتساعد - وتبدو رائعة في استمارات الكلية الخاصة بها!,ولحسن الحظ أنهم قدموا في الفصل الدراسي التالي بعض الأندية الجيدة الأخرى.,لذلك بدلاً من ذلك حصل سام على وظيفة في مطبخ مطعم.,2
سام و توم كانا يتشاجران على بطانية.,لقد سحب سام بقوة أكبر وفاز بالقتال.,لقد كانوا يسحبونه ذهابا وإيابا.,كلاهما أكلا بقدر ما استطاعا.,1
حلمت إيلين بالفوز بجائزة مقابل ورودها.,كان على إيلين أن تدفع رسومًا لاستبدال بطاقة المكتبة الخاصة بها.,أرسلت بطاقة الائتمان الخاصة بها عن طريق الخطأ عندما دخلت المسابقة.,قررت أن تذهب إلى المكتبة لإجراء بعض الأبحاث، لكنها لم تتمكن من العثور على بطاقة المكتبة الخاصة بها.,2
دان لم يكن جيدا جدا في الرياضيات.,لقد كان الأمر سهلاً بالنسبة له، وشعر بتحسن كبير في مهاراته في الرياضيات.,لقد وجد معلمًا علمهم طريقة مختلفة للتفكير في الرياضيات.,درس دان وحصل على درجة D في اختبار الرياضيات.,1
كانت هناك حافلتان فقط تذهبان إلى أي مكان بالقرب من شارع لورا.,كان على لورا أن تنزل وتمشي مسافة ميلين إلى المنزل.,لقد فقدت لورا بالفعل الحافلتين.,توقفت الحافلة بجوار منزلها أمام متجر.,1
أراد دان العثور على الهدية المثالية لعيد ميلاد والدته.,شرح دان الوضع ولم تكن والدته منزعجة.,دان فقد سرواله.,اشترى لها مجموعة من الورود لكنه أسقطها أثناء دخوله إلى المنزل.,2
لقد أردت دائمًا جوارب فاخرة.,لقد أحببت جواربي الجديدة.,اشتريت زوجًا من المتجر.,لم أتمكن من توفير المال لشراء زوج جديد من الجوارب.,1
كان جوليان غاضبًا بعد طرده من أحد المطاعم.,لقد عرفوا أنه هو ومنعوه.,كان جوليان يتسلل بالطعام إلى المطبخ.,قرر جوليان إغلاق النافذة والمطعم.,2
كان جوني خائفًا من حمل الألعاب النارية.,وأعرب عن أمله في أن يكون شجاعًا بدرجة كافية في المرة القادمة.,كان جوني يحمل الألعاب النارية بعصبية.,رفض جوني حمل الألعاب النارية.,2
تعيش ياسمين وأختها بالقرب من منطقة مشجرة.,لقد استمتعت الفتاتان كثيرًا بالركض حول الأشجار.,كانت ياسمين وأختها تحبان اللعب في الغابة.,لقد كان الطقس ممطرًا فخرجوا للعب فيه.,1
لقد وجدنا النمل في مياه جهاز كيوريج الخاص بنا.,لقد رحلوا أخيرا، على الرغم من أننا لا نعرف السبب.,لقد غسلنا جهاز Keurig الخاص بنا جيدًا.,تركناها وحدها ولم ننظفها.,1
كان جيمس يبحث عن النفط في داكوتا الشمالية.,باع جيمس الزيت وحصل على ربح جيد جدًا!,اشترى جيمس أرضًا يوجد تحتها نفط.,لقد فقد بعض النفط في بعض الأراضي الخاصة.,1
شكلت الفتيات في المدينة فريقًا جديدًا لكرة القدم.,بفضل عملهم الجاد، فازوا بمباراتهم الأولى.,عملت الفتيات بهدوء وتدربن يوميًا.,تدربت الفتيات عدة ساعات في الأسبوع.,2
سارة تحب الطبخ.,لقد تأثرت سارة وشجعتها على الطبخ أكثر.,أحب أصدقاء سارة طعامها.,حصلت سارة على سجل كهدية.,1
انتقل كريستوفر إلى جزء جديد من المدينة بسبب وظيفة جديدة.,من الآن فصاعدا، سيحتفظ كريستوفر بخريطة في سيارته.,لقد عرف بالضبط أين يذهب إلى الوظيفة الجديدة.,لقد ضاع أثناء ذهابه إلى الوظيفة الجديدة.,2
