input,golds,options,preds,probs
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما التركيب الدفاعى الذى لا يوجد بشكل طبيعى ويتكون فقط نتيجة للعدوى بأحد مسببات الأمراض

أ- تيلوزات
ب- طبقة كيوتين شمعية
ج- شعيرات
د- أشواك

إجابة: ",0,"['أ- تيلوزات', 'ب- طبقة كيوتين شمعية', 'ج- شعيرات', 'د- أشواك']",ج,[0.05349859 0.20382614 0.49102125 0.251654  ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تقوم بعض أنواع الفاصوليا المقاومة للفطريات بتكوين مادة تمنع إنبات الجراثيم الفطرية أى الآليات المناعية الآتية تنتمى إليها هذه المادة ؟
أ- فينولات
ب- أحماض أمينية غير بروتينية
ج- مستقبلات
د- إنزيمات نزع السمية

إجابة: ",1,"['أ- فينولات', 'ب- أحماض أمينية غير بروتينية', 'ج- مستقبلات', 'د- إنزيمات نزع السمية']",ج,[0.0315689  0.31056637 0.6045589  0.05330588]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى مما يلى لا يتأثر بزيادة تركيز المستقبلات فى النبات ؟
أ- تكوين التيلوزات
ب- سمك طبقة الكيوتين
ج- التخلص من الأنسجة المصابة
د- إنتفاخ الجدر الخلوية

إجابة: ",1,"['أ- تكوين التيلوزات', 'ب- سمك طبقة الكيوتين', 'ج- التخلص من الأنسجة المصابة', 'د- إنتفاخ الجدر الخلوية']",ج,[0.05188103 0.23076348 0.4837654  0.23359013]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: توجد فى النبات وتشبه فى عملها عمل الكبد فى الإنسان
أ- فينولات

ب- إنزيمات نزع السمية
ج- كانافنين
د- مستقبلات

إجابة: ",1,"['أ- فينولات\n', 'ب- إنزيمات نزع السمية', 'ج- كانافنين', 'د- مستقبلات']",ج,[0.01924726 0.22580989 0.6104297  0.14451309]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كلا مما يأتى من مسببات الموت فى النبات ماعدا
أ- حشرات
ب- فطريات
ج- طحالب
د- فيروسات

إجابة: ",2,"['أ- حشرات', 'ب- فطريات', 'ج- طحالب', 'د- فيروسات']",ج,[0.10074043 0.3569788  0.3968669  0.14541389]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: عندما تهاجم الكائنات الممرضة أنسجة النبات السطحية
أ- يتكون الفلين ويترسب الصموغ
ب- تتكون حواجز داخل أوعية وقصيبات الخشب
ج- يزداد تركيز بعض المواد الموجودة سلفا فى النبات وتنشط المناعة الفطرية
د- تتكون الشموع والأشواك والشعيرات

إجابة: ",2,"['أ- يتكون الفلين ويترسب الصموغ', 'ب- تتكون حواجز داخل أوعية وقصيبات الخشب', 'ج- يزداد تركيز بعض المواد الموجودة سلفا فى النبات وتنشط المناعة الفطرية', 'د- تتكون الشموع والأشواك والشعيرات']",ج,[0.02275323 0.33031732 0.4547606  0.19216885]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من الأساليب التى تؤدى إلى زيادة مناعة المحصول ضد الأمراض
أ- التكثير الإنتقائى فقط
ب- التكثير الإنتقائى والهندسة الوراثية
ج- التكثير الإنتقائى ورش المواد السامة
د- الهندسة الوراثية ورش المواد السامة

إجابة: ",1,"['أ- التكثير الإنتقائى فقط', 'ب- التكثير الإنتقائى والهندسة الوراثية', 'ج- التكثير الإنتقائى ورش المواد السامة', 'د- الهندسة الوراثية ورش المواد السامة']",ج,[0.01673796 0.10311197 0.505861   0.37428913]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: بعض مسببات الأمراض ينتج سموما تضر النبات ما المواد الكيميائية التى ينتجها النبات لتكسير هذه السموم وتقليل الضرر الذى تسببه ؟
أ- جلوكوسيدات
ب- أحماض أمينية غير بروتينية
ج- فينولات
د- إنزيمات

إجابة: ",3,"['أ- جلوكوسيدات', 'ب- أحماض أمينية غير بروتينية', 'ج- فينولات', 'د- إنزيمات']",ج,[0.07574336 0.29371414 0.48683238 0.14371017]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: مركب الكيتوزان الأمن يستحث الإستجابة المناعية فى خلايا درنة البطاطس المصابة بالعفن الجاف ما الآلية التى تماثل فى عملها دور هذا المركب ؟
أ- المستقبلات
ب- السيفالوسبورين
ج- تعزيز دفاعات النبات
د- إنزيمات نزع السمية

إجابة: ",0,"['أ- المستقبلات', 'ب- السيفالوسبورين', 'ج- تعزيز دفاعات النبات', 'د- إنزيمات نزع السمية']",ج,[0.02217004 0.08075168 0.6870717  0.21000656]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تعتبر الصموغ من الوسائل الدفاعية لأنها تمنع إنتقال الكائنات الممرضة إلى النسيج السليم
أ- صح
ب- خطأ

إجابة: ",0,"['أ- صح', 'ب- خطأ']",ب,[0.48543984 0.51456016]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من آليات الدفاع ضد أى خطر عند الثعابين
أ- تغيير لونها بغرض التمويه
ب- إفراز السموم لقتل العدو
ج- الجرى بغرض الهروب
د- أول إجابتين

إجابة: ",1,"['أ- تغيير لونها بغرض التمويه', 'ب- إفراز السموم لقتل العدو', 'ج- الجرى بغرض الهروب', 'د- أول إجابتين']",د,[0.02041719 0.15647718 0.26481953 0.5582861 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تعتبر مناعة فطرية فى النبات
أ- شموع
ب- تيلوزات
ج- صموغ
د- جدار خلوى

إجابة: ",3,"['أ- شموع', 'ب- تيلوزات', 'ج- صموغ', 'د- جدار خلوى']",ج,[0.03108044 0.23103888 0.60127634 0.13660432]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى الطرق المناعية الآتية غير مؤثرة فى ميكروب يصيب أوراق نبات من خلال الثغور ؟
أ- تكوين تيلوزات لغلق وعاء الخشب
ب- إفراز مواد سامة مثل الفينولات
ج- قتل خلايا الأوراق المصابة ( حساسية مفرطة )
د- إحاطة الميكروب ومنع نموه

إجابة: ",0,"['أ- تكوين تيلوزات لغلق وعاء الخشب', 'ب- إفراز مواد سامة مثل الفينولات', 'ج- قتل خلايا الأوراق المصابة ( حساسية مفرطة )', 'د- إحاطة الميكروب ومنع نموه']",ج,[0.02684324 0.10612103 0.54619783 0.3208379 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: توجد أسباب عديدة لمرض وموت النباتات أى من الآتى يحدث بسبب مسبب للمرض
أ- نقص معادن التربة وهو يؤدى إلى ضعف النمو
ب- التلوث بالمعادن الثقيلة من مخلفات المصانع
ج- رش المبيدات للقضاء على الحشرات الضارة
د- آفة البطاطس التى تؤدى إلى تناقص غلة المحصول

إجابة: ",3,"['أ- نقص معادن التربة وهو يؤدى إلى ضعف النمو', 'ب- التلوث بالمعادن الثقيلة من مخلفات المصانع', 'ج- رش المبيدات للقضاء على الحشرات الضارة', 'د- آفة البطاطس التى تؤدى إلى تناقص غلة المحصول']",ب,[0.24270901 0.36066824 0.22934085 0.1672819 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تقوم النباتات بإفراز مواد سامة قاتلة للكائنات الممرضة وتعتبر من الوسائل الدفاعية الكيميائية عند النبات
أ- صح
ب- خطأ

إجابة: ",0,"['أ- صح', 'ب- خطأ']",ب,[0.48012874 0.51987123]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى من الآتى ليس من إستجابات النباتات التى تستثيرها العدوى
أ- تقوية جدران الخلايا باللجنين والكالوز
ب- زيادة تفرع النبتات
ج- إطلاق جزيئات سامة تهاجم مسبب المرض مباشرة
د- إنتاج التيلوز لمنع نقل الماء فى نسيج الخشب

إجابة: ",1,"['أ- تقوية جدران الخلايا باللجنين والكالوز', 'ب- زيادة تفرع النبتات', 'ج- إطلاق جزيئات سامة تهاجم مسبب المرض مباشرة', 'د- إنتاج التيلوز لمنع نقل الماء فى نسيج الخشب']",د,[0.03253959 0.1767229  0.35136163 0.4393759 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: حائط الصد الأول فى النبات
أ- أدمة خارجية
ب- جدار خلوى
ج- صموغ
د- فينولات

إجابة: ",0,"['أ- أدمة خارجية', 'ب- جدار خلوى', 'ج- صموغ', 'د- فينولات']",ب,[0.06940119 0.3962762  0.3290372  0.20528544]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كيف تعمل المستقبلات الموجودة فى خلايا النبات آلية دفاعية
أ- تعمل عازلا لمنع مسبب المرض من الإنتشار إلى الأجزاء الأخرى
ب- ترتبط بالمواد الكيميائية المضادة للميكروبات التى ينتجها النبات لزيادة فعاليتها
ج- تزيد تبادل المعادن بين الخلايا النباتية المتجاورة
د- ترتبط بالجزيئات الشائعة الموجودة فى مسببات الأمراض وتستحث الإستجابات الدفاعية

إجابة: ",3,"['أ- تعمل عازلا لمنع مسبب المرض من الإنتشار إلى الأجزاء الأخرى', 'ب- ترتبط بالمواد الكيميائية المضادة للميكروبات التى ينتجها النبات لزيادة فعاليتها', 'ج- تزيد تبادل المعادن بين الخلايا النباتية المتجاورة', 'د- ترتبط بالجزيئات الشائعة الموجودة فى مسببات الأمراض وتستحث الإستجابات الدفاعية']",ج,[0.01663132 0.17255358 0.6782226  0.13259244]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تقوم النباتات بإنتاج مواد مثل الجلوكوزيدات و الأحماض الأمينية البروتينية لإزالة سمية السموم التى تفرزها الكائنات الممرضة
أ- صح
ب- خطأ

إجابة: ",1,"['أ- صح', 'ب- خطأ']",أ,[0.55522895 0.44477105]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي مما يلي لا يعد من الوظائف التي يقوم بها الجسم المضاد ؟
أ- تنشيط الاستجابة بالالتهاب
ب- تحويل الأنتيجينات الذائبة إلي غير ذائبة
ج- منع ارتباط السموم بالخلايا
د- منع أغلفة الفيروسات من الالتصاق بأغشية الخلية

إجابة: ",0,"['أ- تنشيط الاستجابة بالالتهاب', 'ب- تحويل الأنتيجينات الذائبة إلي غير ذائبة', 'ج- منع ارتباط السموم بالخلايا', 'د- منع أغلفة الفيروسات من الالتصاق بأغشية الخلية']",ج,[0.13360068 0.07722582 0.42295304 0.3662204 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أول نوع من كرات الدم البيضاء الذى يستجيب عند حدوث غزو بكتيرى
أ- كرات دم بيضاء ذات لون أحمر
ب- صفائح دموية
ج- كرات دم بيضاء ذات لون متعادل
د- لا شئ مما سبق

إجابة: ",2,"['أ- كرات دم بيضاء ذات لون أحمر', 'ب- صفائح دموية', 'ج- كرات دم بيضاء ذات لون متعادل', 'د- لا شئ مما سبق']",ج,[0.01620191 0.15740228 0.59377396 0.23262194]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تقوم كرات الدم المتعادلة بتكوين إنزيم يسمى
أ- إنزيم معدى
ب- إنزيم حاصر
ج- ليسوزوم
د- برونزيم

إجابة: ",2,"['أ- إنزيم معدى', 'ب- إنزيم حاصر', 'ج- ليسوزوم', 'د- برونزيم']",ب,[0.03993983 0.5600295  0.26300952 0.13702115]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أكثر كرات الدم البيضاء تعددا
أ- الحامضية
ب- القاعدية
ج- المتعادلة
د- لاشئ مما سبق

إجابة: ",2,"['أ- الحامضية', 'ب- القاعدية', 'ج- المتعادلة', 'د- لاشئ مما سبق']",ج,[0.01990071 0.34639218 0.4018963  0.23181072]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى مما يلى لا يعتبر من مكونات الجهاز المناعى ؟
أ- الأجسام المضادة
ب- المتممات
ج- الإنترفيرونات
د- الأنتيجينات

إجابة: ",3,"['أ- الأجسام المضادة', 'ب- المتممات', 'ج- الإنترفيرونات', 'د- الأنتيجينات']",ج,[0.06056839 0.0919003  0.8049681  0.04256324]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كرات الدم الحمراء هى أقراص إسفنجية مقعرة يبلغ قطرها
أ- 1 : 2 ميكرون
ب- 5 : 6 ميكرون
ج- 7 : 8 ميكرون
د- 8 : 9 ميكرون

إجابة: ",2,"['أ- 1 : 2 ميكرون', 'ب- 5 : 6 ميكرون', 'ج- 7 : 8 ميكرون', 'د- 8 : 9 ميكرون']",ب,[0.01615526 0.6158829  0.31850004 0.04946184]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: النواة فى كرات الدم البيضاء المتعادلة تتكون من 2 : 6 فصوص نووية مرتبطة معا بخيوط رفيعة
أ- صح
ب- خطأ

إجابة: ",0,"['أ- صح', 'ب- خطأ']",ب,[0.39560178 0.60439825]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: في أي المراحل الجنينية الأتية يبدأ تكوين الخلايا الليمفاوية ؟
أ- لحظة الإخصاب
ب- الثانية
ج- الثالثة
د- لحظة الولادة

إجابة: ",1,"['أ- لحظة الإخصاب', 'ب- الثانية', 'ج- الثالثة', 'د- لحظة الولادة']",د,[0.03880684 0.3326507  0.26807043 0.36047202]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: الدم هو نسيج رابط يحتوى على حشوة سائلة تسمى
أ- بلازما
ب- صفائح دموية
ج- كرات دم حمراء
د- جميع ما سبق

إجابة: ",0,"['أ- بلازما', 'ب- صفائح دموية', 'ج- كرات دم حمراء', 'د- جميع ما سبق']",ج,[0.08207765 0.20875081 0.65454584 0.05462563]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: السائل اللزج المكون من الخلايا الميتة والخلايا المحطمة يسمى
أ- لعاب
ب- سائل سنيفى
ج- صديد
د- بلازما

إجابة: ",2,"['أ- لعاب', 'ب- سائل سنيفى', 'ج- صديد', 'د- بلازما']",ج,[0.02880522 0.13778184 0.8075309  0.025882  ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يحتوى الدم على ...... من الماء وعدة بروتينات و كرات دم حمراء وخلايا دم بيضاء وصفائح دموية
أ- 40 : 50 %
ب- 50 : 55 %
ج- 90 : 92 %
د- 40 : 70 %

إجابة: ",2,"['أ- 40 : 50 %', 'ب- 50 : 55 %', 'ج- 90 : 92 %', 'د- 40 : 70 %']",ب,[0.11709759 0.5645651  0.2707136  0.04762367]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: عملية البلعمة
أ- عزل وقتل خلايا العائل بواسطة البكتيريا
ب- إلتهام البكتيريا بواسطة كرات الدم المتعادلة
ج- عملية تكوين كرات الدم المتعادلة بالإنقسام
د- لا شئ مما سبق

إجابة: ",1,"['أ- عزل وقتل خلايا العائل بواسطة البكتيريا', 'ب- إلتهام البكتيريا بواسطة كرات الدم المتعادلة', 'ج- عملية تكوين كرات الدم المتعادلة بالإنقسام', 'د- لا شئ مما سبق']",ج,[0.01868895 0.15055563 0.5624976  0.2682578 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما الوسائل الدفاعية التى تستجيب عند تناول شخص أطعمة ملوثة ببكتيريا السالمونيلا على الترتيب ؟
أ- المخاط - إفرازات المعدة
ب- اللعاب - بقع باير
ج- اللعاب - إفرازات المعدة
د- بقع باير - المخاط

إجابة: ",2,"['أ- المخاط - إفرازات المعدة', 'ب- اللعاب - بقع باير', 'ج- اللعاب - إفرازات المعدة', 'د- بقع باير - المخاط']",د,[0.01946974 0.22814648 0.2553305  0.49705333]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: اللون الأحمر لكرات الدم الحمراء يرجع إلى وجود صبغة حمراء تسمى
أ- كاروتين
ب- هيموكينين
ج- هيموجلوبين
د- إنثوكينين

إجابة: ",2,"['أ- كاروتين', 'ب- هيموكينين', 'ج- هيموجلوبين', 'د- إنثوكينين']",ب,[0.07983354 0.4848431  0.3774518  0.05787158]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى مما يلى يحدث أثناء حدوث الإستجابة بالإلتهاب ؟
أ- إفراز مواد تقلل الإمداد الدموى فى منطقة الإصابة
ب- زيادة إنتاج كرات الدم البيضاء فى نخاع العظام
ج- زيادة نشاط الخلايا البلعمية
د- إفراز الإنترفيرونات من الخلايا الصارية

إجابة: ",2,"['أ- إفراز مواد تقلل الإمداد الدموى فى منطقة الإصابة', 'ب- زيادة إنتاج كرات الدم البيضاء فى نخاع العظام', 'ج- زيادة نشاط الخلايا البلعمية', 'د- إفراز الإنترفيرونات من الخلايا الصارية']",أ,[0.43303382 0.34938994 0.18839933 0.02917692]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: وظيفة كرات الدم البيضاء
أ- إنتاج كرات الدم الحمراء
ب- هضم الدهون
ج- تخليص الجسم من السموم
د- حماية الجسم من الأمراض

إجابة: ",3,"['أ- إنتاج كرات الدم الحمراء', 'ب- هضم الدهون', 'ج- تخليص الجسم من السموم', 'د- حماية الجسم من الأمراض']",ج,[0.10612188 0.24554266 0.5280974  0.12023809]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أصيب شخص بميكروب ما وعند إجراء التحاليل الطبية تبين وجود إرتفاع فى نسبة الأجسام المضادة والبروتينات المنشطة مثل السيتوكينات ما الخلايا المناعية التى لها دور مشترك فى زيادة السيتوكينات والأجسام المضادة ؟
أ- البائية
ب- التائية القاتلة
ج- القاتلة الطبيعية
د- البلعمية

إجابة: ",3,"['أ- البائية', 'ب- التائية القاتلة', 'ج- القاتلة الطبيعية', 'د- البلعمية']",ج,[0.06058613 0.3487602  0.57816184 0.01249183]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: الصفائح الدموية فى دم الإنسان لا تمتلك نواة وهى قادرة على الإنتقال بإنتاج أقدام كاذبة
أ- صح
ب- خطأ

إجابة: ",0,"['أ- صح', 'ب- خطأ']",ب,[0.43366504 0.56633496]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما النتيجة المترتبة على استئصال الطحال؟
أ- نقص عدد خلايا الذاكرة في الدم
ب- زيادة عدد كرات الدم الحمراء المسنة في الدم
ج- عدم القدرة على إنتاج أجسام مضادة
د- عدم قدرة الغدة التيموسية على تمايز الخلايا الليمفاوية

إجابة: ",1,"['أ- نقص عدد خلايا الذاكرة في الدم', 'ب- زيادة عدد كرات الدم الحمراء المسنة في الدم', 'ج- عدم القدرة على إنتاج أجسام مضادة', 'د- عدم قدرة الغدة التيموسية على تمايز الخلايا الليمفاوية']",ب,[0.05532578 0.5442569  0.34310403 0.05731323]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تعمل الخلية البلعمية الكبيرة الدوارة على
أ- جمع المعلومات عن الكائنات الممرضة التى تدخل الجسم
ب- حماية النسيج المجاور به ضد أى كائن ممرض
ج- إنتاج الكيموكينات
د- إنتاج الأجسام المضادة عند دخول الكائن الممرض مرة أخرى

إجابة: ",0,"['أ- جمع المعلومات عن الكائنات الممرضة التى تدخل الجسم', 'ب- حماية النسيج المجاور به ضد أى كائن ممرض', 'ج- إنتاج الكيموكينات', 'د- إنتاج الأجسام المضادة عند دخول الكائن الممرض مرة أخرى']",ج,[0.14239642 0.05179385 0.77983326 0.02597644]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: بروتينات مناعية توجد فى الدم قبل الإصابة ولكن لا تقوم بأى دور مناعى إلا بعد الإصابة
أ- الأجسام المضادة
ب- الليمفوكينات
ج- المتممات
د- الإنترفيرونات

إجابة: ",2,"['أ- الأجسام المضادة', 'ب- الليمفوكينات', 'ج- المتممات', 'د- الإنترفيرونات']",ج,[0.05958771 0.10060401 0.7614058  0.07840249]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: الإستجابة بالإلتهاب يصاحبها
أ- ورم وإحمرار
ب- إفراز الهستامين
ج- إنخفاض ضغط الدم
د- جميع ما سبق

إجابة: ",3,"['أ- ورم وإحمرار', 'ب- إفراز الهستامين', 'ج- إنخفاض ضغط الدم', 'د- جميع ما سبق']",ج,[0.04875055 0.23094976 0.3855204  0.33477923]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تتحول الخلايا ..... إلى خلايا بلعمية فى بعض الأحيان عند حاجة الجسم إليها
أ- الخلايا التائية
ب- الخلايا وحيدة النواة
ج- الخلايا الحامضية
د- الخلايا القاتلة الطبيعية

إجابة: ",1,"['أ- الخلايا التائية', 'ب- الخلايا وحيدة النواة', 'ج- الخلايا الحامضية', 'د- الخلايا القاتلة الطبيعية']",ج,[0.01985983 0.24012515 0.53858805 0.20142692]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: الخلايا التى تفرز الهستامين
أ- ليمفاوية
ب- محببة قاعدية
ج- غير محببة
د- محببة حمضية

إجابة: ",1,"['أ- ليمفاوية', 'ب- محببة قاعدية', 'ج- غير محببة', 'د- محببة حمضية']",ج,[0.01245371 0.3157133  0.6459022  0.0259308 ]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: المصطلح الذى يصف تمييز الأجسام المضادة لمسبب المرض لتسهل على البلعمية إكنشافه
أ- المعادلة
ب- التشوه
ج- الترسيب
د- المعالجة بالأبسونين

إجابة: ",3,"['أ- المعادلة', 'ب- التشوه', 'ج- الترسيب', 'د- المعالجة بالأبسونين']",ج,[0.00683351 0.28220224 0.5707975  0.14016679]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تستطيع الخلايا التائية المساعدة TH تعرف الإنتيجينات عن طريق إرتباطها ب ...... الموجود على سطح الخلية البلعمية
أ- CD4
ب- CD8
ج- MHC
د- IGE

إجابة: ",2,"['أ- CD4', 'ب- CD8', 'ج- MHC', 'د- IGE']",ج,[0.05331528 0.1952058  0.46352112 0.28795782]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: يوجد نخاع العظام داخل عظام ....... مثل عظمة القص والجمجمة
أ- عظام طويلة
ب- عظام قصيرة
ج- عظام مسطحة
د- عظام شاذة


إجابة: ",2,"['أ- عظام طويلة', 'ب- عظام قصيرة', 'ج- عظام مسطحة', 'د- عظام شاذة\n']",ج,[0.03182302 0.21608822 0.4731017  0.27898708]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: زيادة تركيز أيون الهيدروجين فى بول الإنسان يكسب المثانة البولية ومجرى البول
أ- مناعة متخصصة
ب- مناعة طبيعية
ج- مناعة مكتسبة
د- أ و ج معا

إجابة: ",1,"['أ- مناعة متخصصة', 'ب- مناعة طبيعية', 'ج- مناعة مكتسبة', 'د- أ و ج معا']",ج,[0.04000276 0.17703891 0.51991475 0.26304364]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أى الخلايا التالية تلعب دورين فى مرحلتين  مختلفين   من المناعة الخلطية

أ- الخلايا البائية

ب- الخلايا البلعمية الكبيرة
ج- الخلايا التائية المساعدة
د- التائية الكابحة

إجابة: ",1,"['أ- الخلايا البائية\n', 'ب- الخلايا البلعمية الكبيرة', 'ج- الخلايا التائية المساعدة', 'د- التائية الكابحة']",ج,[0.02184281 0.15861256 0.7626389  0.05690563]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما المادة التى يعتبر إفرازها دليل على التكامل بين المناعة الخلطية والخلوية معا ؟
أ- الهستامين
ب- الإنترفيرونات
ج- الليمفوكينات
د- السيتوكينات

إجابة: ",3,"['أ- الهستامين', 'ب- الإنترفيرونات', 'ج- الليمفوكينات', 'د- السيتوكينات']",ج,[0.06349389 0.05690949 0.7665145  0.11308214]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من المواد التى تزيد عند موقع الجرح
أ- كيموكينات
ب- إنترليوكينات
ج- إنترفيرونات
د- متممات

إجابة: ",0,"['أ- كيموكينات', 'ب- إنترليوكينات', 'ج- إنترفيرونات', 'د- متممات']",ج,[0.03549357 0.34874398 0.49854988 0.11721265]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تعمل الغدة التيموسية على إنضاج الخلايا الليمفاوية الجذعية إلى
أ- خلايا بائية
ب- خلايا قاتلة طبيعية
ج- خلايا قاعدية
د- خلايا تائية

إجابة: ",3,"['أ- خلايا بائية', 'ب- خلايا قاتلة طبيعية', 'ج- خلايا قاعدية', 'د- خلايا تائية']",ج,[0.01284268 0.16198695 0.7680875  0.05708288]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ما الدور المناعى الذى تقوم به الخلايا المصابة بالفيروسات ذات المحتوى الجينى RNA داخل جسم الإنسان ؟
أ- إفراز إنزيمات تقتل مسببات المرض داخل الخلايا
ب- إنتاج مواد كيميائية سامة للكائن الممرض
ج- تحفز الخلايا البائية البلازمية لتكوين أجسام مضادة
د- إفراز مواد بروتينية للخلايا السليمة المجاورة

إجابة: ",3,"['أ- إفراز إنزيمات تقتل مسببات المرض داخل الخلايا', 'ب- إنتاج مواد كيميائية سامة للكائن الممرض', 'ج- تحفز الخلايا البائية البلازمية لتكوين أجسام مضادة', 'د- إفراز مواد بروتينية للخلايا السليمة المجاورة']",ج,[0.04702028 0.0633269  0.81162786 0.07802502]
"هذا سؤال في علم الأحياء للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: أي المواد التالية لا تلعب دورا في شفاء خلايا الكبد من فيروس (C) ؟
أ- الإنترفيرونات
ب- الهيستامين
ج- السموم الليمفاوية
د- الأجسام المضادة

إجابة: ",1,"['أ- الإنترفيرونات', 'ب- الهيستامين', 'ج- السموم الليمفاوية', 'د- الأجسام المضادة']",ج,[0.03699417 0.04671603 0.83952117 0.07676855]
