obs1,obs2,hyp1,hyp2,gold_label_original,gold_label_letter,predicted_label_letter,is_correct,llm_raw_response
سمعت آلي صريرًا قادمًا من الشجرة بجانب السطح.,راقبت من النافذة وهي عائدة إلى العش.,نظرت آلي إلى الخارج فرأت صغارًا بدون إشراف.,رأت عشًا يحوي سربًا من النحل.,1,أ,ب,False,ب
كانت زوجتي تحتاج إلى زوج من الأحذية لفصل الشتاء.,ثم اشترت أربعة أزواج أخرى!,عندما ذهبت زوجتي إلى متجر الأحذية وجدت صفقة على حذاء لي.,عندما ذهبت إلى المتجر وجدت صفقة على أحذية لي.,1,أ,ب,False,ب
لقد أكملت أول ماراثون لي اليوم.,أنا مخيب لآمال نفسي حقًا.,كنت قد تدربت من قبل ولكن لم أستطع المشي طوال الطريق.,لم أتدرب قط من قبل ذلك وواصلت المشي طوال الطريق.,2,ب,ب,True,ب
كان يوم ميلاد جاي الـ 26، وبدأ مثل أي يوم آخر.,لم يصدق عينيه عندما فاجأه جميعهم بالهدية.,فاجأ أصدقاء جاي بهدية كبيرة.,حصل أصدقاء جاي على تذاكر لفريق رياضي منافس له.,1,أ,ب,False,ب
بيث واحدة من أفضل العداءات في فريق العدو الخاص بها.,تندم بيث على عدم تركيزها وخذلانها لفريقها.,التقت بيث بصبي وتدربا معًا.,كانت مزاجية بيث سيئة اليوم ولم تذهب للجري.,2,ب,ب,True,ب
أخذ والد تايلر إلى مباراة بيسبول.,بمجرد حصوله على الهوت دوج ، كان سعيدًا.,لم يكن منبهرًا بالمباراة.,تايلر نشيط جدًا وجائع.,1,أ,ب,False,ب
عندما حصل جوني على شهادته في الصحافة، شك في أنه سيجد وظيفة.,عرض عليه المحرر وظيفة مراسل في نفس اليوم.,جوني تم رفضه ومقابلة مع محرر.,عندما التقى جوني بـ Sublime Ink، تم تعيينه في اليوم التالي لمقابلته.,2,ب,ب,True,ب
كانت ليندا ترسم في الأماكن العامة.,ولكنها شعرت بالدمار عندما استمعت عن غير قصد إلى تعليقات حول رسمتها.,انتقد الناس رسم ليندا.,منعت ليندا نفسها من التنصت على الطاولة المجاورة.,1,أ,ب,False,ب
كات أحبت اللعب مع الحشرات.,ثم قررت كات أنه سيكون من الأفضل ترك الفراشات وشأنها.,قتلت كيت الحشرات.,حصلت كات على عناق من فراشة.,1,أ,ب,False,ب
حفيدتنا البالغة من العمر عامين تزورنا من نيويورك هذا الأسبوع.,زوجتي متحمسة جدًا لرؤية حفيدتنا الأولى.,اشترت زوجتي ملابس أطفال جديدة.,بما أن زوجتي وأنا نعيش معها، نراها كل يوم.,1,أ,ب,False,ب
سيندي هي لاعبة تنس.,فازت سيندي بالتحدي.,تدربت سيندي مرة واحدة في الشهر لمنافسة.,تدربت سيندي كل يوم لمنافسة.,2,ب,ب,True,ب
كان فيليكس يلعب في ساحة المدرسة.,بعد بضع ساعات، بدأ فيليكس يشعر بتحسن قليلاً.,سقط فيليكس من على الجناح.,لعب فيليكس طوال اليوم واستمتع بمتعة كبيرة.,1,أ,ب,False,ب
كان توم يمارس التزلج على الثلج لأول مرة.,كان مهتاجا قليلا، لكنه نزل من القضيب على شكل حرف T بدون أن يسقط.,قرر توم الاستسلام.,كان توم متوترا جدا.,2,ب,ب,True,ب
جيم كان في كوستكو.,أكل كثيرًا لدرجة أنه تخطى العشاء تلك الليلة.,لم يكن لديهم عينات.,جيم أحب العينات المجانية.,2,ب,ب,True,ب
كان لدي اختبار علوم بالأمس وكنت شديد العصبية.,ولكني فوجئت بأن الاختبار لم يكن سيئًا للغاية.,أجريت اختبار العلوم.,كُنت على وشك الغناء من شدة توتر أعصابي.,1,أ,ب,False,ب
كان لدى ليديا حلم غريب الليلة الماضية.,شعرت ليديا بالارتياح عندما أدركت أنه كان مجرد حلم.,حلمت ليديا أنها متزوجة من صديقها السابق البغيض.,حلمت ليديا أنها متزوجة من ممثل جذاب.,1,أ,ب,False,ب
كانت سامي في مول خارجي وبدأت تشعر بالجوع.,بعد أن انتهت سامي من الأكل هناك ، غادرت وهي تشعر بالندم.,ذهبت سامي للحصول على الطعام.,قرر صديق سامي الذهاب إلى بوفيه مشبوه بدت فيه الأطعمة غير جذابة.,1,أ,ب,False,ب
لم تنم (امي) بشكل جيد.,رأتها والدتها وصرخت في وجهها بسبب شربها للقهوة.,تسربت (امي) إلى المطبخ وصنعت لنفسها عصي الجزر والكرفس.,إذ احتاجت إلى البقاء مستيقظة ، قررت أن تشرب فنجانًا من القهوة.,2,ب,ب,True,ب
دخلت إلى الفصل متأخرًا في أحد الأيام.,لم أحصل على درجة جيدة جدًا فيه.,كنت مشغولاً بكتابة ورقة بحثية رائعة.,فقدت تعليمات المشروع.,2,ب,ب,True,ب
استيقظ فريد مبكرًا.,قضى فريد بقية يومه في مشاهدة أفلام قديمة.,قرر فريد أن يتصل للاعتذار عن الحضور لمرضه.,شعر فريد بالكسل وقضى اليوم في المنزل.,2,ب,ب,True,ب
بدأ بوب في وضع البلاط في حمامه كجزء من إعادة التشكيل.,اشترى بوب بلاطًا مختلفًا ويأمل ألا يلاحظ أحد ذلك.,نفد بوب من اللون المحدد.,كان بعض البلاط جديدًا.,1,أ,ب,False,ب
كانت ألانا تسافر مع الفتيات إلى الجزر.,كان من المفترض أن تكون رحلة للفتيات ولم يكن زوجها مرحبًا به.,تركت إحدى صديقات ألانا زوجها خلفها.,لم تتم دعوة أزواجهن.,2,ب,ب,True,ب
كان لدينا ملصق متحفي على جدارنا لسنوات.,قمنا بوضع الملصق القديم في غرفة نومنا.,تُرك الملصق المتحفي القديم في المنزل القديم عندما انتقلنا.,أحببناه كثيرًا لدرجة أننا أخذناه معنا عندما انتقلنا.,2,ب,ب,True,ب
ذهب إيفان إلى حديقة الحيوان.,تسلق إيفان وركب الفيل بسعادة!,سألوا إذا كان إيفان يريد ركوب حصان.,رأى العديد من الحيوانات المختلفة.,2,ب,ب,True,ب
كانت جينا خارج المدينة لمدة أسبوعين في منزل جدتها.,لم تدرك جينا كم افتقدت شيئًا ما في أسبوعين بدون كابل.,أحبّ جينا مشاهدة التلفاز في منزل جدتها.,لم يكن لديها الكثير لتفعله في منزلها.,2,ب,ب,True,ب
حاولت شايان أن تواكب صديقها ديفيد أثناء سيرهما.,كان ديفيد هو الوحيد الذي يعرف طريقه العودة إلى السيارة.,كان من المهم ألا تفقد شايان ديفيد من نظرها.,غادرت شايان وعادت وانفصلت عن ديفيد.,1,أ,ب,False,ب
فريدريك طومسون، وهو فتى أبيض، كان يعلم أن السود كانوا في السابق عبيدًا.,بدأ فريدريك نادي تاريخ العبودية في أمريكا في حرم كليته.,كان فريدريك أكثر سعادة في كل مرة يقرأ عنها.,كان فريدريك منزعجًا أكثر في كل مرة يقرأ عنها.,2,ب,ب,True,ب
تتمنّى كيلي لو أنّها تستطيع أن ترسم حصانًا جميلًا لوالدتها.,أصبح لدى كيلي الآن صورة حصان جميلة لتقديمها لوالدتها.,عملت كيلي بجدّ لتحسين وتطوير أدائها في الباليه.,رسمت كيلي حصانًا لأجل والدتها.,2,ب,ب,True,ب
أردت أن أصنع بعض النبيذ.,للأسف، كان طعمه سيئًا.,بحثت عن الوصفة لكن قررت عدم صنعها.,صنعت بعضًا من الوصفة.,2,ب,ب,True,ب
كان ديفين يسبح في المحيط.,كان لديه صديقه يتبول عليه لإصلاحه.,تعرض ديفين للدغة من قنديل البحر.,حصل ديفين على برنقيل من الماء.,1,أ,ب,False,ب
أستطيع الذهاب إلى المركز التجاري اليوم.,كانت رحلة التسوق الخاصة بي ناجحة.,كان لدي الكثير من ملابس العودة إلى المدرسة.,أحتاج بعض ملابس العودة إلى المدرسة.,2,ب,ب,True,ب
كانت كيلي بحاجة حقًا إلى سماعات رأس جديدة.,كانت رائعة.,اشترت كيلي بعضًا منها من حديقة الحيوان.,قضت كيلي اليوم كله في البحث عن سماعات هادئة لشرائها.,2,ب,ب,True,ب
بكا كانت مغنية رائعة.,بكت والدة بكا عند عرض ابنتها المذهل.,كانت بكا خائفة جدًا من الغناء في الأماكن العامة.,أدت بكا دويتو مع زميلتها في الفصل.,2,ب,ب,True,ب
لم يكن لدى تيم وقت فراغ لنفسه بسبب ساعات عمله الطويلة.,عاد إلى العمل منتعشًا ومستريحًا بشكل جيد.,قرر أخذ بضعة أيام إجازة لحضور مؤتمر عمل.,قرر تيم أنه يحتاج إلى إجازة.,2,ب,ب,True,ب
شمت كارلا شيئًا يحترق في الغرفة المجاورة.,فحصت رفيقة السكن فرنها الصغير، ووجدت فتاتًا يحترق على صينيةها.,سألت كارلا رفيقة السكن إذا كانت تريد العشاء.,ذهبت كارلا إلى الغرفة.,2,ب,ب,True,ب
حصل والدا جيمي على غسالة أطباق جديدة.,أخيرًا صنعوا منها سفينة فضائية.,تبرع والدا جيمي بغسالة الأطباق القديمة للأعمال الخيرية.,قرر والداه تحويل صندوق غسالة الأطباق إلى لعبة لجيمي.,2,ب,ب,True,ب
كندريك يستخدم مدفأته غالبًا.,كندريك الآن يقدر مدفأته حقًا.,نظف كندريك مدفأته.,في الصيف استخدمها كندريك لتبريد منزله.,1,أ,ب,False,ب
سامي أراد أن يفاجئ صديقته.,كان يعني أنه تذكر أنها تحدثت عن مدى إعجابها بهم.,سامي، أحضر لصديقته جوارب.,حصل سامي لصديقته على ما كانت تتحدث عنه دائمًا.,2,ب,ب,True,ب
كان دان على وشك السفر لزيارة والديه في عطلة نهاية الأسبوع.,كان دان منزعجًا لأنه لم يستطع العثور على جواز سفره في أي مكان.,لم يكن دان يعرف أين حقيبته.,كان دان يحتاج إلى جواز سفر للسفر.,2,ب,ب,True,ب
ذهبت إلى حفل بيانو ووقعت في حب الآلة.,أخيرًا أقمت حفل البيانو الخاص بي بعد كل هذا العمل.,قررت أخذ دروس في البيانو بعد الحفل.,بدأت في أخذ الدروس ومارس البيانو في بعض الأحيان.,1,أ,ب,False,ب
كانت إيمي وعائلتها ذاهبين إلى جبل رشمور.,على الرغم من أنها كانت منزعجة من القيادة إلا أنها كانت معجبة.,قررت أن تسلك الطريق الأطول لأنه كان أكثر مناظر خلابة.,كان والداي إيمي مزعجين.,2,ب,ب,True,ب
ريتا أحبت أن تكون في الهواء الطلق.,تذهب الآن في رحلات مشي تقريبًا كل عطلة نهاية أسبوع، بغض النظر عن المطر أو الشمس.,حصلت ريتا على زوج جديد من أحذية جميع الأحوال الجوية.,تعلمت الصيد في الجبال.,1,أ,ب,False,ب
كان مايك جالسًا على مكتبهِ.,بدأ مايك في الضحك بهستيرية.,أخبر زميل مايك في العمل نكتة.,أخبر صديق مايك أن والدته قد توفيت.,1,أ,ب,False,ب
اليوم كان أول يوم دراسي.,قضيت وقتًا رائعًا في المدرسة.,صنعت الكثير من السيارات الجديدة.,تعرفت على بعض الأصدقاء الجدد الرائعين حقًا.,2,ب,ب,True,ب
تجادل توم مع آنا طوال الليل لأن رجلًا غريبًا اتصل بها,أخبر آنا أن تخرج.,كان توم منزعجًا من احتمال خيانة آنا له.,أخبرت آنا توم أنها ستجتمع مع عائلتها.,1,أ,ب,False,ب
كاي كانت في صف الفن عندما تم الإعلان عن أنهم سيقومون بالرسم.,ثم رأت الجيران يرسمون، وشعرت بالخجل من عملها.,كاي اعتقدت أن لوحتها تبدو رائعة.,كاي كانت ترسم كلبًا، وظنت أنها تقوم بعمل سيء للغاية.,1,أ,ب,False,ب
بارت عمره خمس سنوات وهو يحب الشاحنات.,هذا العنصر الأسطوري هو شاحنة التفريغ المذهلة التي يلعب بها.,بارت يسمي شاحنته المفضلة بالعنصر الأسطوري.,بارت يعتقد أن كرته اللعبة أسطورية.,1,أ,ب,False,ب
كان ذلك آخر يوم لمارثا في المدرسة.,وقّع عليه وحتى كتب رقم هاتفه.,طلبت مارثا من صديقتها أن توقع على دفتر تخرجها.,طلب منها شاب كانت تحبه أن توقع على دفتر تخرجه.,1,أ,ب,False,ب
كان رجل يقود سيارته وهو يستمع إلى الراديو.,اتصل الرجل بمحطة الراديو ليسأل.,سمع الرجل أغنية أعجبته لكن محطة الراديو لم تذكر اسم الأغنية.,كان يريد أن يعرف اسم الأغنية.,2,ب,ب,True,ب
دُعيتُ لحضور لم شمل عائلي من قبل والدتي.,اتضح أنني استخدمت العنوان الخاطئ ، واضطررت إلى العودة.,عندما وصلت إلى هناك ، تفاجأت بأنني لم أعرف أي شخص هناك.,أفكار جارٍ.,1,أ,ب,False,ب
كان على راشيل أن تذهب إلى طبيب الأسنان اليوم.,قبل أن تعرف أنه كان الوقت للذهاب إلى المنزل!,لحسن الحظ، كان الموعد سريعًا وغير مؤلم.,كان الموعد طويلًا ومؤلمًا.,1,أ,ب,False,ب
دخلت في سباق بيض ذات مرة.,انتهيت في المركز الثالث في السباق.,فعلت قصارى جهدي لطهي البيض.,لم أفز به.,2,ب,ب,True,ب
كانت إيمي ذاهبة إلى حفلة.,كانت إيمي مرعوبة عندما نظرت في المرآة ورأت مكياجها قد ذاب,كان الجو حارا خارج الحفلة.,كانت إيمي ترقص وكان الجو دافئا.,2,ب,ب,True,ب
راقب قرد حشدًا من الأطفال يسيرون بجانب قفصه.,رمى الطفل بعض طعامه فوق السياج لإطعام القرد.,صرخ القرد بصوت عالٍ و أخاف الأطفال بعيدًا.,صرخ القرد بصوت عالٍ وأشار إلى بطنه.,2,ب,ب,True,ب
ذهبت صديقتي لإجراء علاج للتنعيم بالأمس.,قررت التوقف عن العلاجات.,أصبح شعر صديقتي جافًا وهشًا.,أحبت صديقتي الإجراء.,1,أ,ب,False,ب
كان روي في اجتماع للموظفين على وشك الانتهاء.,سمع المكتب بأكمله، بما في ذلك الرئيس، السر!,كانت هناك إشاعة بأن روي كان غائبا في ذلك اليوم.,نسي شخص ما في الطرف الآخر من مكالمة المؤتمر الضغط على زر كتم الصوت وادعى كذبا عن خطط لتخفيضات الوظيفية.,2,ب,ب,True,ب
من لا يحب البيتزا؟,الهريرة و سام الآن أفضل الأصدقاء.,كان سام يمشي إلى المنزل مع فطيرة بيتزا عندما وجد هريرة وشاركها بعض الجبن.,كان سام يأكل بمفرده في حفلة ذات يوم عندما لاحظ هريرة ضالة ليشاركها البيتزا.,2,ب,ب,True,ب
كان جيف بحاجة إلى المال لشراء سيارة.,كانت والدته سعيدة بأخلاق عمله، لذا ساعدت في دفع الباقي!,تمكن جيف من قضاء الكثير من الوقت.,حصل جيف على وظيفتين حتى يتمكن من الحصول على المال لشراء سيارة.,2,ب,ب,True,ب
أراد بيلي أن يمشي مع كلب في موكب الحيوانات الأليفة.,لكن كلب بيلي استدار وسار في الاتجاه المعاكس له.,أراد كلبة أن يغني أغنية.,كان بيل يأمل أن يتبع كلبه المتهور الكلاب الأخرى.,2,ب,ب,True,ب
كانت جين في الخارج للنزهة.,أخذت حمامًا ساخنًا وجففت ملابسها.,فجأة بدأ الثلج في التساقط.,فجأة بدأ الجو في الدفء.,1,أ,ب,False,ب
اشتريت حاسوبًا مستعملًا.,أدركت أن من كان يملك الكمبيوتر سابقًا كان مبدعًا جدًا!,كانت هناك العديد من القصائد القديمة في مجلد المستندات.,عندما استكشفت الملفات عليه، وجدت الكثير من الصفحات الفارغة.,1,أ,ب,False,ب
كان ويلي يمشي كلب جاره في كثير من الأحيان,لم يعد ويلي يمشي الكلب.,ضرب كلب الجيران ويلي ذات يوم.,ثم تحسن جار ويلي واستطاع أن يمشي الكلب.,2,ب,ب,True,ب
وضع إيفان خمسمائة دولار في سوق الأسهم.,خسر إيفان كل ماله.,ارتفعت أسهم إيفان كثيرًا.,لم يفهم إيفان كيف تعمل الأسهم.,2,ب,ب,True,ب
لم ير لاري الثلج قط في حياته كلها.,لن يغادر فلوريدا أبدًا مرة أخرى.,كان على لاري أن يزيل خمسة سنتيمترات من الثلج من على الشرفة.,سافر إلى فيرمونت في إجازة وكان محاصرًا لعدة أيام بسبب تساقط ثلوج قياسي.,2,ب,ب,True,ب
كان هناك انقطاع للتيار الكهربائي في الحي بسبب عاصفة رعدية.,كما شاركوا في عدة أنشطة مثل الطهي.,كان على الجميع القيام بالأشياء معًا.,ألغى مركز المجتمع في البلدة اجتماعهم.,1,أ,ب,False,ب
بالأمس، احتجت لشراء حزام، لذلك ذهبت إلى المركز التجاري.,اخترت حزامًا رائعًا وغادرت وأنا أشعر بتحسن!,ثم رأيت تشكيلة من الأحزمة الجميلة.,هناك تشكيلة من الفواكه.,1,أ,ب,False,ب
كانت عائلة زاك تقضي عيد الشكر معًا.,قام بقية أفراد عائلته بتنظيف المنزل وتناول الإفطار معًا.,كان على زاك أن يغادر للعمل في اليوم التالي.,قام زاك بطهي الدجاج.,2,ب,ب,True,ب
اشترت لوسي وريك منزلًا بسعر جيد.,ثم باعوا المنزل الذي تم تجديده بشكل جميل بربح هائل.,قاموا بتجديد المنزل وقلبوه.,احترق المنزل في اليوم التالي لشرائه.,1,أ,ب,False,ب
كانت لدى لورا شغف بالفن.,لم ترسم لورا مرة أخرى.,كانت لورا ناجحة في رسوماتها.,كان معلم الفن الخاص بلورا شخصًا لئيمًا.,2,ب,ب,True,ب
الوحش قرع على الحائط.,بضربة قوية أخيرة، علق والدها ساعة الحائط.,توقفت عن القرع وعندما التفتت لتنظر، كان والدها يعلق شيئًا بصمت.,أخبر والد الوحش ابنته أن تتوقف عن فعل ذلك.,2,ب,ب,True,ب
كوني تحب صنع الحرف اليدوية للأعياد.,هي أكثر حذراً الآن أثناء استخدام المقص.,أثناء صنع رجل ثلج من الورق، قطعت نفسها بالمقص واضطرت إلى الإسراع إلى المستشفى.,كانت كوني مشغولة بقطع القماش. لم تلاحظ كوني أنها قطعت القماش بالكامل.,1,أ,ب,False,ب
كان لدي موعد للعب الشطرنج عبر الإنترنت مع صديقي ميك.,لم نتمكن أبدًا من اللعب.,انتهى بنا الأمر بالحديث طوال الليل.,انتهى بي الأمر بالتقيؤ طوال الليل.,1,أ,ب,False,ب
صديقي لديه قطتان، وهما ليسا متشابهتين كثيرًا.,مع مرور الوقت، حتى القطط السيئة يمكن أن تنجذب إلى الناس.,بدأت القطة السيئة في مهاجمة البشر بدون سبب.,مؤخرًا، إحدى القطط التي كانت تزمجر دائمًا تجاهي اقتربت مني.,2,ب,ب,True,ب
لم أرد أطفالًا أبدًا.,بعد مشاهدتها، غيرت نظري حول الرغبة في الأطفال!,لكن الكوندوم قد انكسر.,أنجبت أختي مؤخرًا طفلًا، وكانت قريبة من الطفل في الأشهر التي تلت ولادته.,1,أ,ب,False,ب
يرغب كلا كلبين سالي في ركوب سيارتها.,بمجرد الانتهاء من المهام ، لم يكن الكلبان سعيدين بالعودة إلى المنزل.,أخذت سالي الكلاب معها عندما كان عليها القيام ببعض المهام.,أخذت سالي أدويتها معها في المهام.,1,أ,ب,False,ب
اسكيب أحب أكل الحلوى.,لم يأكل الحلوى لمدة أسبوع.,أكل سكيب التفاح وتقيأ.,أصيب سكيب بألم في الأسنان.,2,ب,ب,True,ب
كانت روث تلعب ألعاب الفيديو.,فازت باللعبة بسهولة.,بدأت روث في لعب لعبة جديدة.,تحدت روث صديقتها في لعبة غولف.,1,أ,ب,False,ب
دخل دي جي الراديو في هوس كبير لموسيقى الريف.,لم يكن للجماهير أي شيء منها واقتحموا المحطة.,رفض دي جي إذاعة أي نوع آخر من الموسيقى التي تم طلبها.,أراد الجمهور من دي جي العودة إلى وطنه الأم.,1,أ,ب,False,ب
لطالما أردت أن أكون قادرًا على ركوب الدراجة ثلاثين ميلاً في المرة الواحدة.,الآن يمكنني ركوب الدراجة 30 ميلاً.,ركبت مسافة أبعد قليلاً كل يوم.,قررت الجري بدلاً من ذلك.,1,أ,ب,False,ب
كان مدير مدرسة براندون سيتقاعد هذا العام.,الجميع صفقوا للشخص الجديد.,في تجمع مدرسي تم تقديم المدير الجديد.,عقدت المدرسة تجمعًا لتوديع المدير الجديد.,1,أ,ب,False,ب
كان مايك يبحث عن مصادر إضافية للدخل هذا الصيف.,قرر البحث عن مصادر أخرى للدخل.,جز مايك الأعشاب لكنه لم يكسب الكثير من المال من ذلك.,لم يكن مايك يريد أن يكون صيادًا.,2,ب,ب,True,ب
بدأ رون وظيفته الجديدة كمنسق حدائق اليوم.,يشيد به رئيسه لعمل متقن.,اتبع رون المواصفات وأخذ علكة إضافية لإنجاز المهمة.,اتبع رون المواصفات وقطع شوطًا إضافيًا لإنجاز المهمة.,2,ب,ب,True,ب
التقى سام وإيلي في فصول تعليم الكبار.,وسرعان ما أصبحا يقرآن الكتب لبعضهما البعض في مواعيدهما!,كلاهما أحب الأفلام وتوافقا على الفور.,أحب كل من سام وإيلي قراءة الكتب.,2,ب,ب,True,ب
كان قط طراسي اسمه بوب.,بوب لا يزال لديه براغيث.,استخدمت تراسي علاجًا بيطريًا باهظ الثمن على قطتها.,طراسي لن تعطي قطتها، بوب، حمامًا أبدًا.,2,ب,ب,True,ب
تم تعميد لوكا في الكنيسة الكاثوليكية.,طار لوكا إلى سوريا للانضمام إلى داعش.,بدأ لوكا في التحدث إلى رجل أيرلندي على الإنترنت ووقع في حبه.,كره لوكا الكنيسة.,2,ب,ب,True,ب
أخبرت معلمة راي الفصل بأن يصمتوا أثناء توزيعها للاختبارات.,شعر راي بالعجز.,استعرض راي الاختبار ولم يكن يعرف الإجابات.,كان على معلمة راي الذهاب إلى المرحاض لكنها كانت تخشى أن تطلب ذلك.,1,أ,ب,False,ب
لقد حددت هدفًا لخسارة ثلاثين رطلاً بنهاية شهر يونيو.,عندما انتهيت ، كنت منهكًا لكنني شعرت بالروعة.,خلال اليوم الأول ، مارست الرياضة لمدة ثلاث ساعات متواصلة لبدء حمية غذائية.,لقد أنهيت برنامجًا صارمًا للتمارين الرياضية.,1,أ,ب,False,ب
ميغان كانت قد وضعت شجرة عيد الميلاد مؤخرًا.,لسوء الحظ كانت طويلة جدًا مع الشجرة ولن تتسع.,حاولت ميغان وضع تاج الشجرة على الأرض بجانب شجرتها.,وضعت ميغان النجمة في أعلى الشجرة.,2,ب,ب,True,ب
لاحظت ماجي أن الخفاش كان يطير حول سقفها.,كانت قطة ماجي ميتة.,تساءلت ماجي لماذا لم تمسك قطةها بالخفاش.,القطة خدشت وقتلت الخفاش.,1,أ,ب,False,ب
عندما كنت طفلاً، غالبًا ما ذهبت إلى منزل جدتي.,منزلها الآن هو المكان الذي آخذ فيه أطفالي.,كانت تعاملني دائمًا بشكل سيئ وكنت أكره الذهاب إلى منزلها.,كانت تعاملني بلطف دائمًا وكنت أحب الذهاب إلى منزلها.,2,ب,ب,True,ب
فينياس وابنه كانا عالقين في الخندق.,بعد ساعة مرّ أحدهم وساعدهم على الخروج.,فينياس وابنه ظنا أن لا أحد سيأتي.,فينياس وابنه قد ماتا.,1,أ,ب,False,ب
دائمًا ما ادعى سامي أنه يصنع فطيرة مثالية.,كان هو الفائز الواضح.,قام بتحكيم مسابقة لصنع الفطائر.,دخل سامي في مسابقة بعد ساعات العمل عليها.,2,ب,ب,True,ب
اشترت جولي قطة اليوم.,جولي متحمسة لوجود ليلي في حياتها.,لقد تخلت عنها.,احتضنت القطة جولي.,2,ب,ب,True,ب
كان فيكتور يقدس مايك تايسون.,لقد حصل على الكثير من الاهتمام والشهرة.,التقى بمايك تايسون ذات يوم في المركز التجاري. كان أصدقاؤه يعلمون أنه التقى به.,مايك تايسون لاعب كرة قدم سابق.,1,أ,ب,False,ب
جانييس وألما كانتا صديقتين خرجتا لتناول الطعام في يوم ما.,في النهاية، ذهب الرجل وجلس معهم وتناولوا الطعام معًا.,لاحظت ألما أن هناك رجلًا ينظر إلى جانييس.,أرادوا أن يأكلوا بمفردهم، لذلك تظاهرت جانييس وألما بأنهما لم يريا صديقتهما الأخرى.,1,أ,ب,False,ب
ذهبنا إلى المركز التجاري لشراء هدايا عيد الميلاد.,تركناهما و حاولنا إيجاد مكان جديد في المركز التجاري.,حاولنا ركن السيارة في مكان كان شخص ما ينتظره.,بقيت لعبة واحدة وشخص آخر يكرهها.,1,أ,ب,False,ب
صديقتي و أنا أفسدنا السرير بشكل سيء.,انتهينا من وضع الوسائد بشكل زخرفي.,قررنا صنع السرير وتصويب البطانيات.,قررنا تنظيف السرير بعد العمل.,1,أ,ب,False,ب
كانت والدة جينا ذاهبة إلى منزل شقيقها الأصغر.,إذا كان أشقاؤها سيستمتعون بوقتهم، فهي كذلك.,أحب الأطفال اللعب مع والدة جينا.,أرادت جينا الذهاب إلى منزل شقيقها أيضا.,2,ب,ب,True,ب
كان رجل يعاني من نوبة هلع.,لم يصب أبدًا بنوبة هلع مرة أخرى.,نزلت جنية وأوقفت نوبة الهلع التي أصابت الرجل.,قرر الذهاب لاستشارة الطبيب والحصول على علاج لقلقه ولكن باء بالفشل.,1,أ,ب,False,ب
داني أحب خبز الكعك الدائري لاصدقائه وعائلته.,أصبح متجر داني واحدًا من أكثر الأماكن شعبية في المدينة!,افتتح متجرًا لأحواض السمك.,قرر داني افتتاح متجر الكعك الدائري الخاص به.,2,ب,ب,True,ب
كانت جيني مصورة فوتوغرافية.,بعد أن انتهوا، وعد الزوجان بترك تقييم إيجابي.,نسيت جيني كاميرتها لالتقاط الصور.,التقطت صورًا مجانية لزوجين فقيرين.,2,ب,ب,True,ب
أرادت كايلا أن تبدو في أفضل حالاتها لموعدها.,أثنى عليها موعدها وقال أنها تبدو رائعة.,ذهبت كايلا إلى صالون الشعر وحصلت على تصفيفة شعر جديدة ومكياج.,أخذت كايلا حريتها مع ملابسها ومكياجها.,1,أ,ب,False,ب
مارتي كان يحب التقاط الصور.,تم عرض مجموعة صور مارتي في الجريدة.,فقد مارتي كاميرته ذات يوم.,التقط وطبع سلسلة مدروسة حول تقدم الفصول.,2,ب,ب,True,ب
كانت جينا في متجر البقالة بالقرب من منزلها.,تركت جينا تنهيدة كبيرة، مع معرفتها أن هذا سيكون انتظارًا طويلاً.,كانت جينا هي الشخص الوحيد في الطابور.,ذهبت جينا خلال وقت الذروة.,2,ب,ب,True,ب
لاحظ فرانسيس أنه يعاني من ألم في الأسنان.,كان سعيدًا عندما قام طبيب الأسنان بمعالجة ألم أسنانه.,حدد فرانسيس موعدًا وذهب إلى الطبيب ليفحص له أسنانه.,فقد فرانسيس سنًا عند طبيب الأسنان.,2,ب,ب,True,ب
كان جاري قلقًا بشأن درجاته.,اتفق جاري ومدربه على أن نايك تصنع أحذية رياضية جيدة.,كافأ مدرب جاريه على درجاته الجيدة بأحذية جديدة.,على الرغم من تحفظات جاري ، أصبح الطالب المتميز واختارته أديداس كراعٍ له مما وفر له سنوات من الأحذية.,1,أ,ب,False,ب
كان ديفيد يواجه مشكلة في النوم ليلاً.,في الليلة التالية، تناول الكثير منها، ولم يستيقظ مرة أخرى.,رفض ديفيد تناول حبوب المنوم.,قرر أن يتناول بعض حبوب المنوم.,2,ب,ب,True,ب
كانت بيتي تحب الهدايا.,أنه ينبغي لها أن تعطي القليل لتحصل على القليل.,غالبًا ما ترد الهدايا.,اشترت أحذية للجميع.,1,أ,ب,False,ب
كان دان يعد العشاء لعائلته,كانت السلطة جاهزة للأكل!,قام بتقطيع الكثير من الخضروات أثناء الطهي.,لم يشتر دان أي شيء للسلطة.,1,أ,ب,False,ب
يكتشف عالم أن هناك مرضًا بدأ في الانتشار.,يشعرون بالغباء لقيامهم بذلك.,يحذر العالم الجميع ثم يدرك أنه كان مخطئًا.,لقد تلوثوا عن طريق الخطأ بأنفسهم مع انتشاره.,1,أ,ب,False,ب
كان اليوم هو اليوم الأول لأيمي في الصف الأول.,شعرت إيمي بأنها طفلة كبيرة لأول مرة.,سارت إيمي إلى المدرسة مع والديها.,سارت إيمي إلى المدرسة مع أختها الصغيرة.,2,ب,ب,True,ب
