question,option_a,option_b,option_c,option_d,answer
"There are more girls than boys in the law school, and more than half of the students who failed the law school in the 2004 final semester math exam.
From this we can see:",Girls fail more than boys fail,Girls fail more than boys,Girls pass more than boys,Girls pass more than boys,b
".Ei, Oman, and Derby are one of Asia, one of Europe, and one of Africa.Eye is not the same as the European country among them and is smaller than the African country among them.Big.
Then the order of the three countries from big to small is:","Ey, Oman, Derby;","Ey, Derby, Oman;","Derby, Aye, Oman;","Oman, Aye, Debbie.",b
"It is strange that Rococo style first appeared in France.Louis XIV's rule lasted too long, and the era of over-religion to the old dynasty finally came to an end, and the majestic and noble Versailles no longer forced people to participate in boring celebrations.Since then, people have gathered in the exquisite salons of the Paris mansions.At first, Rococo was a new type of decoration, serving the elegant, intelligent society that loves adventure, exoticism, whimsy, and nature.This lightness, The exquisite style is most suitable for modern apartments.The rooms are small but have valuable uses.Rococo is very cautious when entering the country with the baroque style.
The correct inference from this passage is:","Lightweight, exquisite Baroque interior style in French fashion during Louis XIV",The rococo style first appeared in France because the French love adventure and whimsy,"Modern apartments are all Rococo, so their rooms are not large but they have precious uses","Compared to the Baroque style, the Rococo style does not seek to be majestic and noble",d
"A survey was conducted to understand the attitude of university students to the dormitory in the school.The survey was conducted in two parts.One was to persuade and publicize half of the students beforehand, hoping to live in the dormitory, and then to conduct a questionnaire survey.The other half of the students were not asked to do anything.Explanation: Direct investigation.Before the investigation, a few of the college students strongly opposed the idea of living in the dormitory on campus.As a result of the investigation, the number of opponents of the half of the students who had persuaded and publicized beforehand increased.
This sentence supports an argument, namely:",Living on campus is bad,"Half of the students support the idea of living on campus, and half of them disagree",Persuasive propaganda before the investigation caused rebellious psychology among college students,The conditions of dormitories on campus are worse than those on dormitories off campus,c
"The cost of running an independent college refers to the various expenses incurred by the school in the process of cultivating students' comprehensive qualities such as knowledge, skills, and skills.Specifically, it includes the salary expenses of the faculty and staff of the college, and the administrative expenses of the various departments of the college.The school guarantees the normal operation of all kinds of business expenditures required for the normal conduct of school activities, campus school building maintenance and repair expenditures, fixed assets purchase and construction and user fees, etc.Appropriate classification of school running costs can provide specific costs for school running cost accounting.Accounting index requirements, on the other hand, also provide a more useful information index system for the comprehensive and effective control of school running costs.
The author is most likely to introduce next:",The characteristics of independent colleges,Effective Ways to Control Costs of Independent Colleges,Classification of independent college running costs,How to calculate the running costs of independent colleges,c
"If it is in a static environment, although environmental protection will indeed increase the cost of the enterprise in the short term, under the conditions of dynamic competition, strict environmental protection can trigger innovation and offset costs in the long run.This will not only increase the cost of the enterprise, Instead, it may generate net income and make the company more competitive in the international market.Therefore, the implementation of appropriate environmental protection will not only hurt the competitiveness of the company, but will be beneficial to it.
The text is intended to explain:",Static environmental protection and dynamic environmental protection have different impacts on enterprises,Dialectical view of the relationship between short-term environmental protection and corporate development,Strengthen environmental protection and find ways to offset the cost of environmental protection,Reasonable environmental protection measures can enhance the competitiveness of enterprises,d
"The four major human troubles are not only ""life"", ""old"", and ""dead"" that no one has escaped, and even ""illness"" cannot be eradicated.Mankind has its own invention of ""medicine"".""When the"" medicine ""is not very effective, the spirit, the guidance, and the wish (ancient psychotherapy) will regain its attractiveness (such as the internal dysfunction of the external dysfunction and the internal dysfunction of the external dysfunction.Out of desperate cancer patients), but they can't get rid of vassal status.
This passage aims to emphasize:",Some fundamental human troubles are inevitable,"When ""medicine"" fails, humans turn to other methods","""Medicine"" is the basic means of treating human disease","The relationship between ""disease"" and ""medicine"" is both opposite and interdependent",c
"The bystander effect, also known as the decentralized responsibility effect, refers to the suppression of rescue behaviors caused by the presence of others in an emergency.
According to the above definition, the following situations are in line with the onlooker effect:","A truck rollover occurred on the highway, and everyone helped the truck driver Xiao Yang to protect the cargo from looting.","Occasionally a pedestrian falls on the road, Xiao Li sees no witnesses around him and is afraid to help",Xiao Zhang urged his wife to call the police when a fire broke out near the supermarket.His wife answered that someone must have called the police.,"Someone fell into the water at the seaside, and the lifeguard Xiao Wang ran and shouted, reminding the onlookers not to rush into the water for rescue",c
"All professors with outstanding academic standards are deeply loved by students, and all professors with outstanding academic standards are focused on training students' professional basic knowledge.Therefore, some professors loved by students do not advocate focusing only on academic frontier issues.
The prerequisites for the establishment of the above argument are:",Professors who only focus on academic frontiers are not loved by students,Professors with outstanding academic standards do not advocate focusing only on academic frontier issues,Professors who focus on training students' basic knowledge are loved by students,Some professors who focus on training students' professional basic knowledge do not advocate focusing only on academic frontier issues,b
"Researchers have long believed that humans were differentiated from African apes about 5 million years ago, but a recent study has suggested that this differentiation has occurred much earlier in Europe.The hypothesis is based on the discovery of 7.2 million years ago human remains in caves in Greece and Bulgaria.Researchers from multiple countries analyzed the roots of two known samples.They used specialized X-rays, or computers Tomography scans the mandibular fossils from Greece and the upper premolar fossils from Bulgaria, and finds that their characteristics indicate that the two ancient apes-nicknamed ""Greek"", maybe pre-humans, that is, primitive humans.
According to this text, the following is true:",Primitive humans differentiated from European apes,"""Greek"" ancient apes have human characteristics",Researchers find only roots of European ape,X-ray technology can accurately calculate the age of the ancient ape man,b
"The contemporary society is showing a trend of urban-rural integration, cultural strata and regional differences are becoming smaller and smaller, the regional and group differences of folklore are disappearing, and the significance of folklore as the identification or identification of regions and people is gradually weakening.Under the trend and background, it becomes fashionable rather than practical.For example, embroidery or hats in the tourist field are basically not used, but used for decoration and collection.Folklore has become a romantic, fashionable Consumer goods have become part of popular culture.
The text mainly says:",Reconstructing folk aesthetics as a mass culture from an aesthetic perspective,Popular pop culture affects the common people s aesthetic taste of folklore,The narrowing of the gap between cultural classes and regions makes folklore a popular culture,The rapid development of urban-rural integration has changed the nature of folklore,d
"Cognitive dissonance is a state of conflict experienced by a person after making a decision, taking action, or coming into contact with beliefs that violate their original beliefs, emotions, or values.When people feel cognitive dissonance, an uncoordinated presence will promote People try to reduce inconsistencies.In addition to trying to adjust their behaviors or changing their attitudes, people can also actively avoid domestic and foreign factors and information factors that are likely to increase disharmony.
Based on the above definitions, Which of the following reflects cognitive dissonance:",Xiaoming participated in a very boring activity and received very little compensation from it,"The salesman convinced Xiaohong to buy kitchenware that she didn't really need at a relatively high price.A few days later, Xiaohong felt that she liked the kitchenware very much.","Xiao Wang was criticized by his father for failing to take the exam.After returning to his room, he seriously thought about the reason and decided to study harder in the future.","Diligent Xiaoyu participated in many extracurricular classes, which caused him to be late every time he practiced the piano.He was very sorry to the piano teacher",b
"Generally speaking, the temperature of young children rises less than that of adults due to sunlight.However, it has been found that if the temperature in the car compartment is high, young children are prone to heatstroke, and this phenomenon rarely occurs in adults.Even in adults Staying in the car for an hour at a high temperature of 45 㠃.Will not heat stroke.
Which of the following, if true, best explains the findings?","Among children aged 0 to 3 years, the younger the child, the weaker the resistance","With the increase of age, the proportion of water in the human body to the total body fluid becomes smaller, and the change in body temperature is no longer obvious","The inside of the car is a closed space.When the outdoor temperature reaches, the temperature inside the car can be reached.Adults will likely open the windows when they feel uncomfortable in the car.","Heatstroke often occurs when the water equivalent to body weight is lost.The body surface area corresponding to the child's weight is larger and can absorb heat faster.Since the number of sweat glands is the same as that of adults, the water loss rate is faster.",d
"Knowing that only one of the four people is wrong, which of the following can be introduced?","A is wrong, Xiao Zhao did not finish his homework","B is not right, Xiao Li has finished his homework","C is wrong, Xiao Zhao did not finish his homework","Ding was wrong, Xiao Zhao finished his homework",a
"The two-dimensional code uses a certain geometric figure to record data symbol information in a black and white pattern distributed on a plane according to a certain rule.In the code preparation, the concept of ""0"" and ""1"" bit streams is used, and a number corresponding to binary is used.The geometric shape of the text is used to represent the numerical value of the text, and it is automatically read by the image input device or the photoelectric scanning device to realize the automatic processing of the information.The number of bits that a two-dimensional code can represent is fixed.The more information it contains, the more redundant it is.The smaller the margin: conversely, the greater the redundancy.
According to the above definition, which of the following options does not meet the meaning of the QR code:",A certain geometric figure is distributed according to a certain rule to form a corresponding QR code.,The basic principle of the image code in the two-dimensional code uses the internal logical basis of the computer,"Convert text value information into binary geometry, which can be read by equipment","The amount of information contained in the two-dimensional code is large, which means that the redundancy needs to be minimized when encoding",d
"Our body's circadian clock system is affected by many factors, one of which is light.Studies have shown that light can effectively deceive the brain into ""day mode"", even if the eyes were closed at the time.The researchers found that it can be used Light therapy to help us adjust jet lag, including continuous light and flashes at different intervals, and flashes that last only 2 milliseconds every 10 seconds are most effective.Studies have also found that people who have experienced ""flash processing"" during sleep have trouble sleeping.The cycle will be delayed by two hours.
Which of the following, if true, best supports this view?","The darkness between each flash helps to restart the eyes, thus restoring the eyes' sensitivity to light","Most people who experience ""flash processing"" during sleep are not affected by the flash","Go to the city two hours early in the time zone, and people who have received light therapy two hours before sunrise on the departure day will not feel jet lag","It takes a long time to adjust the time difference by yourself, and the average time difference can only pass one hour every day.",c
"The claim that the moon's tidal force has a clear correlation with natural disasters such as earthquakes, tsunamis, and volcanic eruptions on the earth is suspicious, because there are many natural disasters every year, and the ""super moon"" is only once every 14 months, even if the moon passes through the perigee.It is also only once a month.Some scholars will find out some disasters not far away from the appearance of the ""super moon"" to demonstrate.This obviously lacks evidence to support and ignores a lot of cases, such as the disasters that happened before and after the moon at a distance.Based on a large number of studies on the relationship between earthquakes and the moon, there is no statistical correlation between the frequency of earthquakes and the passage of the moon through the perigee.Therefore, there is clearly a lack of reliable evidence that the tidal force of the moon will cause earthquakes.
It can be inferred from this:",Correlation between the moon's tidal force and earthquakes before and after the apogee,The causal relationship between the moon's tidal force and earthquakes that occur on the moon,The relationship between lunar tidal forces and earthquakes needs to be comprehensively analyzed in time and space,"There are many factors for the earthquake trigger mechanism, but the effect of the moon's tidal force is more obvious",c
"Like motion means that under certain time and space conditions, people see motion between stationary objects, or where there is no continuous displacement, they see continuous displacement.
Based on the above definition, the following options are not motion-like phenomena:",Green hills on both sides of the strait,"Sitting on the ground for 80,000 miles","Ueumae-gun, Gunpo, the sky moves","The bright moon is passionate, walk everywhere",b
"The investment of most parents has a significant positive predictive effect on their children's academic investment.The level of parental investment decreases with the increase in their children's school grades.At the same time, most parents pay more attention to home counseling and lack of investment in their children's participation in community and school activities.The parenting style, which is supported or controlled by parents, plays a moderating role in the relationship between parents' investment and their children's academic investment, and partly through the mediating variable of meeting the children's academic psychological needs.
What can be inferred from this:",Parents' investment and parenting style will inevitably affect their children's academic investment,The decrease in the investment of most parents in their children's education means an increase in their children's schooling,The creation and formation of a learning environment at home is inversely related to the connection between schools and communities,The satisfaction of children's academic psychological needs is the driving force and primary factor affecting their academic investment,b
"The murals of Dunhuang, today, regarding its artistic category, the contention of the group of authors has long been submerged in its great achievements as a custom record.It has a long-lasting emotional resonance, it evokes a broad cultural identity, it guides people A deep understanding of the spiritual beliefs and secular life of the ancestors, spanning the long river of history vigorously, so vividly and powerfully, acts on the hearts of the viewers in a way of memory.
What does this text emphasize?",Great achievements of Dunhuang frescoes,Cultural spirit of Dunhuang frescoes,People's recognition of the value of Dunhuang frescoes,People's emotional resonance for Dunhuang frescoes,a
"Part of the work of quantitative historical research is to find a suitable quantity to reflect the past.For example, height data can just take on such a role in historical research, especially economic history research.There are many factors that affect height at the individual level.At the social level The average height is closely related to the standard of living in an individual's adolescence.Height will be shaped at a certain age and will not change much until old age.Height is equivalent to ""freezing"" past socioeconomic conditions, although there is no Amber is so accurate at anchoring bugs, it is precious.
What does the author mainly want to explain through this text?",How does socioeconomic status affect human height?,Economic history research can refer to human physical data,How to select appropriate parameters for quantitative historical research,Height data frozen socio-economic conditions,c
"With the implementation of the ""two-child policy"", breastfeeding has increasingly become an unavoidable topic for the majority of young women during childbirth.Medical experts recommend that it is best to breastfeed exclusively in the first 6 months after birth.And parents also want to provide the best nutrition for their children.However, statistics show that in recent years, the exclusive breastfeeding rate of infants from 0 to 6 months in China has been significantly lower.The exclusive breastfeeding rate of infants within 6 months in rural areas is 30%, and only 16% in cities.
If the following items are true, which other items can explain the above statistical results?",Women in the workplace often suffer from breastfeeding embarrassment due to high work pressure and inadmissible working environment.,"Breastfeeding can reduce the prevalence of children, and the benefits to children's health can continue into adulthood","Many mothers do not understand the advantages of breastfeeding, but instead imagine that formula is too beautiful","Mothers affect sleep quality due to breastfeeding at night, their work and life rhythm is completely disrupted by breastfeeding",b
".Language intelligence: refers to the use of computer programs to achieve language communication between humans and machines, or to allow machines to complete language-related tasks autonomously.
Which of the following is language intelligence?","The artificial intelligence ""Alpha Dog"" defeated several world-class Go masters with an absolute advantage in the man-machine battle that lasted several months.","In order to expand the foreign market, a company's new product has set language switch buttons.With these buttons, users can switch between multilingual operating systems","In a poem competition, according to the keywords spoken by the judges, the robot ""Xiao Wei"" wrote several poems with beautiful words and fresh mood on the spot.","High-speed rail, trains, and subways are equipped with a bilingual Chinese-English voice system that can automatically broadcast station names along the way, current speed, and real-time temperature",c
"An online search of information instead of encyclopedia-type knowledge reserve is becoming a norm of knowledge production.Previously, knowledge storage methods that tried to store knowledge in the brain through individual memory, faced with infinite, including cloud computing The Internet way of storing information has been defeated without suspense.The Internet's replacement of human memory and the externalization of extraction have made people no longer a pure knowledge owner, but transformed into a new one.The creator and holder of knowledge-all classic knowledge accumulation are prepared to create and possess new knowledge.
What does this passage mean?",The memory function of the brain is no longer important in the Internet age,Classic knowledge accumulation will be replaced by Internet storage,Information technology has changed the way knowledge is accumulated and stored in the past,Cloud computing will make humans no longer the sole owners of knowledge,c
"Water bear worms can survive for 30 years without eating and drinking, and can endure high temperatures of up to 150 㠃.They can survive in the deep sea and icy space.Their amazing survivability enables them to escape the extinction of most life on Earth.In a catastrophe, the only thing that can damage water bear worms is a star explosion or a large gamma-ray explosion.Some experts have asserted that water bear worms are an earth creature that can survive to the day the sun dies.
Which of the following, if true, would best support the views of these experts?",Some Earth creatures can survive to the day the sun dies,Water bear insects will not encounter stellar explosions or large gamma-ray explosions before the sun dies,Only by being able to survive without food and drink for 30 years or endure the high temperature of 150 㠃.Can you survive to the day when the sun is dying,Only by eating and drinking for 30 years can you avoid the star explosion or the gamma ray explosion,b
"Even if the most stringent pesticide residue standards are implemented, there are still risks.However, if zero residue standards are implemented, humans will face a greater risk of food shortages.Therefore, the formulation of standards requires a comprehensive balance between the cost of pesticide residues and the pesticides The yield of crops is increased.This is a trade-off between total social costs and total benefits, and is a by-product of humankind's pursuit of maximizing the overall welfare of society.
What cannot be said from the passage?",Implementation of zero standards for pesticide residue inspections is unlikely in practice,Human decisions need to be weighed against total social costs and benefits,Residual pesticides in crops are actually good for solving food shortages,Crops containing certain pesticide residues are the last resort for humans,c
"Ecological civilization is first and foremost a kind of worldview, that is, how to view the relationship between man and nature and between people.In fact, the relationship between man and nature and the relationship between people is a mutual reflection of the same thing.At the same time, people The relationship with nature also determines the relationship between people to a certain extent.When the relationship between people and nature is tense, such as certain natural resources and ecological environment can not bear the existing population, it will produce people-to-people Confrontation.
The following statement is inconsistent with the text",Harmonious coexistence between man and nature is actually helpful to coordinate the relationship between people,Managing the relationship between people is more important than the relationship between people and nature,A correct worldview can guide us to deal with the relationship between people and people and nature,The confrontation between people may be related to the tension between people and nature,b
"In the early stages of traditional culture, the culture showed a comprehensive form, which became the common cradle of traditional Chinese medicine and classical literature.Before these two disciplines were separated, the traditional Chinese medicine and classical literature There are obviously mixed phenomena among them.Whether it is poetry, folk songs, folk songs, or market minors, they are important communication carriers of ancient medicine.On the other hand, many ancient medical books are works of rich literary value.Reading these classical medicines When writing, I can often experience the inevitable and profound part of literature.
The following statement is inconsistent with the text",Medicine and literature are not distinct in the early stages of traditional culture,Reading classic medical ancient books may get an aesthetic experience,Chinese traditional medicine and classical literature are rooted in a common cultural soil,Study of classical literature is the basis for studying traditional medicine,d
"Social penalties: Refers to restrictions and penalties from other departments that are not directly related to the person's untrustworthy behavior.
The following are social penalties:","The high-speed rail ""Bully Man"" who forcibly occupied another person's seat on the grounds of ""can't stand up"" was severely criticized by the police on the spot and was transferred to the public security organ for public security punishment after getting off the bus.After the incident was exposed, the parties' bad behavior It has been unanimously condemned by netizens across the country.","Due to data falsification, a professor's paper published in an international journal was retracted.In the condemnation of netizens, the professor was revoked for the performance rewards obtained based on the paper, provincial and ministerial research projects, and Rong glance title ,Social work","On the eve of the Spring Festival, some of the contract laborers who maliciously owed migrant workers' wages were exposed by relevant departments and various media, and attracted close attention from all sectors of society.According to the regulations of banks, insurance, railways and other departments, these violators applied for credit cards, purchased insurance and Both trains and high-speed rail tickets will be restricted","A chemical company along the Yangtze River has repeatedly secretly discharged sewage to the Yangtze River regardless of the ban.It has recently been criticized by the relevant provincial departments, revoking its production license, and its superior departments and principals have also been severely punished.",c
"Big data ""kill cooked"": refers to the sales strategy of charging a higher standard for customers who have multiple consumption records or higher spending power when the same goods or services are provided, based on the screening results of big data.
The following are big data ""kill""","Xiao Li is in charge of the reception work of the unit, and often has to make an appointment for business car transfers.Later, as long as he hits a taxi, the online appointment platform will directly push the high-priced business car.","Lao Zhang, who often makes hotel reservations online, always kept the price at 380 yuan when booking a single room in a hotel.His nephew came to see him during the summer vacation and also booked the same room on the Internet, but the price was a quarter cheaper.One","A supermarket located in the financial service area of the city center has a favorable environment and strong customer purchasing power.A branded beverage sells for as much as 15 yuan here, and this kind of beverage costs only 10 yuan in a convenience store in a residential area.","A shopping website launches a new user promotion activity.Every newly registered user can get a coupon for free.The new member is much cheaper than the old member, which makes the old members depressed.",b
"Traditional literature has been divided into pure literature and popular literature since modern times.The readers of pure literature are often niche and elite, and popular literature is read by a wider group of people, and the author is also formed in accordance with these two reading directions It is a relatively stable group.Online literature is different from these two, allowing more young groups to participate in the reading.Its diversity allows more people to meet their needs in the meantime, so it is not part of the literature readers The mass participation in literary reading as the ""increment"" of literary reading has also made many young writers of different identities find the possibility of professional writing in this space.A large number of young readers and writers have entered from the entrance of online literature In literature.
This text focuses on explaining",The emergence of online literature has expanded the audience of literary works,Internet literature is more attractive to young people than traditional literature,Online literature can better meet the needs of various groups of people than traditional literature,The development of online literature has expanded the readership and authorship of literature,d
"Not all seniors are suitable to participate in investment activities.Most investment types require investors to have rich professional knowledge, but most seniors are lacking in this area, so that they can only be left to some liar's flicker.Compared with securities investment such as stock market, funds, etc., it is easier for the elderly to invest in art.If they do not have sufficient discrimination ability, they will be deceived, thinking that they have encountered the beauty of ""pick-up"".
Based on the above statement, which of the following can be derived?",Some seniors have rich expertise and are suitable for participating in investment activities,"Some elderly people do not have enough discrimination ability, but they will also encounter the beauty of ""pick-up""",Some seniors need sufficient discrimination if they do not want to be deceived,"Elderly people are not suitable to participate in investment activities, whether it is the stock market, funds or art investment",c
"In terms of informed consent, since the vast majority of subjects without professional knowledge cannot accurately understand the principles of gene therapy, it is difficult to really fully understand the risks they take.Another risk is that many gene therapies are serious Genetic disease that usually requires treatment in the patient's infant or childhood, but the informed consent and choice of whether or not to undergo gene therapy at this time will depend on the parent or guardian.Does the parent or guardian have the right to choose for the patient that may alter its body There is currently no clear consensus on the genes of cells.
This text is intended to emphasize",Difficulty in achieving informed consent in gene therapy,The particularity of the doctor-patient relationship in gene therapy,The particularity of medical risks in gene therapy,Divided views on informed consent in gene therapy,a
"""One-door"" government service: Refers to the convenience of the masses, focusing on matters that would otherwise have to be run by multiple government departments in one service center or simplified service activities in one window.
The following are ""one-stop"" government services:","A city has established a comprehensive social governance cloud platform to push the social problems found in multiple channels to the corresponding functional departments in accordance with standardized procedures, clarify the responsible person and solve them within a limited time, avoiding the push between the departments.","A city has recently established a service station for people with disabilities.Previously, people who applied for living allowances had to bring an application form to the disability federations at all levels for approval and stamping.And done","In order to solve the problem of difficult medical treatment for patients, the city hospital opened a convenience clinic on the first floor and selected a group of doctors with excellent medical skills.Patients can complete the entire process of registration, consultation, payment, and medication collection.","School-age children with non-local household registration in a city used to submit guardian, housing, work certification and other materials on-site in the past.Now as long as they pass the online registration system designed by the education department, they can submit all the materials in one click.",b
"No sound, even the best pictures will be ""no sense"".Talking is an art that reflects the traces of history and tradition.In the past, vendors selling goods along the street often chose to yell.""Scream"" is not only about business and vitality.""Small building listens to spring rain all night, and the deep lane sells apricot flowers in the Ming dynasty."" The interweaving of the voice of nature and the voice of the market has also achieved that the chills can break the silence, the laughter can wash away the embarrassment, and the words can resolve the contradiction.
The most suitable for this text title is:",What song to sing at the mountain,Three-inch non-rotten tongue is better than a million teachers,"Say one more thing to dispel ""silent indifference""",Silence is not necessarily better than sound,c
"According to statistics, the number of children in China is 230 million, accounting for the total population of the country.In the future, it will be affected by the ""two-child policy"".The number of children will increase and the market for children's medicines has great potential.However, the domestic market for children's medicines has a large share.Occupied by a few foreign companies such as Wyeth, Roche, Bristol-Myers Squibb, etc.Developed countries have corresponding policy support in the development of children's special drugs, clinical trials, etc., and provide tax, patent, market and research funding to pharmaceutical companies And other preferential measures.
The text is intended to emphasize:",The domestic child medication medical market has great potential,The domestic child medication medical market is basically monopolized by foreign companies,Developed countries support the development of children's medicines through various measures,China needs to formulate corresponding policies to support the child medication medical market,d
"The ""hormonal economy"" under ""Internet +"" has fueled the live broadcast industry.Accompanying local fans with a lot of money and a lot of money to buy laughs, it is the legend that ugly ducklings turn into swans and become rich overnight, so that beauty, beauty, and capital are rushing, but It should also be within the allowable range of laws and regulations and moral ethics.If you are not sure, the problem will come.From the initial ""mainly look at temperament"" to today's main courage, using ""live broadcast to make people"" as a sign, "" The ""boring economy"" and ""hormonal economy"" have vulgarization and shameless risks.It is inevitable that they will be criticized by the public and even punished by law.
The text is intended to emphasize:",The Dilemma of Webcasting,Reasons for the popularity of webcasts,Webcasting requires self-discipline and more discipline,Social impact of webcasting,c
"All senior students in criminal investigation majors have become police officers after graduation.Some police officers are party members.
None of the four students were police officers.",Some party members are graduates of the criminal investigation,Some party members are not senior students in the criminal investigation,Some senior students in criminal investigation are party members,Some senior students in criminal investigation are not party members,b
"When many people browse the Internet, once they encounter the content inside, the first thing is to find the two-dimensional code for forwarding, quickly scan the mobile phone, collect it, and share it at any time.This has become a prescriptive action without imagination.On social media, negative emotions are often triggered by reposted content, such as jealousy, slowness, and even anger, and the more extreme the controversial views and claims, the easier it is to be reposted.Wharton professors find that anger is high Social media is easily topped by shared emotions.A study of Chinese microblogging services found that the spread of furious emotions is faster than happiness, sorrow and disgust.Conditional ""forwarding"" makes people an indiscriminate echo worm, Fewer and fewer independent deep thoughts.
The most suitable for this text title is:","The ""negative repost"" of social media","""Anger Forward"" on social media","Inexplicable ""repost"" of social media","Deep thinking on ""repost"" of social media",a
"""Only by integrating the ideal of life into the cause of the country and the nation can we finally achieve a cause."" This is by no means an empty slogan.From the volunteer action of the Wenchuan earthquake to the torch relay of the Beijing Olympics, from anti-Xinjiang independence to Tibetan independence Shocking roar, to the youth of the Belt and Road, this generation of young people has a strong sense of national self-confidence and national honor, and the times also require us to carry the heavy responsibility of national rejuvenation with a solid shoulder.Whether it is in the ivory tower The young college students are still young village officials who are rooted at the grassroots level, or the little brother who is a courier who travels through the small streets.As long as he is doing his job well, isn't he adding to the country and home? Putting personal dreams into the torrent of the times and making it flourish Youth and homeland resonance resonate, and we can certainly ""shoulder the responsibility of the middle class"", making people's life more colorful.
The most suitable for this text title is:",The background of youth is always struggle,Let youth be inspired by dreams,Make youth wonderful through hard work,Devotion is heavy in youth,d
"The linden tree has the characteristics of easy survival, long life, strong sprout ability, easy to pruning, and developed roots with staggered roots.The golden yellow small linden tree seeds can grow into such a plant after decades.The towering big tree has to be unsurprising.From the Buddhist point of view, the bodhi tree is the tree of consciousness, the tree of great wisdom and virtue, and it is the designated ""holy tree"" of the Buddhist department.The people of Xishuangbanna believe in Theravada Buddhism.The bodhi tree is very respectful and devout, and it has the custom of prohibiting the felling of the bodhi tree.In the Shuangshuangbanna Tropical Botanical Garden, sometimes there are loops of rope wrapped around the bodhi trunk, which is the prayer of Buddhist believers.
The text is intended to explain:",Biological characteristics of a bitter tree,The ornamental value of the linden tree,Buddhist belief in linden,Bodhi tree characteristics and Buddhist beliefs,d
"The community of human destiny refers to the consideration of the legitimate concerns of other countries in the pursuit of their own interests and the promotion of the common development of all countries in the pursuit of their own development.Mankind has only one earth, and countries coexist in one world.It is necessary to promote the ""community of human destiny"" awareness.
According to the above definitions, the following are inconsistent with the concept of a community of shared future for humanity:","China always adheres to the correct concept of justice and benefit, and establishes a new, common, comprehensive, cooperative and sustainable security concept.",China must co-ordinate the overall situation at home and abroad and always follow the path of peaceful development,"The community of human destiny has not transcended social system differences, ideological differences, and differences of values","China is willing to always be a builder of world peace, a contributor to global development, and a defender of international order",c
"Technical standards refer to the technical regulations on the quality, specifications and inspection methods of industrial and agricultural products and engineering construction, as well as the graphics and symbols commonly used in technical documents, and are a common basis for engaging in production and construction.
According to the above definitions, the following are technical standards:",National regulations on quality standards for infant milk powder,National Standards for the Evaluation of Healthy Cities,National regulations on recall of defective products,Industrial Bureau's testing standards for smoke and dust emissions from metallurgical machinery plant equipment,a
"A college introduced a group of young teachers, some of whom have PhDs in physics.Teachers in physics who have obtained a PhD have more than three years of teaching experience, and some female teachers have more than three years of teaching experience.All-female teachers have married.
Based on the above text, the following options must be correct:",All physics teachers have more than three years of teaching experience,All Physics teachers who have obtained a PhD are married,Physics teachers who may have obtained a PhD degree are female teachers,There may be male teachers who are not yet married,c
"The input of most parents has a significant positive predictive effect on their children's academic investment.The level of parental input decreases with the increase of their children's grades.At the same time, most parents pay more attention to home counseling and lack of investment in their children's participation in community and school activities.The parenting style, which is supported or controlled by parents, plays a moderating role in the relationship between parents' investment and their children's academic investment, and partly through the mediating variable of meeting the children's academic psychological needs.
It can be inferred from this:",Parents' investment and parenting style will inevitably affect their children's academic investment,The decrease in the investment of most parents in their children's education means an increase in their children's schooling,The creation and formation of a learning environment at home is inversely related to the connection between schools and communities,The satisfaction of children's academic psychological needs is the driving force and primary factor affecting their academic investment,b
"In the first-tier cities, the past suburbs with pastoral scenery are now full of high-rises, and no ""agriculture"" can be learned is becoming a dilemma faced by many agronomy majors.In addition to the constraints of time, space and content, the agronomy majors The attractiveness of students have gradually diminished, and the need for farmers has been questioned.
What does this text mean?",Imminence to attract students to study agriculture,The agricultural profession faces a double dilemma,Agronomy should adapt to the trend of urbanization,The state should provide the necessary conditions for agronomic development,b
"Just when ""classical music is destined to be a niche art and has become a basic consensus, the threshold of this art category has been pried by new technologies.Previously, classical music tried its best to try to attract new audiences.Technology But it opens up another possibility.If there is a proper opportunity, people are actually eager to learn about classical music.
With this text at the beginning, what is the most likely next article to discuss?",The new charm of classical music,The audience of Classical Music,The way new technologies promote classical music,The role of new technologies in the dissemination of classical music,c
"Blessed are the people who are often moved and passionate.I may belong to one of them.So I think that I move because I love all the good things in the world, and pay more attention to them than others.And these wonderful things Things also seem to be my friends and relatives.They also love, keep an eye on, and fall in love with me.Every little touch will cleanse a little spot and stain in my soul, every time I am deeply moved It is possible to cut off a certain bad root in my temperament.Day after day, year after year, the touch makes my heart clean, bright, rich and spacious, and makes me face every new day.You can win a whole new self.
What does this text mainly tell us?",People should have a sense of continuous self-improvement,Loving people have the potential to be happy,Perseverance needs to be sustained,People should be passionate about good things,d
