observation_1,observation_2,hypothesis_1,hypothesis_2,label
ترك العمل غاضباً لأن اليوم كان طويلاً.,ساعدتني سيدة لطيفة وقامت بتحديد سيارة إسعاف.,كانت أنا متعبًا وfell down.,عندما كنت أเดو إلى المنزل، قفزت فوق صخرة على الأرض.,1
ذهبت كيت إلى العمل في صباح يوم الإثنين.,أدلى الدكتور بالطفل لكات.,انفجرت ماء حملها و كانت في ألم أثناء الذهاب إلى المستشفى.,أخبرت كيت الممرضة بالذهاب إلى حاملة الأطفال.,1
كانت ظهري متألمة بسبب العمل.,شعرت ظهري بالتحسن الكبير بعد ذلك.,قررت أن أقف قليلاً.,ذهبت لأرى المعالج العضلي العصبية لتحديد وضعي.,2
كانت جدة جوان مضطرة إلى الذهاب إلى دار رعاية.,أحضرت جدة جوان الجرار، وغسلتهم، ثم وضعتهم على رف في المنزل.,جدة جوان باتت في سن متقدمة للغاية وكانت تقوم بأشياء لا تريدها في المنزل.,أخذت جوان بعض الجرار التي لم تتحمل جدتها anymore.,1
ذهب نيد على إجازة في بيرو.,نجح نيد في الوصول إلى القمة مع مساعدة البعير.,كان لديه حقائب كثيرة للنقل في الفندق.,كان غرفة نيد في الطابق الأول بالفعل لأن المصاعد لم تعمل.,1
حاول الغزال أن يأكل الأوراق.,أكل الغزال كل الأوراق على الشجرة.,لم يكن أكثر جوعاً anymore و كان أخيراً ممتلئاً.,كان أكثر جوعاً و لم يكن يمتلئ.,2
أحب فرنسك أن يذهب إلى هذه الدكاكين المحددة بالقرب من شقته.,الآن فرنسك يجب أن يجد مكانًا جديدًا لتناول ساندويتش.,كان مطعم فرنسك المفضّل مفتوحًا.,كان فرنسك حزينًا عندما علم أن الدكاكين مغلقة.,2
ظن تام أنه لاعب شطرنج رائع.,استمتع تام بالدهشة والهزيمة في وجه أبيه.,لا يستطيع أبيه هزيمته في شطرنج.,لعب تام أبيه و خسر المباراة الشطرنجية.,2
إليزابيث امرأة منتهية التربية.,انزلقت إليزابيث واصطدمت بقطرة الماء مباشرةً وتعرضت للغبار.,تحب أن تضع يديها في الهواء كأنها ترفع السقف.,ارتدت إليزابيث أحذية علاءت في يوم ممطر.,2
كانت جيس لديها وظيفة كمنظف طائرات.,أخبرها رئيسها أن توقف عن الحفظ!,تحب جيس جميع الكتب التي تجدها على الطائرات.,لم تكن جيس تحفظ الكتب جانبًا و كانت متعبة جدًا.,1
لم يتمكن الأسرة سميث من العثور على قطتهم.,دعوت قط الأسرة سميث عند الباب الأمامي.,هرب قط الأسرة سميث من الباب الأمامي.,هرب قط الأسرة سميث إلى السرداب.,1
أتبع جد تعليمات التركيب لويندوز كروم.,وأخيراً أستسلم، واكتسب حب ويندوز.,وجد جد الأمر سهلاً للغاية في التركيب.,لكن كان الأمر صعباً جداً.,2
كان آرثر مأخوذًا بشغف بالابنة الرئيسية، أنكا.,لم يكن من الصعب على آرثر أن يتعلم الأمر شخصيًا عن حساسية أنكا للفول السوداني.,كان آرثر يعبدها من بعيد.,جعل آرثر لفافة فول سوداني رائعة لأنكا.,2
في أبريل الماضي استيقظت على صوت السायरنات التي تنبه من العواصف الرعدية.,عندما انتهت نظرتنا إلى الخارج لترى الدمار.,بقيت أبريل في الحمام طوال الليل.,كان علي أن أخرج إلى الخارج لانتظار العاصفة الرعدية.,1
كان صديقي يملك فرسبي يربيبي يذهب بعيداً جداً.,لم نرَ الفرسبي مرة أخرى.,لقد ألقى صديقي الفرسبي قدمًا.,جاء كلب و أخذ الفرسبي.,2
ذهبت آشلي إلى المطعم للغداء.,بعد ذلك كانت وحدها في سلم الطعام!,دخلت آشلي في سلم الطعام مع الجميع.,أدرك الناس أن البurger من الحليب ليس موجود في قائمة اليوم.,2
قرر مايك الانضمام إلى مزرعة كمتطوع.,لكن أعطاه الكثير من الخضروات المجانية.,لم يكن مايك يحب ذلك حقا.,كان العمل ممتعا مقابل أجر كبير.,1
أنا واصدقائي كنا نلعب.,بعد ذلك، ذهنا إلى مطعم وأكلنا.,شعنا بالشبع عندما كنا نلعب.,شعنا بالملل فبدأنا لعب لعبة فيديو. ثم شعنا بالجوع.,2
كانت أنا أتأخر في القيام بالتنظيف.,أنا استغرقت عدة ساعات في تجفيف الأعشاب الطبية.,كان هناك أمور أخرى يجب أن أفعلها أولا.,كان عليها أن تفعل أمورًا أخرى أولًا.,2
أظهر لي ليو فكرةً في السينما الأسبوع الماضي.,كان رائحته جديدًا، و كنت سعيدًا لأن شخصًا ما كان قد استهلك شيئًا سابقًا!,قال لي أن الناس يتركون الأشياء خلفهم. وجدنا منزلقًا للكف!,أظهر لي ليو كيفية تسجيل الأفلام على هاتفي.,1
أصاب تام كلبًا ودية أثناء مشيه في المدينة.,أخذ المنزل كلبًا رائعًا وصنع صديقًا جديدًا.,كان الكلب ضعيفًا.,صادف تام الكلب ودخل معه إلى مرفق إيواء.,1
تسببت ليلي في كسر لعبة الأطفال المفضلة لها.,في النهاية عادت اللعبة في حالة جيدة تمامًا.,أخذ والدي ليلي اللعبة إلى متجر ألعاب.,كسرت جدة ليلي لعبتها.,1
لعب ريك الساكسوفون في الفرقة العسكرية.,لعب ريك الآن الترومبون.,اشترى ريك ترومبونًا.,أصبح ريك متعباً، وترغب في محاولة هواية جديدة.,1
ذهب جيم إلى الشاطئ.,كان جيم غاضبًا من أخته.,"دITCHED هو مصطلح غير مترجم، لكن يمكن ترجمته إلى ""تركت"" أو ""أغلقت عليه"".",ألقت أخته لجيم رملًا في الحوض.,1
كان شمتد مضطر إلى أخذ الباص إلى العمل.,أصيب بشكوى في العمل.,كان الباص متأخرا في إلتقاط شمتد.,أخطأ شمتد في وقته و وصل متأخرا إلى العمل.,2
عندما تخرجت مارلين، ذهبت للعمل مع عمها في كاليفورنيا.,الآن تعمل مارلين كمربية في الفندق في الشارع المحدد.,كان عمها يمتلك فندقاً.,لم تكن تعمل معه على تواصل جيد ودمعت.,1
شَكّ الناس رؤوسهم لأن ستو لن يشتري سيارة.,كان ستو يركب دراجته لزيارةهم في المقبرة بشكل منتظم.,استعادت والدات ستو صحتهم من حادث سيارة.,قتلا والدى ستو في حادث سيارة.,2
أذكر واحدة من النجاحات التي حققتها في دوري البنات الصغيرة,حصلت على أول قاعدة في الوقت المناسب، لا أصدق ما قمت به أخيراً.,ضربت الكرة خارج الملعب بين المقاعد والقاعدة الثالثة.,كانت متحمسة جداً بسبب الإنجاز.,2
كانت فرانكي تحتاج إلى شراء هدايا عيد الميلاد.,دفعت واخذت أشيائها إلى المنزل.,ذهبت فرانكي لشراء بعض الهدايا.,ذهبت فرانكي إلى متجر الأدوات.,1
كان بيلي وروب غاضبين من بعضهما البعض بسبب تجارة مقترحة.,لم يرغب بيلي في أن يُعرف أنه خائن، لذا قرر مواجهة روب.,أنهى روب بالخيانة.,أخبر روب الناس أن بيلي خدعه في التجارة.,2
كان لدي شريكة سابقة كانت متطلبة للغاية.,بعد بضعة أشهر انتهيت من العلاقة معها.,كانت شريكتى تريد أن تكون معى دائمًا وتمنعنى من الخروج مع أصدقائى.,كان طلبها المستمر جذابًا.,1
أصاب القط الفأر عبر المستودع الفارغ.,قرر القط أن ينام ويتخذ وضعاً مستريحاً.,كان الفأر سريعًا جدًا للقطة.,أصاب الفأر القط وطار به إلى حفرته.,1
كان عشب لوقا في حديقته ينمو بسرعة.,أصبح حديقة لوقا دائمًا محتفظةً بالتنظيف.,أستأجر لوقا شركة لرفع العشب.,اشترى لوقا مقص عشبًا جديدًا لتقليم حديقته.,2
سافرت على دراجة نارية عبر الشارع.,غيرت كلمة المرور للواي فاي لتحسين الأمان.,كان هناك بار على الجانب الآخر من الشارع حيث شربت الكثير، ووضحت كلمة المرور للواي فاي لجميع العملاء.,كان هناك بار على الجانب الآخر من الشارع الذي لم أكن قد شربت فيه कभًا ولم أخبر أحدًا بكلمة المرور للواي فاي.,1
كان روبرت يخطط للغداء الجميل مع صديقته كيت.,لكن كيت كذبت على روبرت وقالت له أنها تحبها.,كانت كيت تخطط للانفصال عن ديفيد.,لا تحبها حقا.,2
كان جاستن ينهي رسمه المائي بحذر في صف الفن.,كان جاستن حزينًا لكن قرر أن يكون لطيفًا مع لورا.,قالت لورا تعليقًا عندها عن رسمه.,أحضر صديقه لورا ألوانًا جديدة فأعطاها رسمه.,1
أدركت ماورين أن لديها صعوبة في رؤية الأشياء البعيدة.,كانت سعيدة لأنها يمكنها الرؤية جيدًا مرة أخرى.,قررت ماورين أن تحجز موعدًا لاختبار بصيرتها، والذي كان 20/20.,ذهبت إلى الطبيب العيون وأحصلت على نظارات.,2
كانت نشاي تحضّر وجبة الدجاج المشهورة لديها لصديقها.,عندما انتهى من الأكل، قالت له إنها كانت أفضل وجبة أكلها على الإطلاق.,أضاف بعض التوابل والأعشاب إلى الدجاج.,كان متحمسًا للاستمتاع بها.,2
أنا دائمًا أريد أن أرتدي سترات فاخرة.,كانت أشمئز من ما فعلته.,اشتريت زوجًا من السترات التي اعتقدت أنها فاخرة حقًا ولكنها تبدو سيئة appearance.,اشتريت زوجًا من السترات التي اعتقدت أنها فاخرة حقًا ولكنها تبدو سيئة appearance، لذلك عادتهم.,1
أحب نيل الشرق الأوسط.,وجد أن البحرين كانت جميلة تمامًا كما كان يعتقد.,قرر نيل السفر إلى الشرق الأقصى.,حفظ نيل مبلغًا من المال لرحلة إجازة مدتها أسبوعين وزيارة المنطقة بأكملها.,2
ذهبت لوسي وأمها إلى وول مارت.,ليس ما كانت تريد، لكن كان أفضل من شيء ما.,كانت لوسي تريد حلوى، لكن جدها اشتراها لها تفاحة.,جعلت جدها لوسي تحول بين الحين والآخر لجمع المال.,1
سافرت إلى كوريا اليوم.,أدركت أن هذا المكان مختلف قليلاً عن بلدتي.,عندما وصلت هناك، لم أكن أعرف أي لغة.,أصلحت هناك مبكراً و قررت البقاء في فندق.,1
كانت تيس تريد أن تحضر عائلتها بيتزا للغداء.,أمرت بتسأل عن بيتزا للتحويل، والتي أحبها عائلتها!,لم تكن تيس تشعر بالرغبة في إنفاق المال.,لكن فرنها كان مكسورًا.,2
لم يكن لكرين صديقاً في عيد الحب.,تفكير أخيها جعل يوم عيد الحب الخاص بها!,قررت كرين شراء هدية لاخيها في عيد الحب.,قدم أخ كريين لها صندوقاً من الشوكولاتة.,2
كان ابن دانا له بعض المهام المنزلية.,أنجحوا ورقة العمل بسرعة.,كان ابن دانا يعمل على ورقة عمل مع الأم.,ساعد ابن دانا الأم في إنهائها.,1
ذهبت ماري إلى كافيه.,قرروا أن يذهبوا إلى الحديقة معًا في السبت.,في الكافيه، التقى مايك مع صديق قديم.,لفتت ماري انتباه صديق قديم لها في الكافيه.,2
كان روني يلعب مع أصدقائه بعد المدرسة.,أصيب روني بالرؤية من الكاشير واكتسب في مشكلة كبيرة بعدها.,اشترى روني وأصدقاؤه حلوى من متجر دون دفع المال.,ترك روني أصدقائه عندما قرروا سرقة حلوى.,1
كانت جينا قد استعارة كتابًا من المكتبة.,علمت أنها يجب أن تعود إلى المنزل وتبحث في بيتها لتحديد مكانه.,أصيبت جينا بغرامة لتقادم الكتاب.,كان عليها أن تأكل شيئًا.,1
كانت جدة لوسي تعلمها كيفية الخياطة.,قررت لوسي أخيراً البدء بقطعة كوسا.,رغبت لوسي في محاولة شيء صعب ولكن جدتها قالت لها فعل كوسا.,قررت لوسي عدم الخياطة.,1
كان يوليوس متعبًا من الاستيقاظ على صخب الجيران.,ثم قرر يوليوس الانتقال و كان سعيدًا بالقرار.,فكر يوليوس في البحث عن أماكن جديدة للعيش.,بدأ يوليوس عملية البحث عن المنازل.,2
كان جيسون يمتلك شكوك حول بدء علاقة جديدة.,عندما استيقظ صباحاً التالي، فكر أن ملاكاً كان بجانبه.,بقيت صديقته الجديدة معه ليلة واحدة.,لم يلتقي anyone.,1
كانت أمي 19 سنة و تحتاج إلى وظيفة.,كان ذلك أبعد مما أحببت، لكن أمي كانت سعيدة لأنها حصلت على وظيفة.,حصلت أمي على وظيفة في السوق.,حصلت أمي على وظيفة في المنزل المجاور.,1
ذهب نيت إلى السينما!,لكن أكل الكثير من الأكل فانتهى بفقدان الفيلم!,ذهب نيت إلى الطعام قبل ذلك.,لم يأكل الكثير من الطعام.,1
كان وايمان و عائلته يخيمون في الهواء الطلق.,رأوا أقدام الدببة حول طاولة العشاء.,فحص وايمان وعائلته المنطقة و لم يجدوا أي شيء خائف.,ظن وايمان أنهم سمعوا صوت قذف من منطقة الطاولة.,2
كان جيري دائمًا يتعرض للضحك في العمل.,أصبح الآن يلزم زملائه في العمل بأمره.,قرر أن يضع كل طاقته في الحصول على ترقية.,قرر أن يضع كل طاقته في الحصول على جنس.,1
ذهب جيسون إلى مطبخ للطعام.,بعد الأكل، اكتشف جيسون أن المطبخ يحتاج إلى المزيد من الثقافة.,كان الطعام الساخن جدا.,كان الطعام خاليا من النكهة جدا.,2
يعمل كودي في التجزئة، في تارغت.,حسناً أنه يجب عليه إغلاق المتجر مرة أخرى غدًا.,ناقش مع رئيسه محاولة الحصول على ساعات مبكرة.,أبغض كودي العمل في النهار و تفضل العمل في الليل.,1
أصاب جو حادثًا أثناء حمل علبة الحليب.,بدوا غاضبين عندما نظف النزيف.,رأى جو موظفين ينظرون إليه.,幸ليًا، لم تتفكك العلبة.,1
كانت جينا طالبة جديدة على 캡وس جامعة خاصة ومتقدمة.,كانت قد تم خداعها، لأنها لم تكن حفلة костوم.,انضمت إلى فرع س Sorority على الكامبس.,انضمت إلى عصابة على الكامبس.,1
قررت كيلي صنع بعض القرانولا في المنزل.,رأت القمح المحروق وغلقت فورًا الموقد.,غيّرت كيلي تركيزها لكن تذكرت قمحها في الموقد.,ذهبت كيلي إلى الحمام ثم عادت مباشرة إلى المطبخ.,2
كان بيلي يمشي في متنزه سنترال بارك.,أنهى بيلي بالسقوط في المطر نتيجة مشيته في المتنزه.,بدأت الأمطار خلال مشي بيلي.,بدأت الأمطار بعد عودته إلى المنزل.,1
لا تحب لينيت أن تكون الطفلة الأكبر سنًا.,ستمر لينيت في رعاية الأطفال لتحقيق المساعدة للعائلة.,كانت لينيت تعتقد أن الوالدين يجب أن يدفعوا لمرافقة الأطفال.,كان لينيت مضطرة لرعاية إخوتها.,2
كانت أختي تفشل في فصلي العلوم في المدرسة.,أصبحت أختي تفوز بفصلي العلوم مع مساعدتي لها!,ساعدت أختي في دراستها.,سألتهم عن المساعدة.,1
كان راي يبحث عن هدية ميلادية لأمه.,استغربت أم راي وارتاحت من ساعة اللياقة البدنية التي اشتراها لها.,اشترى لها ساعة آبل التي كانت دائماً تريدها.,بدأت أم راي في المشي مؤخراً لخسارة الوزن.,2
كان جون طالبا في المدرسة الابتدائية.,ذهب جون ليكون موسيقار مشهورا.,كان جون ماهرا جدا في الموسيقى لكنه ازداد منها.,لم يكن جون ماهرا في الموسيقى في المدرسة الابتدائية.,2
كانت سάλι خارجة طوال الليل.,أخيراً وصلت إلى غرفتها.,كانت سάλι مستيقظة وتريد العودة إلى السباحة.,كانت سάλι متعبة، وواجهت صعوبة في العثور على طريقها.,2
كان تود متحمسًا لأن يكون في فريق كرة السلة في المدرسة الثانوية.,كان تود يتراجع في النهاية من الفريق، غاضبًا لأن لم يلعب أبدًا.,كان تود على قائمة اللاعبين خلال كل مباراة.,كان مدربه دائمًا يضع تود على قائمة الاحتياطي لأن كان جديدًا في الفريق.,2
لم يكن تيم يتدخن من قبل.,أُعاقَب، لكن كان متأخرًا.,قرر أنه سيكون سيئًا محاولة ذلك.,تحدث له صديقه عن تجربة سيجارة و كان يحبها.,2
كانت أنا في العمل عندما بدأت تساقط الثلوج.,كنا نستمتع بثلاثة أيام مريحة.,في بعد الظهر تم إغلاق المكتب بسبب الطقس.,بقي رئيسي في العمل حتى يذهب إلى المنزل.,1
في سن 27 كان وزنى 300 رطلا.,بعد عام، خسرت 100 رطل و.completed marathon!,لقد كان يجب علي أن أتبع نظام غذائي و أتمارس الرياضة أو أمتلك أسباب للاستمرار.,عملت بجد مع دكتورى لكي أستعيد وزنى.,1
كانت أنا أتأخر في القيام بالتنظيف.,قررت ألا أتأخر بهذا الوقت مرة أخرى.,كان لديها الكثير مما يجب فعله، وكل ذلك يستغرق ساعة لانتهاءه.,كان لدي أنا عدة محفظات للغسيل.,2
واييت ورفاقه كانوا في الفصل.,في النهاية قرر عدم ذلك واقفاً للدفاع عن الفتاة.,واييت كان يضحك على فتاة.,كان أصدقاء واييت يضحكون على فتاة.,2
كان إيلي متعباً جداً عندما وصل إلى المنزل.,استلقى إيلي على الأرض أمام التلفزيون مع وجبة ميكروويف.,لم يكن لدى إيلي الطاقة الكافية لتحضير وجبة مطبخية.,كانت إيلي متعباً جداً حتى لا يستطيع تحضير وجبة لِنفسه، فاستحمى وجبة من الثلاجة.,2
في أيام كانت بعيدة قليلا، كان الجميع من حولي يتعلمون ركوب الدراجات.,لم أتعلم أبدا كيف أركب الدراجة بشكل صحيح.,قررت أن أ试ها، لكنني لم أهتم أبدا.,حاولت الانضمام مرة واحدة، لكنني لم أستطع التوازن على لوحة الدراجة.,1
وجدت جزءًا من عربة في القمامة بالقرب من محطة السيارات.,ذهبت إلى محطة السيارات مرة أخرى ولكن لم أجد أي شيء آخر.,ظننت أن قد يكون هناك أجزاء أخرى حولها.,رغبت في رؤية إذا كان بإمكاني إرجاعه.,1
قرر بيل الذهاب إلى الصالة الرياضية للتمارين.,أوقف على الطريق لشراء عصير.,أدرك بيل أنه لم يأكل منذ العقد الماضي.,أراد بيل أن يأكل شيئًا قبل الذهاب إلى الصالة الرياضية.,2
اشترى رود ليكيت لامه على عيد ميلادها.,أعطى لهم لامه في ليكيتها الجديدة.,ثم أخذ رود صور لامه و زوجته ليكمل الهدية.,أخذت له صور لأطفاله.,2
أحب سام الطبخ، لكن مدرستها لم تكن لديها نادي للطبخ.,الآن سام الطبخ، تساعد - وتبدو جيدة على صورة كلية لها!,幸ىً أن الفصل التالي قدموا بعض النوادي الأخرى الجيدة.,لذلك بدلاً من ذلك، سام حصلت على وظيفة في مطبخ مطعم.,2
كان سام وتوم يتنازعان على بطانية.,كان سام يجذب بقوة أكبر وفاز بالقتال.,كانوا يجذبانها للأمام والخلف.,أكلوا كل ما استطاعوا.,1
كانت إيلين تحلم بأن تفوز بجائزة عن ورودها.,كانت إيلين ملزمة بدفع رسوم استبدال بطاقتها المكتبية.,أرسلت بطاقتها الائتمانية بشكل غير مقصود عندما دخلت المسابقة.,قررت إيلين الذهاب إلى المكتبة لتحقيق بعض الأبحاث، لكنها لم تتمكن من العثور على بطاقتها المكتبية.,2
كان دان غير ماهر في الرياضيات.,كان ذلك سهلاً بالنسبة له، ويشعر بالراحة الكثير عن مهاراته الرياضية.,وجد معلماً يدرسه طريقة مختلفة لتفكيره في الرياضيات.,درس دان وأحرز درجة ج في الاختبار الرياضي.,1
لم يذهب إلا باصان إلى شارع لورا.,كان على لورا أن تخرج من الباص وتمشي ميلين إلى المنزل.,كان لورا قد فاتها الباصان.,وقف الباص أمام منزلها في شارع المجاورة أمام متجر.,1
أراد دان أن يجد الهدية المثالية لمراسم عيد ميلاد أمه.,شرح دان الوضع و لم تكن الأم متعبة.,فقد دان سرواله.,اشترى لها مجموعة من الورود لكنه سقطها على طريقه إلى المنزل.,2
أنا دائمًا أريد أن ألبس ساقيات فاخرة.,أحب ساقيتي الجديدة.,اشتريت زوجًا من المتجر.,لم أستطع أن أ накоп أجرًا جديدًا من ساقية.,1
كان جوليان غاضباً بعد أن تم طيعه من مطعم.,علموا أنه هو وطردوه.,كان جوليان يسرق الطعام إلى المطبخ.,قرر جوليان أن يكسره على النافذة والمطعم.,2
كان جونني يخاف من إمساك المشتعلات.,أمل أن يكون جاهزًا للشجاعة في المرة القادمة.,أمسك جونني المشتعلات بقلق.,رفض جونني إمساك المشتعلات.,2
يعيش Jasmine واختها بالقرب من منطقة غابية.,كانت الفتاتان مرتديتان وقتًا ممتعًا بين الأشجار.,كان Jasmine واختها يحبان اللعب في الغابة.,كان الجو ممطراً فذهنا إلى اللعب في المطر.,1
وجدنا نحلًا في ماء كيوريجنا.,أخيرًا ذهبوا، على الرغم من عدم معرفتنا بسببه.,غسلنا كيوريجنا جيدًا.,تركناها وعدم تنظيفها.,1
كان جيمس يبحث عن النفط في داكوتا الشمالية.,باع جيمس النفط بربح جميل جدا!,اشترى جيمس أرضا تحتوي على نفط.,فقد بعض النفط على بعض الأراضي الخاصة.,1
شكلت الفتيات في المدينة فريقًا جديدا لكرة القدم.,بسبب جهدهم الصعب، فازن بمناسبة مباراة أولى.,عملت الفتيات بجد وتمارستن يوميا.,تمارست الفتيات ساعات كثيرة في الأسبوع.,2
أحب سارة الطبخ.,تم إلهام سارة وتقديرها لطبخ المزيد.,أحب أصدقاء سارة أكلاتها.,حصلت سارة على سجل كهدية.,1
أصدر كريستوفر إلى جزء جديد من المدينة بسبب وظيفة جديدة.,سيحتفظ كريستوفر بخرائط في سيارته من الآن فصاعدًا.,علم كريستوفر بالضبط أين يذهب إلى الوظيفة الجديدة.,أصيب كريستوفر بالخسارة أثناء الذهاب إلى الوظيفة الجديدة.,2
كانت إلين تحلم بأن تفوز بجائزة عن ورودها.,أنهت إلين بالفعل بالفوز بالجائزة.,أخذت إلين عن ورودها عناية جيدة جدًا.,كان ورود إلين جميلة.,1
لعب جيران نيك الموسيقى بحرارة شديدة.,لم يتم حل الوضع، لكن نيك شعر بالراحة.,لم يهاتف نيك أي شخص لتقديم الشكوى.,طلب منهم أن يخفضوا الصوت.,2
حبيبة جين للموسيقى.,ذهبت جين إلى المكتب في أسرع وقت ممكن وكانت تأخرت عشرين دقيقة عن الحفل.,كانت جين تمتلك تذاكر الحفل التي تركتها في العمل.,كانت جين ستنظر في عرض فيديو ولكن عليها التوقف في العمل أولاً.,1
قرر ميلز الانضمام إلى نادي قراءة في بلدته ليتعرف على الناس.,كان ميلز سعيدًا جدًا بعد أن انضم إلى النادي.,لقد التقى ميلز بكثير من الأشخاص من نفس عمره.,لقد صنع ميلز أصدقاء جدد في النادي.,2
كانت كيت تسير على الأقدام في يوم ما.,ثم أعادت الهاتف إلى مالكه الشاكر!,وجدت كيت آيفون أثناء الجري.,فقدت كيت هاتفاً على الطريق.,1
كان فريدي يعاني من الصرع النومي.,بدأت جسده في الحركة مرة أخرى.,ركض فريدي في الشوارع طوال الليل.,ركز بشدة على الاستيقاظ من النوم.,2
كانت تيم تسوء في المنزل.,استخدم تيم اليوم التالي لصبغ الطريق بيضاء.,صبغ تيم على الجدران والسقف.,كانت تيم حذرًا للغاية عند الصبغ حتى قادته أبوه يساعده في صبغ المسار.,2
دخلت جينا إلى الفصل الدراسي وذهبت إلى مكتبها.,أن تامي ما زالت تتحدث معهم جعلت جينا غير راضية.,أخبرت تامي جينا بأنها لا تتحدث مع بنات الشائعات.,بدأت تتحدث مع بعض الأصدقاء، ولكن البطل القوي تامي تدخل.,2
ذهب سام من باب إلى باب ل попытته ببيع المجلات.,رفع السيد العجوز يده لودع سام ويطلب منه الخروج.,حاول سام أن يقنع سيدًا كبيرًا بشراء.,ضرب سام على باب سيد كبير.,1
كانت ماري آن تشعر بالعزلة و قررت تبني قطًا.,قررت أنها لم تكن القطة الصحيحة.,تلف القطة كنبة جديدة.,كانت ماري آن قاسية جدًا مع القطة.,1
كان رالف كلبا يعمل.,لم يكنوا غاضبين بعد ذلك عندما انفجرت قنبلة أمامهم.,كان مالكو رالف غاضبين عندما كان يصنع الكثير من الأصدقاء.,البحث رالف عن القنبلة بحرص، لكنه لم يستطع العثور عليها.,2
كانت شانون تصيح كل صباح لأسابيع.,بعد ثلاثة أسابيع من السجائر الإلكترونية، توقفت عن الصيح.,كانت شانون تدخن السجائر بكثرة.,أوقفت شانون التدخين بالسجائر الإلكترونية.,1
ذهبت كيلي وأصدقائها إلى متجر جليدي جديد.,كانت كيلي سعيدة بأن حاولت أن تجرب أنواع جديدة.,أقنعت أصدقاء كيليها ببقائها مع نوعها العادي.,قررت كيلي أن تحصل على شيء آخر غير نوعها العادي.,2
كان جو يساعد أباه في تنظيف الغابة في مؤخرة حديقةهم.,كان جو غاضباً لأن أصيب.,انكسر جو على جذع شجرة وضحك على ذلك.,انكسر جو على جذع شجرة وأصيب.,2
ذهبت كيلي وأصدقائها إلى متجر الجليد الجديد.,ألقت كيلي.,حاولت كيلي البلوبري بدون علم أنها مصابة بالحساسية للصبغ.,حاولت كيلي لونًا جديدًا و愛ته.,1
كانت ماري تنتظر منذ فترة طويلة أن ترى فرقتها المفضلّة.,عندما وصلوا هناك، اكتشفت ماري أنّها قد تركت التذاكر في المنزل.,كانت ماري متحمسة جداً.,كانت ماري مرتاحة جداً.,1
أحببت السلمون المشوي.,أصبت بمرض بكتيري بسبب السلمون المشوي.,اشتريت بعض السلمون المشوي من بائع شكاك.,لم أعرف كيف أطبخه فطبخته لفترة طويلة.,1
أحب هان الطبيعة.,وكان هان يحب رش وتعقيم نباتات جاره.,أ雇ته جاره لتنظيف النافذة.,كان يحب كثيرا المشي في الغابة القريبة من المتنزه وذهابه على مسارات المشي.,2
عندما كنت أربع عشرة عاماً تعلمت قيادة السيارة.,ثم أخذني والداي إلى الحصول على رخصة القيادة.,أخبرتني أمي بكل التفاصيل الدقيقة.,نومت لأسابيع قبل اختبار رخصتي.,1
كان كاي صغيرة وثقيلة قليلاً وترغب في خسارة 20 رطلاً قبل الصيف.,و بحلول الصيف، فقدت ما تبقى من العشرين!,بدأت في التمرن و خسرت 10 رطل في بضعة أسابيع.,فقدت كاي 20 رطلاً و الآن تهدف إلى خسارة 30 رطلاً.,1
كان جيك يركب دراجة في الحديقة.,ألقى جيك ملابسه العادية في كيس بلاستيكي.,بينما كان يركب اصبح جيك مبللاً جداً.,ركب جيك عبر بعض البحيرات المتربة.,2
كان جو بحاجة إلى مكتب جديد.,أحس جو بالندم على قراره عندما انكسر المكتب بعد يومين.,ذهب جو إلى الخيرية ليشتري له مكتبًا جديدًا.,ذهب جو إلى المتجر لشراء مكتب جديد.,1
كان جو يعاني من وقت سيء في رحلة التخييم.,لكن لم يستطع العثور على مفتاح سيارته.,رغب جو في البقاء.,كان جو يملك عجلة سيارته مكسورة في البرية.,2
قررت لورا أن تروح طائرة إلى مدينة نيويورك.,ارتدت لورا قبعة طوال الأسبوع لتحجب شعرها.,قصت لورا شعرها عن طريق الخطأ.,عندما وصلت لورا هناك اكتشفت أنها نسيت الشامبو.,2
بدأ نيت كتابة القصص مقابل بضع سنتات.,كان يكتب فقط لتحسين البحث العلمي.,كان يحصل على رواتب قريبة من الصفر.,تم اكتشاف نيت من قبل باحث يدفعه جيدًا.,1
أعتمدت كلبا صغيرا.,عملت الجزر بشكل مثالي.,أعطيت الكلب البطاطس المطبوخة.,لقد احتجت إلى شيء يلعب به.,2
ذهبنا على رحلة الغوص الأولى لنا يوم الثلاثاء.,قررنا أن ذهبنا على آخر رحلة الغوص لنا يوم الثلاثاء.,كاننا على وشك أن نُأكل من قبل حوت.,لم نكن لدينا وقت أفضل من هذا कभًا.,1
كان جيمي يเตلمى في الفقر.,دعا جيمي والديه وسبهم.,فأنسحب من المدرسة. وترك المنزل.,فأنسحب من السماء. وترك المنزل.,1
كانت عانق سام تعاني مؤخرًا من ألم.,لم يعد يؤلم عانق سام مع الدعم المضاف.,اشترى سام حزامًا عنقًا من أبيه.,اشترى سام حزامًا عنقًا لزيادة الألم.,1
متحفظ أصدقنا يمتلك مطعمًا.,لم يكن الموظف راضٍ.,بقيت أصدقنا يفتح المطعم بعد ساعات العمل.,حاول أصدقنا إثارة إعجاب الموظفين بوجبة مجانية.,1
